Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.034042176617695194,77272,0.05691600042569206
1.0,0.10074306453853232,76373,0.10060410107959451
1.5,0.14505290502066906,73849,0.1341386102592652
2.0,0.1748261134620925,71349,0.1598793334559594
2.5,0.18930417190392787,68819,0.1796376316060484
3.0,0.19329645443252919,66343,0.19480388559218148
3.5,0.2004136644663909,63837,0.20644533660302478
4.0,0.20662383643026383,61337,0.21538118732540998
4.5,0.20787704756897535,58771,0.22224024879965207
5.0,0.21311808633878707,56331,0.22750518951644083
5.5,0.21530410545689566,53831,0.2315465005406088
6.0,0.21427778640276993,51331,0.2346485667693854
6.5,0.23566336696665485,48835,0.23702967894564944
7.0,0.24187891805815395,46335,0.23885739466085804
7.5,0.26693308275461075,43825,0.24026032929322036
8.0,0.3129643846706966,41325,0.24133720660313449
