Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.00800165042247387,101760,0.006480164288700132
1.0,0.01548039097859832,101361,0.0120138336145783
1.5,0.019767976573536298,98849,0.016739253348389913
2.0,0.023626684533559806,96349,0.020774476695811856
2.5,0.02478766432804171,93849,0.024220313971825634
3.0,0.026509812087909614,91349,0.02716285110309795
3.5,0.02610626974215817,88849,0.02967560027706147
4.0,0.02715108693575071,86349,0.03182133646647169
4.5,0.026298570964063506,83819,0.033653665710572975
5.0,0.027848491278859844,81343,0.03521836433259305
5.5,0.03141156444431108,78837,0.036554522550682485
6.0,0.034994060967789,76337,0.0376955210526579
6.5,0.03807449179278978,73837,0.038669864931911754
7.0,0.04244752861699246,71337,0.03950189581836412
7.5,0.04684451135468046,68837,0.04021239999532972
8.0,0.04903401907734702,66337,0.040819127694631835
8.5,0.04892326123521923,63711,0.041337236543298427
9.0,0.04756074341711939,61319,0.04177967024028537
9.5,0.04795323166677071,58819,0.04215748192355098
10.0,0.05391335916427786,56319,0.04248011030602749
