File Name,Layer,Start Depth,End Depth,Depth,Measured Vs,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic_calculated (Geometric Mean)
SCPT_57348_Raw01_result_layers_stats.csv,1,0.06,0.66,0.36,84.0,0.6000000000000001,4.81981271844957,0.070642383994958,0.0009296992129318,115.6319212452264,140.76929542897145,294.9010077071025,113.9607876434308,137.53450333334214,63.81018011578482,141.95928637025548,2.0812237438047942
SCPT_57348_Raw01_result_layers_stats.csv,2,0.68,1.36,1.02,102.0,0.68,10.204107905380988,0.0875850419104484,0.0015130584480177,149.12518144801516,181.54369915410533,441.86245527422335,172.74022767486193,192.43922234854855,100.74840009075122,198.37250084180252,1.6907819583230017
SCPT_57348_Raw01_result_layers_stats.csv,3,1.38,1.86,1.62,117.0,0.4800000000000002,5.149504046694296,0.0480179863265524,0.0007451407308881,136.55512735784555,166.241024609551,356.78959440519407,154.6577576802918,162.46008014834894,99.22745500180598,206.0525892897484,1.934270468280654
SCPT_57348_Raw01_result_layers_stats.csv,4,1.88,2.5,2.19,125.0,0.6200000000000001,0.8784259778124549,0.0193631273926575,0.0168409894184938,98.9624166731013,120.47598551507978,188.83935839459917,113.06492251398554,130.3399767634127,77.57857924015003,195.06943244410832,2.782872086260621
SCPT_57348_Raw01_result_layers_stats.csv,5,2.52,5.64,4.08,135.5,3.12,6.822165593349877,0.0463266520079967,0.0221416506523297,158.89598275792284,193.4385877052974,434.49090223501776,179.09014696850664,174.7192569112723,132.37564294655655,258.1930466910936,1.7882116513822857
SCPT_57348_Raw01_result_layers_stats.csv,6,5.66,7.72,6.6899999999999995,161.5,2.06,10.154925626665069,0.0825554234910849,0.0398021614717597,197.06011739132157,239.89927334595677,532.5025477116976,216.3262229263617,227.02164303056412,169.76486548683772,318.1069374595391,1.776295698023661
SCPT_57348_Raw01_result_layers_stats.csv,7,7.74,9.22,8.48,207.5,1.4800000000000004,14.172323733505667,0.1177655562360916,0.0580886540034744,224.31049631356413,273.0736476860782,619.3511422311157,243.90268568204425,263.9914302900508,196.0903208288313,354.857010035798,1.7152963997159372
SCPT_57348_Raw01_result_layers_stats.csv,8,9.24,9.72,9.48,218.5,0.4800000000000004,18.8041961961663,0.1478397023609894,0.0642140827909978,242.5420415649673,295.26857233996054,697.6639489563274,265.05946128696803,289.6865662201813,214.75432220698804,376.8615869826716,1.6283465463045166
SCPT_57348_Raw01_result_layers_stats.csv,9,9.74,13.86,11.8,256.0,4.119999999999999,15.592496055663222,0.1443291871644871,0.0893026498007752,250.6857309919229,305.18262903364564,663.642254175265,262.94018638011613,291.7759813204629,221.40236137516075,396.0232710873885,1.7781198795995556
SCPT_57348_Raw01_result_layers_stats.csv,10,13.88,15.48,14.68,258.5,1.5999999999999996,17.588532964432897,0.1357053651586198,0.1162577546867342,263.5063201771873,320.7903028244018,710.5040432132979,268.5413671603075,280.4485493667627,238.46518050252655,416.0427545282093,1.7292512450204958
SCPT_57348_Raw01_result_layers_stats.csv,11,15.5,15.98,15.74,217.0,0.4800000000000004,11.59458633644903,0.0972271085140131,0.0730530075789202,248.7625433544673,302.84135712717773,610.1213079177755,241.04469713571515,246.05002104905827,222.75075145955904,404.2827264440592,1.926089462237961
SCPT_57348_Raw01_result_layers_stats.csv,12,16.0,16.74,16.369999999999997,243.5,0.7399999999999984,16.987393289687596,0.1327242140423048,0.1078006083383521,269.38395769972624,327.9456876344492,708.6840745203258,268.2368805336835,278.46768595121296,244.1493840413133,426.37395465408986,1.7720339856717715
SCPT_57348_Raw01_result_layers_stats.csv,13,16.76,17.44,17.1,278.0,0.6799999999999997,20.642676575850224,0.1836592073620949,0.1367877901817081,288.9736512602663,351.7940102298895,766.8528510598214,291.5666742019899,321.52487003300075,261.1089013307542,450.35088967078656,1.7484322716469
SCPT_57348_Raw01_result_layers_stats.csv,14,17.46,17.98,17.72,215.5,0.5199999999999996,6.848181026902263,0.1265843123206614,0.0755772095214216,248.3232745876839,302.306595150224,504.7602654160672,231.69631306918717,282.8868383928073,218.1254975044177,429.44689975775583,2.376330018739214
SCPT_57348_Raw01_result_layers_stats.csv,15,18.0,18.48,18.240000000000002,222.0,0.4800000000000004,11.011579115018227,0.0797139359497809,0.0823067494832002,251.2083149390598,305.8188181866813,607.2624866883723,233.27671947264676,224.83085378010773,226.5857734309686,408.794217083814,1.9508380974026456
SCPT_57348_Raw01_result_layers_stats.csv,16,18.5,19.3,18.9,243.5,0.8000000000000007,14.734905665780577,0.127067327716063,0.1588056996122427,275.23277376377496,335.06598545155225,681.3470989774931,261.67405186045363,271.8715103932583,248.05133727275376,439.2038667364268,1.8912485221191373
SCPT_57348_Raw01_result_layers_stats.csv,17,19.32,20.0,19.66,271.0,0.6799999999999997,18.87292565466459,0.1604399180268052,0.094327147342,291.90474556692044,355.3622989510328,751.192983750162,282.64805757035003,300.1487472517854,264.9655717991791,458.1022353448999,1.803507820547606
