Start Depth,End Depth,Depth,Measured Vs,Qc (Geometric Mean),Fs (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean)
0.0,0.5,0.25,55.0,2.0686729509007735,0.10300480838513608,102.22220872769526,124.44442801632474,207.76921576675937,103.90980619740621,170.27671433241485,54.185154346580056,138.63797585789862,2.7212546146306917
0.5,1.0,0.75,65.0,2.1360781685782904,0.1523967445745649,123.12540056650934,149.8917919940114,234.73163386897357,150.701558097002,282.4050682733629,77.04427478333167,194.32975839809714,2.8289262216115425
1.0,1.5,1.25,80.0,2.6901837987580968,0.047738406105331234,117.90401075307356,143.53531743852426,270.07781554114007,141.3824492214989,171.99349705027652,83.79091923794583,191.37106292584,2.272316096787502
1.5,2.0,1.75,113.0,14.227637852893926,0.07251907382885385,156.81769853264282,190.90850256147806,529.3418738386025,190.7055519013683,185.09156386657278,121.26678435878866,223.0647293445025,1.436848117802727
2.0,2.5,2.25,134.0,15.368914322432216,0.0828985205046637,167.02783943963817,203.33823931782032,559.1324784521038,202.54996562459294,201.0282492318579,133.06124767233575,242.17881545586764,1.4383736312911797
2.5,3.0,2.75,134.0,12.890765677735057,0.028549273546161193,149.09817997208577,181.51082779210444,533.2736039417573,171.67286398928456,132.46853835524774,125.61437403405412,221.61618795774638,1.3336146983846455
3.0,3.5,3.25,131.0,13.66796050663925,0.05391068278248917,166.0739469014252,202.1769788365177,554.5493167469191,192.1372668344917,169.69172782171958,139.92646324094167,251.26993619782064,1.4301580890401262
3.5,4.0,3.75,140.0,12.720385482070453,0.034034165866458674,159.65788521663893,194.36612113329966,547.3279852807201,180.83814138265018,143.6305174867274,138.73410417748363,245.3221335069522,1.3854639563860542
4.0,4.5,4.25,140.0,22.867286380684074,0.0307549209544593,163.0195316317059,198.45856024729403,693.633684879737,191.99267679905182,134.616394798365,155.0170379116813,251.0191044935337,1.0803752195837795
4.5,5.0,4.75,134.0,12.862983905676384,0.017981296183283358,157.3515163027484,191.55836767291117,562.9240605808318,172.65050451319004,120.37919218042984,140.77437901496143,239.78202909941467,1.3133712045611414
5.0,5.5,5.25,148.0,13.023295139731196,0.06272416959052222,186.2285161531337,226.7129761864239,571.6917731785509,208.83821143128736,196.0011014153354,160.8618523281592,289.35060808403114,1.54874313264712
5.5,6.0,5.75,152.0,14.6110566958306,0.08363620790310515,197.58650130778543,240.54008854860845,602.8128682987699,223.7718672053345,221.84102118160374,171.80273818430206,307.65194783232477,1.5528556201469994
6.0,6.5,6.25,151.0,24.783111405908283,0.041381691066809376,182.1824584477896,221.7873407190481,743.42358424164,212.25000368969017,155.5606565688747,178.97830837345984,287.8816072713239,1.117842867181851
6.5,7.0,6.75,128.0,18.128624014551622,0.04701514761185381,188.64360788962662,229.65308786563224,664.590795672476,210.08758365077043,166.67358136012567,176.6680020231121,297.77508588361536,1.316371146284277
7.0,7.5,7.25,130.0,14.799329977187709,0.12219474918810982,219.74295414049558,267.5131615623421,619.5844901492992,244.17699244776162,267.0220368617949,189.4704115154103,342.79022304126585,1.6820435003598393
