Start Depth,End Depth,Depth,Measured Vs,Qc (Geometric Mean),Fs (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean)
0.0,0.5,0.25,66.0,1.8571571300450083,0.09071479336810886,98.9280933435536,120.43420059215205,199.55202950015396,100.09187514854506,160.6157533299256,52.79040662892841,136.2580751595427,2.748153103719973
0.5,1.0,0.75,66.0,3.123148089128406,0.09098682397022621,125.10506075270429,152.30181309024888,272.2680679302713,142.31498182372488,205.7691492359786,77.96596668800468,182.23865228572885,2.4331656898900436
1.0,1.5,1.25,125.0,2.976360938133907,0.1787695693370829,142.7174377136387,173.74296765138632,281.7003989937545,184.2952984511568,341.34271349136105,94.86661640684913,227.37698021081363,2.6710006431130706
1.5,2.0,1.75,120.0,1.7361399073929205,0.11075116232910948,128.03812450085707,155.87249939234766,237.21302778615055,169.98071836995786,296.50734235757295,92.779987422294,232.0476291906665,2.8582538145899465
2.0,2.5,2.25,114.0,2.3951731729481267,0.030270729016026877,122.06445382414412,148.60020465547984,274.67322748557103,145.9179374169331,159.58790598629366,93.64508856418448,209.5482205911182,2.2831486682733386
2.5,3.0,2.75,121.0,5.008751559548899,0.023889742190205437,134.5851845432179,163.84283335696082,371.38436400552024,155.36137745433967,134.85162174312447,108.01831830209606,215.0322247288545,1.7964487242522391
3.0,3.5,3.25,118.5,1.5752551253896248,0.018564630482165157,113.79843720210762,138.5372278982179,244.03384847474467,132.81937138578746,135.46215344205007,93.83157463610502,215.28224351227865,2.3964539560558737
3.5,4.0,3.75,97.5,2.793782454199649,0.03540215732454418,135.73776995935705,165.24598082008708,307.20101370044523,159.70426675795832,173.5450665166918,111.89416518734707,243.83169420800274,2.231983246922265
4.0,4.5,4.25,124.5,6.827930380280063,0.03568914354341564,157.21274093061447,191.38942374161755,436.4978738491703,175.56998612897482,158.62689106244358,131.87234856736274,253.64314136397402,1.7553580923574026
4.5,5.0,4.75,124.5,1.493708380174773,0.02409524680594713,122.75127248289222,149.43633171830348,246.36103984092495,144.0928193444798,160.3108943836095,105.78469818530112,245.1440852718198,2.5529034452956965
5.0,5.5,5.25,146.5,3.7372088548318465,0.03376829648726429,149.93056291835896,182.5241635527849,354.7934573694289,167.23516271612542,167.12610535277005,127.66129352322652,264.51601147540623,2.0972362044279556
5.5,6.0,5.75,112.5,3.094973147951795,0.02566065805581976,144.78460044081777,176.2595135801259,332.60417967342096,158.24884895200276,152.55506995961144,124.56069292392317,260.8347409837851,2.167092494629133
6.0,6.5,6.25,131.5,3.639841208319188,0.027578623256112527,152.31646392732569,185.42873869413555,356.79438651281083,163.35917723637954,154.95626621304956,131.28353780303527,269.2393546214819,2.1115246994354533
6.5,7.0,6.75,132.5,3.307732738037734,0.03321326649815971,154.76056858573548,188.4041704521996,346.3608120923251,167.08336769706017,169.7309845717862,134.35036908240136,281.0609928016817,2.2181774635262204
7.0,7.5,7.25,145.5,2.2113998555641587,0.03687008890881707,149.1758879031195,181.60542875162378,299.25323170087273,163.2766833844221,184.95580565043446,130.4569517747698,289.2477481284127,2.510396109202581
7.5,8.0,7.75,130.5,1.7616984471531982,0.044980861992681746,148.12785732051154,180.3295654336665,277.02140074762866,165.1467790634556,207.9755064823747,130.7622231409139,301.3739026815805,2.7146149568962725
8.0,8.5,8.25,128.5,2.3569573864062385,0.041109949004676155,156.6443413156847,190.69745899300756,311.4579526647025,167.91037390251586,192.3227890619115,137.72200440797803,303.27807170298445,2.5234157768240735
8.5,9.0,8.75,162.5,6.548593260514545,0.042829578376847796,183.6585044796678,223.58426632307373,461.8603462004037,189.52246553384774,177.31115026894403,162.74273463906815,311.8267540612695,1.9192799394596283
9.0,9.5,9.25,208.0,15.440636640627675,0.08740887416086598,219.35980199261724,267.04671546927324,645.0395242094127,234.87353252685122,226.018091281835,198.41605882342674,349.1883275005674,1.5946572532612093
