Depth,qc,fs,Qc,Fs,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs
0.03,14.4699,0.0013,14.4699,0.0013,-0.0134,90.81971092048975,110.56312633798755,356.8181982250713,65.69754754954435,59.30348626697562,28.18524837964481,47.38834194434365,1.3592680635756436,215
0.04,13.3593,0.0026,13.3593,0.0026,-0.007,82.4603757450384,100.38654438526414,356.10670310471465,46.94577446139032,34.565911226867655,31.970258044988224,55.738883845949616,1.2171482984989088,215
0.05,12.2448,0.0052,12.2448,0.0052,-0.0032,78.49334298067156,95.55711319386104,352.1524326484648,46.52069675087467,30.76022383632568,35.581545338603604,64.49565292696985,1.1616217101414228,215
0.06,11.8269,0.0103,11.8269,0.0103,-0.0022,80.19084946512464,97.62364282710826,353.8434459320986,49.0693474064011,32.48161383094509,39.41874320091016,73.79723765489412,1.1776505366858798,215
0.07,11.8601,0.0207,11.8601,0.0207,-0.0017,86.6361945477835,105.47014988425818,359.67089041240337,54.416440926902446,39.37742411593449,43.616352024569615,84.02218249377508,1.2537167092342445,215
0.08,11.8934,0.0215,11.8934,0.0215,-0.0017,88.47400918096803,107.70748943770022,364.84773724115024,57.1393006307221,41.62467698719261,45.42692074222285,87.34052266250411,1.2582968936543744,215
0.09,11.9739,0.0231,11.9739,0.0231,-0.0018,90.55663513602138,110.24286016559124,370.07916168231554,59.8767638567228,44.18676603656961,47.26535947203436,90.83048043248684,1.26659905682679,215
0.1,12.3222,0.0253,12.3222,0.0253,-0.0018,92.77482311526988,112.94326292293724,378.07822079947806,62.80430941263394,47.00181003260204,49.24202845516341,94.41402579090598,1.2663336724913912,215
0.11,12.5969,0.0268,12.5969,0.0268,-0.0018,94.55840726297411,115.11458275492502,384.8907291464832,65.33937118500937,49.32348696125662,50.96806519070202,97.4611606949925,1.264272912850901,215
0.12,12.6047,0.0281,12.6047,0.0281,-0.0019,96.20726669511788,117.12188988970873,388.3121364899936,67.50811930904725,51.48979571030391,52.4263371299345,100.24630477237986,1.2729721965466123,215
0.13,12.7517,0.0289,12.7517,0.0289,-0.0019,97.52377571493642,118.72459652253129,393.1389348340631,69.51732573985983,53.25188434364272,53.820831169409686,102.6798786986276,1.2716969648251006,215
