Depth,qc,fs,fs_corrected,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs
0.01,0.19,0.0138,0.0138,0.0,34.96929735210529,42.57131851560645,61.15433217115243,24.35399962203405,34.096600881204004,13.5384300598731,47.25054403707303,3.6195238431737473,112.0
0.02,0.4,0.0153,0.0153,0.0019,45.647361303732986,55.57070071758799,87.07425537252062,32.22886552717909,40.13204660399431,18.43020599261243,57.3832939497896,3.194554953367897,112.0
0.03,0.94,0.0192,0.0192,0.0013,58.36521228890712,71.05330191693042,125.59116170186584,41.02880414654162,46.08729591137989,23.773982830408556,65.9024770724449,2.734750629562228,112.0
0.04,1.09,0.0214,0.0214,0.0032,62.78748968510487,76.4369439644755,136.7544900943372,45.752652525253794,51.474082663627335,26.546315980458672,71.96340097700842,2.671794619314768,112.0
0.05,1.23,0.0251,0.0251,0.0059,66.93820897642209,81.48999353651385,146.43477207893855,50.43620548294405,57.99769688310585,29.12398100616833,77.80760511533451,2.638220241114601,112.0
0.06,1.26,0.0291,0.0291,0.0038,69.67263489997207,84.81885987822686,150.4602957423913,54.32239827149438,64.93662871764187,31.12435407018947,83.07700900102228,2.661615673346112,112.0
0.07,1.39,0.0376,0.0376,0.0035,74.02215067818845,90.11392256475116,158.60732404138597,59.7183655818835,75.65754904434769,33.65811581742989,89.37216710872022,2.66949404985033,112.0
0.08,1.58,0.0388,0.0388,0.0044,77.2783837514937,94.07803239312275,168.7829770272055,63.099987297392985,78.6496627175884,35.674384852416786,92.90941143155727,2.5997702070937314,112.0
0.09,1.78,0.04,0.04,0.0053,80.33395855398543,97.79786258746051,178.71975766631962,66.31515521910718,81.444937790385,37.59487976778775,96.18426202086424,2.53524352866489,112.0
0.1,2.3,0.0488,0.0488,0.0046,86.73627158124732,105.59198279456196,199.1543205280503,72.66064745552816,90.15609472028912,40.83621452429019,101.56197045650664,2.432993413255437,112.0
0.11,2.45,0.0546,0.0546,0.005,89.73711414100477,109.24518243252756,205.95406728109668,76.56315900121035,97.21715385201,42.71219543040829,105.62019800741436,2.4256280704210043,112.0
0.12,2.38,0.0629,0.0629,0.0037,91.63015467555128,111.54975351806242,205.4405966788926,80.12077198233031,107.2018504128758,44.09052750336385,109.9521849614298,2.483694893038777,112.0
0.13,2.77,0.0668,0.0668,0.0037,95.52387227305076,116.28993146284442,219.42965992535912,84.1736629296425,111.34835083103395,46.30923513919802,113.20945872420351,2.407986514490489,112.0
0.14,2.92,0.0714,0.0714,0.0069,97.95366757303674,119.24794313239256,225.56133877731816,87.43124619563113,116.9760090423592,47.89757202011156,116.40047406389488,2.394865726736317,112.0
0.15,3.0,0.0759,0.0759,0.0031,99.90255617771298,121.62050317286798,229.4409799171457,90.34264841574564,122.71029911138956,49.26479966867896,119.41887405422324,2.3963741611219653,112.0
