Depth,qc,fs,fs_corrected,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs
0.01,0.5768,0.0018,0.0018,0.0017,39.81686486044536,48.4727050474987,93.486279080039,21.45964937474547,15.787537896077696,13.415074139534816,36.5575235079408,2.5792168854198327,171.0
0.02,0.8754,0.0036,0.0036,0.0033,48.71206903011664,59.30164925405504,117.43214770583678,28.966909532943948,22.46122493480429,18.29595196800905,47.82026713164187,2.4438582874488604,171.0
0.03,1.112,0.0072,0.0072,0.0101,55.88418915908661,68.03292593280109,133.99124924271433,35.90142415075738,30.64441836315266,22.45200955585556,58.08524597507125,2.422995775410704,171.0
0.04,1.4766,0.0085,0.0085,0.0056,61.513007869446255,74.88540088454327,153.5766556971949,41.03466570903803,34.62327465671921,25.68657049020977,63.967288041867015,2.29040503056263,171.0
0.05,1.6899,0.0102,0.0102,0.0039,65.53594302392075,79.7828871595557,165.29397219150172,45.30429391025975,38.88532529771837,28.29158528631867,69.37505816979379,2.2468629978544112,171.0
0.06,1.7947,0.0123,0.0123,0.0022,68.70145735083246,83.63655677492648,172.20424488793924,49.06970981841832,43.506161670801085,30.491642772337816,74.4730646693577,2.2490281471159865,171.0
0.07,2.0041,0.0155,0.0155,0.005,72.65793545884772,88.45313881946679,182.3979224779577,53.47779950645929,49.15251099066047,32.9631723317937,79.86323236929955,2.2322999264550214,171.0
0.08,2.2136,0.0187,0.0187,-0.0006,76.2663103221632,92.84594300089434,191.9413702116808,57.60603439940578,54.52270362633685,35.24795860539888,84.7099966661959,2.214856219724445,171.0
0.09,2.4734,0.0225,0.0225,-0.0007,80.05837070913618,97.4623643415571,202.60160609395987,61.91952557409074,60.26195728737866,37.5805192944453,89.4699543778255,2.190909630061988,171.0
0.1,2.7294,0.0269,0.0269,-0.0008,83.7428630567448,101.94783328647192,212.57479972554444,66.23252787440069,66.42289324679346,39.83647821610134,94.1140470152436,2.174225057032974,171.0
0.11,3.1289,0.0312,0.0312,-0.0008,87.70661353912905,106.77326865633104,226.0855426138972,70.69265317290039,71.9820284991954,42.23536222343774,98.38708656162976,2.12815597107329,171.0
0.12,3.4935,0.0356,0.0356,-0.0008,91.2710779329045,111.11261661397072,237.84864567404168,74.89129240927966,77.52129733935759,44.44573647001006,102.40030258016262,2.094604509791107,171.0
0.13,3.7301,0.0397,0.0397,-0.0008,94.11570326553677,114.57563875804476,245.8182967122248,78.51581971354695,82.85213869700056,46.293651229683455,106.03785181781366,2.082877920383243,171.0
0.14,3.8814,0.0467,0.0467,-0.0008,97.27987157225289,118.42766974013394,251.4184243056478,82.71644608262135,90.98148313307018,48.17359396564594,110.38240624204424,2.101624611959112,171.0
0.15,4.0094,0.0578,0.0578,-0.0008,101.04882548280855,123.01596145733215,256.2987115106051,87.81520871698739,102.6466548441295,50.21744761553846,115.51124117574626,2.1403221508121004,171.0
0.16,4.0714,0.0666,0.0666,-0.001,103.82323108917826,126.39349871726051,259.4571297291523,91.861751186371,112.11044123086528,51.84592680848746,119.60955227596774,2.171109631498816,171.0
0.17,4.118,0.0761,0.0761,-0.001,106.47709130694514,129.62428506932451,262.1563149242894,95.85982199535718,122.03677706818652,53.401368039462746,123.59247145590793,2.202827485079124,171.0
0.18,4.1335,0.0796,0.0796,-0.0012,107.8803021094158,131.33254169841922,264.0217060066555,98.24879331696071,126.90266016147736,54.4890388982016,126.13138099184964,2.213782755954572,171.0
0.19,3.9939,0.0811,0.0811,-0.0012,108.31783170722306,131.8651864261846,261.97763250022246,99.68898269507876,130.51432578651293,55.1266053561972,128.146711759115,2.240436104623828,171.0
0.2,3.8698,0.0808,0.0808,-0.0012,108.46090855794712,132.03936694010957,260.1552304439328,100.6730923558668,132.50356851716265,55.6476016763691,129.72769937468632,2.2587601220062195,171.0
0.21,3.7185,0.0805,0.0805,-0.0012,108.42923711044864,132.00081039532876,257.4621455829479,101.4952100046958,134.52772577975637,56.06719202582111,131.2367367755258,2.2821928487758014,171.0
0.22,3.5633,0.0794,0.0794,-0.0011,108.1844169143644,131.7027684174871,254.47263036901995,102.02992975831538,135.80239268169146,56.38494664715893,132.51134637947942,2.3043463126009853,171.0
0.23,3.5124,0.0771,0.0771,-0.001,108.17458462849996,131.69079867817388,254.1945000331185,102.5270535865528,135.51252865492685,56.829082735896165,133.4846836061304,2.304544315670769,171.0
0.24,3.525,0.074,0.074,-0.0001,108.28914248297028,131.8302604140508,255.62195697313467,102.954537339289,134.10195802914285,57.339472647774095,134.21538472703952,2.290304796447949,171.0
0.25,3.5375,0.0707,0.0707,0.0021,108.32263184790338,131.87103007570846,257.0160043436149,103.24779065718567,132.3392312928381,57.804180081674296,134.81041794492538,2.274793465280386,171.0
