Depth,qc,fs,fs_corrected,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs
0.01,1.7965,0.023,0.023,-0.0708,58.0526520812636,70.67279383806003,143.84263546092055,35.09677317740865,36.600806750457735,19.51995235546916,51.34133243849275,2.3925638631952144,132.0
0.02,1.8503,0.0236,0.0236,-0.0685,63.72890883505044,77.58301945136576,155.83347528587757,42.06367673329319,43.9262746339877,23.81983383078289,61.40114877770088,2.3807916921901358,132.0
0.03,1.8119,0.0239,0.0239,-0.0029,66.93821524664907,81.49000116983365,161.33744401050654,46.56958468378324,48.94041899377713,26.60944926102676,68.13548524997144,2.39248885961951,132.0
0.04,1.7734,0.0239,0.0239,-0.0151,69.10920863295644,84.13294964012088,164.55945557639708,49.90919500559853,52.68505451320942,28.735958763691738,73.26791450076524,2.406296808745076,132.0
0.05,1.7388,0.0238,0.0238,-0.0033,70.80411680461086,86.19631610996105,167.05401136561747,52.62248427557526,55.68526357263362,30.47777921109669,77.4697256911403,2.4164634835886507,132.0
0.06,1.7312,0.0237,0.0237,-0.0023,72.34491525110295,88.07207074047315,169.8193171327083,55.01108492435508,58.19373177789156,32.030962307638895,81.07987609490849,2.4180741336281013,132.0
0.07,1.6812,0.0237,0.0237,-0.0017,73.38092805773053,89.33330372245456,170.51507692473288,56.97238086858746,60.61533278678712,33.29265127480628,84.2861909951316,2.4357881135854877,132.0
0.08,1.6466,0.0237,0.0237,-0.0017,74.34522300798089,90.50722800971587,171.41679584198044,58.75861434003679,62.77204292425122,34.44844638322504,87.16889870363914,2.448408775010981,132.0
0.09,1.5659,0.0235,0.0235,-0.0018,74.73646789411067,90.98352613196084,170.128463816137,60.072053982041886,64.656878736479,35.31359180825597,89.67330701453025,2.476765755613931,132.0
0.1,1.5274,0.0233,0.0233,-0.0018,75.33749365251222,91.71520966392792,170.28491062398726,61.40645161037751,66.25776471445654,36.2074188239834,91.97658397283112,2.4897819208990035,132.0
0.11,1.4198,0.0232,0.0232,-0.0018,75.23488996669079,91.59030082901488,167.16757444800737,62.29780866544221,68.10867467560564,36.77741538621072,94.1178556643818,2.532960218365297,132.0
0.12,1.3083,0.0224,0.0224,-0.0017,74.71706288354703,90.95990264083989,163.4268976898681,62.70099582356547,68.97202765902108,37.12843571984643,95.71686975530064,2.573871101612965,132.0
0.13,1.2583,0.0222,0.0222,-0.0019,74.87352941407116,91.1503836345214,162.29072651577803,63.57303228296405,70.29199424593926,37.72335374339034,97.53302930052511,2.595336795970531,132.0
0.14,1.1814,0.0177,0.0177,-0.0019,73.28223709653018,89.21315820447153,159.5934147170398,62.06899437549086,65.25019556632954,37.449701568390125,96.4500396720875,2.5790112327431207,132.0
0.15,1.1391,0.0175,0.0175,-0.0019,73.35307984611721,89.29940155179486,158.46393251056853,62.738295273639736,66.21575772812338,37.93920775571581,97.97704749100028,2.598363803396381,132.0
0.16,1.0507,0.0175,0.0175,-0.0019,72.8436650381176,88.67924439423014,154.63190147680027,63.11667270190539,67.66299506089945,38.17932744004391,99.53045741394452,2.647100571990583,132.0
0.17,0.9738,0.0178,0.0178,-0.0013,72.44877385833877,88.19850730580372,151.1162481227817,63.63925281232646,69.55876657081177,38.45980963319308,101.2354480049049,2.6970053787818107,132.0
0.18,0.8931,0.0181,0.0181,-0.0013,71.85512938130331,87.47580968158665,147.03247773965774,64.0320526447023,71.50842314735416,38.64564089733498,102.867592219014,2.7533720013356606,132.0
0.19,0.8431,0.0207,0.0207,-0.0011,72.29852299055383,88.01559320589163,144.60544290129857,65.80251590953584,77.19128376358834,39.34263571367816,106.07476214838545,2.821196126030121,132.0
0.2,0.7893,0.0225,0.0225,-0.001,72.28751606018608,88.00219346457436,141.7267619444975,67.00879317003648,81.58544412489559,39.80504998432609,108.57845639722284,2.8822636062483182,132.0
0.21,0.7124,0.023,0.023,-0.0009,71.34447473390998,86.8541431543252,136.94423992735526,67.25172248365787,84.11773342316808,39.830012296708304,110.15799244540976,2.9503991842773987,132.0
0.22,0.6663,0.0231,0.0231,-0.0004,70.79549968299399,86.18582570103617,134.11153774542638,67.54817076803039,85.73999723247023,39.97602202576765,111.46984767544969,2.9923712531016267,132.0
0.23,0.6596,0.0232,0.0232,0.0012,71.07045251610012,86.52055088916536,134.2075508917703,68.264252994061,86.93185328453228,40.42872799009947,112.78543339984664,2.999515158168873,132.0
0.24,0.6528,0.0232,0.0232,0.0009,71.29357061226737,86.79217291928204,134.23746205076324,68.90109922732026,87.93149981787516,40.84890242820115,113.99767939724964,3.0060456823965613,132.0
0.25,0.6548,0.0231,0.0231,0.0062,71.70367414743919,87.29142939688249,135.0178275839081,69.58723459010675,88.6166522009061,41.318503952957165,115.11908767971286,3.002287417169553,132.0
0.26,0.6509,0.0231,0.0231,0.0114,71.98945456442263,87.63933599147103,135.3129355774885,70.22775506432988,89.51679411919761,41.73556173165592,116.26194265659817,3.0051582870694924,132.0
0.27,0.6202,0.0225,0.0225,0.0296,71.53989251395308,87.09204306046462,133.6266591967352,70.23206003325384,89.59847416148139,41.79195351185477,116.93465808865652,3.024617295782953,132.0
