Depth,qc,fs,fs_corrected,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs
0.02,0.693,0.0136,0.0136,0.0035,50.87469793093659,61.93441487244454,107.41697283708828,33.95368054087064,36.80252222065113,19.753928476839697,56.74163272390301,2.8356714186736727,442.16
0.04,1.356,0.0161,0.0161,-0.0017,63.77661074588406,77.64109134281537,148.60344930788057,45.03953174426552,44.95747977329258,26.754845264980226,69.46195763567663,2.4736052512316413,442.16
0.06,1.356,0.0188,0.0188,-0.0037,67.95237769533108,82.72463371605524,154.6724508335662,51.09353401096519,53.161070910300616,30.33502571261873,78.53283288293724,2.509831530857358,442.16
0.08,1.802,0.0188,0.0188,-0.0007,73.90140232344525,89.96692456767248,177.43312436247794,56.90168981375899,56.06843441761119,34.23423520606592,84.639799896593,2.339088746065557,442.16
0.1,1.802,0.0181,0.0181,-0.0036,75.71680606805404,92.1769813002397,181.37414618283867,59.87647916086346,58.417470401681626,36.3106341709129,89.11494749700883,2.3307059293101577,442.16
0.12,1.876,0.0181,0.0181,-0.0007,77.95512892974448,94.9018960883846,187.56200092404205,63.01125862174344,61.00877911556172,38.42050414075012,93.3496616921055,2.306554620469929,442.16
0.14,1.858,0.0286,0.0286,0.0006,82.77278912021396,100.76687371156484,189.75629989926043,70.22615365351602,77.31253367854286,41.59703540865003,103.0027147093509,2.4221690570675496,442.16
0.16,1.81,0.0213,0.0213,0.0006,81.52422572793887,99.24688349488213,190.36865641656783,69.1843332460752,70.44979462390431,41.96859206761833,102.51756468413434,2.365945241993464,442.16
0.18,1.781,0.0211,0.0211,-0.0011,82.43567686332845,100.35647618144334,191.40287339300863,71.0341619203266,72.37784579483274,43.23093490552864,105.4764079811157,2.373657364136379,442.16
0.2,1.765,0.0167,0.0167,0.0002,81.67784235495581,99.43389504081578,192.7549593499769,70.39776000067872,67.52857926180135,43.60345142122763,105.0749994522068,2.3252444048653618,442.16
0.22,1.884,0.0466,0.0466,0.0002,92.02747806319252,112.03345155519092,199.49298246766372,85.63747725895769,109.11036555745278,49.21517216993484,123.06043940778196,2.543202330834468,442.16
0.24,1.856,0.0516,0.0516,0.0011,93.72560607363684,114.10073782877532,200.07863427279116,89.07868354335818,117.62575186283954,50.738976377209454,127.46329403524358,2.580763157554764,442.16
0.26,1.893,0.0605,0.0605,0.0011,96.51689104465268,117.49882388044674,203.19664254010016,93.84955878928837,130.0139065824544,52.72004815226456,132.80888350441194,2.6138705849232453,442.16
0.28,2.308,0.0552,0.0552,0.0028,99.9028045628345,121.62080555475508,220.8047048505381,96.26920610627852,124.2263238063504,54.9559418114188,133.91547385834482,2.466146460851838,442.16
0.3,2.308,0.0552,0.0552,0.0004,100.76118131027592,122.6657859429446,222.300369304796,98.03865717425649,126.51911308758017,56.02017112350727,136.27351493108617,2.4663693923093293,442.16
0.32,2.649,0.0322,0.0322,0.001,98.14765342279672,119.48409981905688,235.82130224000267,92.39417415709944,98.1505219872481,55.6320874891732,129.27506646657756,2.237714586615944,442.16
0.34,3.716,0.0322,0.0322,0.0138,103.55097261605252,126.06205361954224,270.05477378156047,97.64044879514265,96.98586527452647,59.403481793663126,131.60238045209036,2.0321436065073435,442.16
0.36,2.977,0.0623,0.0623,0.0113,108.83952787153176,132.50029480012563,249.53226625180136,108.096386720682,137.6858366694438,61.74994545131446,145.24249394882645,2.3442477560741577,442.16
0.38,3.658,0.0461,0.0461,0.0074,109.11870596512864,132.8401637836349,271.37393416764485,106.42890575920909,118.02532631876056,62.97844490824985,141.8058439987134,2.1347596144771672,442.16
0.4,3.684,0.0529,0.0529,0.0059,111.68254543214556,135.96135965652505,273.4856332813662,110.5526182966679,127.831256210295,64.68258186968664,146.25843962054697,2.1680191361349768,442.16
0.42,4.178,0.0543,0.0543,0.004,114.61224543693446,139.52795096670283,288.3279458542847,114.1057325135506,129.65733810630363,66.90968207782939,148.71712126326128,2.0983020154754564,442.16
0.44,4.061,0.0509,0.0509,0.004,113.97367235355011,138.75055764780015,286.5336603460475,113.84412310368226,127.48057766631425,67.1426369235601,149.1868274075581,2.0979834135878224,442.16
0.46,3.334,0.0432,0.0432,0.0026,109.52920108751346,133.33989697610335,266.90401594466846,109.4841038270962,121.28506257686342,65.18035131771215,147.47565010721763,2.174438963924283,442.16
0.48,1.976,0.0333,0.0333,0.0026,98.93949133957284,120.44807641339304,219.49291097081007,99.77714648402582,113.5480198736342,59.8630827463219,143.55567387861143,2.4254197519580054,442.16
0.5,1.925,0.0272,0.0272,0.0019,97.10640758627696,118.21649619198934,218.1858937791276,97.25527604714064,104.85383127031352,59.31420705973501,141.2530751691673,2.390021739950732,442.16
0.52,1.931,0.0242,0.0242,0.0036,96.56305665581613,117.55502549403704,219.30996150692135,96.45671534351256,100.5391574823238,59.412260327961,140.51393230526708,2.359367149553726,442.16
0.54,1.513,0.015,0.015,0.008,89.34229353774816,108.7645312633456,200.5968700590873,88.07638314726954,84.63947240726068,55.71032196570002,133.06935394948974,2.395041293432846,442.16
0.56,1.513,0.015,0.015,0.0031,89.74079202825604,109.2496598604856,201.2706302726864,88.82723813751392,85.37478455901447,56.27642161555589,134.2993769867692,2.395557418943332,442.16
