Depth,qc,fs,fs_corrected,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs
0.01,1.114,0.039,0.039,-0.0007,55.9027053682716,68.05546740485238,120.18012313298962,36.460572301555445,48.87426875313297,19.03827750486148,54.79552656952105,2.8144408372041423,464.3
0.02,1.2909,0.0411,0.0411,-0.0007,62.98761885130449,76.6805794711533,136.17215242516676,44.52748762081911,58.88382879516838,23.682173992000816,65.81734910043497,2.738795641888214,464.3
0.03,1.5229,0.0438,0.0438,-0.0007,68.73549297221909,83.67799144444064,150.9883969859186,50.81235257002375,66.28340380236065,27.29006453453984,73.62322467260468,2.655285731800912,464.3
0.04,1.8139,0.0492,0.0492,-0.0007,74.36394867555967,90.53002447459438,166.0828476576269,56.90190734030832,74.31933957136104,30.610041979654746,80.49152122710947,2.5805321367308034,464.3
0.05,2.1796,0.0524,0.0524,-0.0007,79.44488704629701,96.71551466505724,182.1338481750468,62.18049320161568,79.80973297047039,33.61725435517829,85.98371834144277,2.4857471347796194,464.3
0.06,2.4863,0.0581,0.0581,-0.0007,83.98001694793781,102.23654237140256,195.0169826573216,67.35407649379862,87.00808479534044,36.352158051564366,91.34862509444928,2.43423191106701,464.3
0.07,3.4773,0.061,0.061,-0.0007,90.68522724735018,110.39940708373068,225.0898356785461,73.41034637710892,89.91562753383886,39.98308733397138,95.82252927890912,2.24251997152047,464.3
0.08,5.058,0.0649,0.0649,-0.0007,97.65139232474549,118.8799558736032,263.18708875911886,80.14807803370704,92.7308626236621,44.021628052049934,100.19424475829516,2.0305274008525696,464.3
0.09,5.9467,0.071,0.071,-0.0006,102.13716958893806,124.34090210827245,283.258829568013,85.53681532985405,98.58954426524303,46.908055665430346,104.56259147693412,1.957010997248755,464.3
0.1,6.8196,0.0747,0.0747,-0.0006,105.69903081587488,128.67708099323897,301.6034698468628,90.1091089723774,102.68044514860502,49.47259770305506,108.20846827862331,1.88769649618594,464.3
0.11,8.5262,0.0765,0.0765,-0.0004,109.45532439035884,133.24996012739336,331.57996282333033,95.1290166607277,104.32986081510712,52.56512274402243,111.37704267081124,1.7576052435450946,464.3
