Depth,qc,fs,fs_corrected,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs
0.01,0.5029,0.0171,0.0171,-0.0002,44.3847663413086,54.03362858941916,88.69452269142919,28.51300998560093,35.03718180974096,15.855131768420678,48.93732359115252,3.084001799793289,186.0
0.02,0.5873,0.0171,0.0171,0.0009,50.004684775652585,60.87526842253359,100.80872901586372,27.27104875861932,32.506229385059,19.658875807721884,58.384747008021485,2.990242266225001,186.0
0.03,0.7292,0.0171,0.0171,0.0019,54.99528602516816,66.95078298716123,113.99029865771062,31.00927450845042,35.43332455380229,22.70105955421192,64.79567112992942,2.859697844030985,186.0
0.04,0.7292,0.0171,0.0171,0.0058,57.00667510350104,69.39943056078388,117.32896581138088,33.349891950973,38.10198576550653,24.591164602810476,69.68759758014093,2.859219161995856,186.0
0.05,0.8711,0.0165,0.0165,-0.019,60.48276938598017,73.63119751336717,128.1027382319731,35.82169222347127,39.19634095874033,26.76408777804491,73.49005671750182,2.7471158490522978,186.0
0.06,0.9977,0.0144,0.0144,-0.0352,62.789800558897504,76.4397572021361,137.2405566779654,37.33234362270628,38.397643144395616,28.38859855444788,75.68533638936182,2.635706178655886,186.0
0.07,1.0783,0.0139,0.0139,-0.0423,64.74549319930799,78.82060041654886,143.50711502323225,38.95717029745625,39.13158186188079,29.87719418049296,78.37972883476684,2.5818398131372717,186.0
0.08,1.1128,0.0138,0.0138,-0.0494,66.15994879749626,80.54254636216936,147.12123576986275,40.38160328767325,40.25734159153739,31.12940848708817,81.0157188836469,2.5621100790491966,186.0
0.09,1.1435,0.0138,0.0138,-0.0514,67.46745899286374,82.13429790435586,150.3961185626849,41.72273689952561,41.38521847757482,32.291871315510726,83.48305611751573,2.546028226846336,186.0
0.1,1.1857,0.0138,0.0138,-0.0524,68.80719703770255,83.76528335024659,154.10006818699807,43.02726153738715,42.39146176295904,33.42567307981652,85.76131870481963,2.524418807685039,186.0
