Depth,qc,fs,fs_corrected,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs
0.81,0.2977,0.0008,0.0008,0.0006,58.11691045704118,70.75102142596317,112.18386569469784,54.22661800687331,38.90195209972457,38.686307487814645,99.52086151096596,2.861062505176849,583.0
0.82,0.3015,0.0016,0.0016,0.0048,59.9780541770208,73.01676160680793,112.97952629673333,57.5217804379973,45.40006276173987,41.19242940665014,109.25390884637474,2.9371877857757664,583.0
0.83,0.0274,0.0033,0.0033,0.0917,40.2541891437325,49.00509982715261,54.55134150718511,47.0623526234228,62.4531398069594,31.073793172761047,118.28581842610232,4.329305375051876,583.0
0.84,0.0274,0.0066,0.0066,0.0457,39.71867548233445,48.35317015240715,50.2732092096867,50.40780349873871,85.6564135093412,33.023697102884064,129.83221922638555,4.67877422764573,583.0
0.85,0.0178,0.0064,0.0064,0.0228,36.0767033504989,43.91946494843344,41.75934890113659,45.46631520914769,90.8496686491208,31.057729458630817,129.2883069233068,5.194902878971402,583.0
0.86,0.0159,0.0062,0.0062,0.0114,35.172008656560735,42.8180974949435,38.68833014543319,42.661068812879726,93.82861734399027,30.575818279410505,129.02953196177364,5.507767584715861,583.0
0.87,0.0152,0.0057,0.0057,0.0058,34.98957373094332,42.596002802887526,37.24189555908216,40.38986567531995,93.4756623174248,30.264065270075392,127.95801671266544,5.716662299466063,583.0
0.88,0.0155,0.0029,0.0029,0.003,34.22662658780678,41.66719758515608,37.08046756872109,36.02354918298584,70.00850685603783,28.78530292983961,117.55309440734028,5.6061590090792,583.0
0.89,0.0158,0.0016,0.0016,0.0016,33.62257945744497,40.93183586123736,37.151953971733526,32.96676440005098,54.87906487647427,27.56111758458526,109.13425479381654,5.484302432618001,583.0
0.9,0.0158,0.0009,0.0009,0.0012,33.10265087440887,40.29887932536733,37.1259235674463,30.28676750736076,44.07818636848946,26.357607680049696,101.5557923596992,5.394237891504185,583.0
0.91,0.0274,0.0002,0.0002,0.0008,33.297447866413535,40.53602348954691,45.7116550446156,31.318214066038237,26.44256642567178,25.261137382272207,84.09505932252146,4.287175705068917,583.0
0.92,0.0429,0.0002,0.0002,0.0008,36.49474013652508,44.42837929663923,54.26799794547284,35.10915160053753,27.123012428553725,27.02776777216252,84.60814221517819,3.901508578407498,583.0
0.93,0.0544,0.0002,0.0002,0.0004,38.52054461297033,46.89457605057258,59.43654480955964,37.08762111796662,27.6530849063678,28.05225731533915,84.98910830232755,3.732938447437997,583.0
0.94,0.0467,0.0001,0.0001,0.0004,36.710959611755285,44.691603005615136,56.13475437714808,34.43840976719179,24.333217918692583,25.985375509754547,77.78825823880932,3.7772059587728704,583.0
0.95,0.0474,0.0001,0.0001,0.0004,36.90077819860725,44.922686502652304,56.5133566800827,34.63210825483742,24.436244716431435,26.11782854089251,78.00538546650408,3.768839796037358,583.0
0.97,0.0506,0.0001,0.0001,0.0004,37.58147582770916,45.75136187721116,58.05882510721207,35.33157678931503,24.762933666644408,26.51783350750921,78.45555843652323,3.727454818495438,583.0
0.98,0.0506,0.0001,0.0001,0.0004,37.64683010569132,45.83092360692856,58.11780760195822,35.398029618177134,24.817054753778823,26.593551889926285,78.65940670491877,3.729358620193022,583.0
0.99,0.0969,0.0001,0.0001,0.0002,43.965763420387226,53.52353807699314,74.53357723465074,41.41509500899528,27.58752316425045,29.284312387737376,79.24178604017978,3.3336377356185825,583.0
1.0,0.1201,0.0001,0.0001,-0.0001,46.41085772611876,56.500174623101096,80.96597188488626,43.65321099141554,28.816799841635227,30.288098994001377,79.56981964222331,3.21978517234378,53.0
1.01,0.0622,0.0002,0.0002,-0.0003,40.22352085260364,48.96776451621313,63.01544312450016,38.80431346763619,28.49261196275954,29.262435534969622,86.86823774187609,3.6560327316706207,53.0
1.02,0.0564,0.0002,0.0002,-0.0003,39.41260519514415,47.98056284626244,60.7597022365093,38.04616708332061,28.32382401095441,28.93199300160439,87.02198063213706,3.7252882772979192,53.0
1.03,0.0554,0.0002,0.0002,-0.0002,39.32389228148649,47.872564516592256,60.411710713499296,37.96778963740402,28.34721301519299,28.93593147259384,87.2254954478676,3.739509134132153,53.0
1.04,0.0544,0.0002,0.0002,-0.0001,39.23349268583768,47.76251283493282,60.05794657537955,37.88443219645352,28.36970858882137,28.9377541432392,87.42719032319397,3.754145080337509,53.0
1.05,0.0544,0.0002,0.0002,0.0004,39.31286188078697,47.85913620269718,60.15496571363203,37.96804974761015,28.43580359555877,29.01483995473297,87.6391142055359,3.7547416074571487,53.0
1.06,0.039,0.0002,0.0002,0.0,36.71420979454492,44.69555974988078,52.99505080676101,35.10440195499547,27.846290845951494,27.73011346463592,87.63345146997722,4.020837010233271,53.0
1.07,0.0313,0.0001,0.0001,0.0,34.691140417324995,42.23269268196086,48.76972236298773,31.4022158854437,23.784513085340752,25.429914371860757,80.14212970983978,4.150901104512214,53.0
1.08,0.0293,0.0002,0.0002,0.0,35.02624384651667,42.64064468271595,47.59877052774828,32.47218772878795,27.57672231025873,26.75001648560349,87.86272841933209,4.311131000594526,53.0
1.09,0.0316,0.0002,0.0002,0.0002,35.54110000313027,43.26742609076728,49.06009918635254,33.271238101372425,27.721820764285717,27.112078855327216,88.1171096335214,4.232092490220318,53.0
1.1,0.0338,0.0002,0.0002,0.0006,36.043357789303535,43.878870352195605,50.42501222620506,33.98385724883957,27.8697713897374,27.44571087381737,88.36494017657077,4.165156000709747,53.0
1.11,0.0392,0.0012,0.0012,0.0006,39.51059678710637,48.099856958216456,53.400751685856285,42.455157202414185,46.92624560126362,32.615410442123306,111.92068200391172,4.3156076721071965,53.0
1.12,0.0506,0.0023,0.0023,0.0005,42.84670320748746,52.16120390476735,58.899636591415074,48.598933470832186,58.37279003498185,35.80317309151657,122.30585490544031,4.219777083373428,53.0
1.13,0.0506,0.0044,0.0044,0.0004,44.23639797270853,53.85300622764517,58.94305036681921,53.294250093882695,75.55051197278713,37.87720085011757,133.36693282602303,4.365510915144538,53.0
1.14,0.0544,0.0055,0.0055,0.0004,45.4943552899135,55.38443252685122,60.64672079492811,55.87227381734538,82.52228469093407,39.08532400440537,137.672520742732,4.357792998595506,53.0
1.15,0.0757,0.0065,0.0065,0.0,49.44115682329564,60.18923439357731,68.82830340517111,60.49186191632038,85.97064341516251,41.66327812728238,141.3514783154597,4.135046268604327,53.0
1.16,0.0969,0.007,0.007,-0.0001,52.58212472694496,64.0130214067156,75.695113301714,63.559631820653806,86.96173376892669,43.54225383346539,143.29438333806524,3.970952603786558,53.0
1.17,0.1548,0.0075,0.0075,-0.0001,58.84546795273084,71.63796098593319,90.60786437815212,68.67242610610924,86.31616678583836,46.96027107154072,145.40289307553402,3.663102790018434,53.0
1.18,0.3787,0.0128,0.0128,0.0,74.39270906836722,90.56503712670792,127.63461643646234,83.65178165588372,101.04564640995916,55.9724055875545,157.23983686440084,3.211367126209935,53.0
1.19,0.4058,0.0275,0.0275,0.0001,79.79580737534533,97.14272202215952,131.16122653446752,95.61019107931826,142.37777597952316,60.378375778640056,174.13573203715274,3.361785525897064,53.0
1.2,0.4058,0.0361,0.0361,0.0004,81.48900726872331,99.20400884888056,131.27697586864755,100.44437720312008,162.9063629744802,61.90136720539029,180.7881896967966,3.435961609521632,53.0
1.21,0.9308,0.0369,0.0369,0.0002,97.61421180214715,118.83469262870088,180.40518352722896,111.334748634079,152.70935931562047,70.0504068982097,182.80472584597612,2.9201777926681007,53.0
1.22,2.726,0.0389,0.0389,0.001,118.80755936367154,144.63528966012188,272.19203562775573,127.47008496433656,142.55725099217406,82.32038548793332,185.91958103648847,2.271754930552094,53.0
1.23,3.0098,0.0385,0.0385,0.0006,120.52533974879788,146.72650056375397,282.9121633034599,129.04091872476238,141.00780388904485,83.62075884603944,186.1902015091616,2.2084738794373946,53.0
1.24,3.2936,0.0489,0.0489,0.0007,125.4675652003584,152.74312285261024,293.0549520587173,136.11307594048878,157.19554298456134,86.60566280616732,192.591163893493,2.21718380412974,53.0
1.25,4.1198,0.0604,0.0604,0.0008,132.74140148348835,161.59822789294233,319.46717935116226,145.26056822127055,171.3990523837236,91.22776511766992,198.68399051840748,2.1382753853916125,53.0
1.26,4.8726,0.0703,0.0703,0.0012,138.34606376011888,168.42129501231867,340.88854647948443,152.5361580252974,182.7300803553005,94.85400573419004,203.30456257168177,2.0783435559928947,53.0
1.27,5.6409,0.09,0.09,0.0016,145.6049467427854,177.25819603469526,360.7812427952039,162.7841340600545,205.6946183708225,99.09952102551388,210.58799087606076,2.0609186089753453,53.0
1.28,6.3088,0.1113,0.1113,0.0019,152.05586189473647,185.11148404576616,376.8307149869314,172.18130895119285,229.03533573300297,102.72440315279717,217.0940172149156,2.056800334138825,53.0
1.29,6.8223,0.1169,0.1169,0.0019,154.68859966025383,188.3165561081351,388.56357166276325,175.8341010782548,234.19648151037396,104.53853363870252,219.04125877667744,2.0238995047190973,53.0
1.3,7.5365,0.1176,0.1176,0.002,156.7297473202115,190.80143152025747,403.9344886753406,178.46637834622962,233.3225536169953,106.3286549107798,219.80189441538784,1.9644841412718532,53.0
1.31,8.0654,0.1158,0.1158,0.0025,157.65232802959824,191.92457325342397,414.8528506906704,179.73174829606103,230.39609522732457,107.46355040819948,219.8976244301948,1.9179242924450297,53.0
1.32,8.3163,0.114,0.114,0.0027,157.91924895942932,192.24952047234876,420.0526426507814,180.2451032901891,228.29581430568808,108.02652845138752,219.9227076215506,1.8941972966808067,53.0
1.33,8.0461,0.1121,0.1121,0.0029,157.1538341712001,191.31771116493923,415.09706053114473,179.4384612229673,227.4707737604662,107.58956370256388,219.80839865917403,1.9093145741145288,53.0
1.34,7.7064,0.1113,0.1113,0.0069,156.44168943777106,190.45075235902564,408.6318734126695,178.77094047313182,228.08324873622172,107.08254352389956,219.9501903739609,1.9336022870590068,53.0
1.35,7.2624,0.1106,0.1106,0.0065,155.452634869043,189.24668592753065,399.7672642987295,177.8076080815689,229.16303715210265,106.33539043098772,220.08698376750803,1.968203037133988,53.0
1.36,6.552,0.1107,0.1107,0.0069,153.79917053773383,187.23377282854557,384.6375872066481,176.2369295104711,232.14359611456783,104.99381880678784,220.3562924849741,2.0318852105691776,53.0
1.37,6.054,0.1104,0.1104,0.0364,152.4278174530094,185.56429950801143,373.6012371574664,175.0340326407783,234.1222851731682,103.9936165467279,220.5581713251815,2.079188201690114,53.0
1.38,6.0418,0.1101,0.1101,0.4504,152.71693889177382,185.9162734334638,375.4311059328043,175.56850166207116,234.07749918797768,104.1502963815664,220.8829259947272,2.071645306414845,53.0
1.39,6.0363,0.1094,0.1094,0.3783,152.6630581859163,185.8506795306807,375.2494408931544,175.69921772131505,233.87435231199893,104.29064962444268,221.10189039954,2.071625806052694,53.0
1.4,6.0917,0.1081,0.1081,0.0124,152.50820286269416,185.6621600067581,375.1839817870064,175.65066725718182,232.93070615341205,104.53248976416928,221.17424508398383,2.069379261161847,53.0
1.41,6.147,0.1057,0.1057,0.0023,152.34096031325493,185.45856038135383,376.7013577869012,175.45540890060005,230.4055635371685,104.68066260522288,220.94188098046703,2.0571067904080413,53.0
1.42,6.2586,0.0952,0.0952,-0.0013,150.6303600669456,183.3760905162816,379.5488148626723,172.6772874035304,217.75108327345475,104.24940037331191,218.3762686794701,2.0141814653434693,53.0
1.43,6.8068,0.0843,0.0843,-0.0017,149.61441355170643,182.13928606294695,392.191312839125,170.70813087930063,202.8355017643378,104.66192558899333,215.46718396730387,1.9260572676887049,53.0
1.44,7.4747,0.0762,0.0762,-0.0021,148.9526047557174,181.33360578956905,406.7477899708077,169.6688338022555,191.0733575562741,105.40042470569652,213.178894665282,1.8388287584965328,53.0
1.45,8.3974,0.072,0.072,0.0017,149.27660365045702,181.7280392266433,425.5479422613978,170.49890777613484,183.92715134762176,106.88421744840169,212.16696128204487,1.750877187743909,53.0
1.46,8.4437,0.0723,0.0723,-0.0116,149.55582013719263,182.06795494962583,426.6841427639345,171.09629288626644,184.6271608555497,107.21044978329016,212.65977461118464,1.7488872645241882,53.0
1.47,8.3434,0.0705,0.0705,-0.0175,148.98773250324882,181.37637000395512,425.0056383749192,170.45046430013943,182.86652294745664,107.00526334084007,212.31152264679324,1.7491218958146542,53.0
1.48,8.1079,0.0699,0.0699,-0.0196,148.60102806500885,180.90559938348903,420.6549930438401,169.9996734768633,182.95511746797675,106.69031385640125,212.39482174128668,1.764327534864433,53.0
1.49,7.467,0.0685,0.0685,-0.0217,147.2983051044953,179.31967577938562,407.8861823468369,168.1706283181811,182.88243492072417,105.45300716102348,212.0688772581929,1.8092355902406825,53.0
1.5,6.579,0.067,0.067,-0.0217,145.27598351985225,176.85771906764623,388.8744972282954,165.47418452316404,183.39403373219903,103.55007679035276,211.61914308802133,1.8808157117696636,297.0
1.51,5.6332,0.067,0.067,-0.0223,143.06371716569484,174.16452524519372,366.7125023104105,162.76413302867996,186.28642496411976,101.44867228395046,211.7318712183323,1.976350951235744,297.0
1.52,4.6564,0.067,0.067,-0.0228,139.96921109341375,170.3973004615472,341.182431722767,159.46282876521198,189.86719313326236,98.88576768865246,211.787088288523,2.0937032701072957,297.0
1.53,4.0001,0.0669,0.0669,-0.0231,137.26707610530676,167.10774482385173,322.1341283656522,156.86220880074953,192.6707834760153,96.9104501201549,211.859238529118,2.1870208687093733,297.0
1.54,3.475,0.066,0.066,-0.0231,134.43392976496645,163.65869710517657,305.4519994695299,154.15692456454104,194.1064857096836,95.0316396520768,211.6149153356458,2.270064639871116,297.0
1.55,3.0851,0.0619,0.0619,-0.0231,131.20081784381907,159.72273476638844,292.0457273537519,150.47848693634742,190.16482050532173,93.08830668075734,210.0168072221549,2.32530190060017,297.0
1.56,3.0602,0.0582,0.0582,-0.023,130.24671157280264,158.56121408862933,291.3278730978582,148.81866867543266,184.627607484508,92.6708276672352,208.6675012046543,2.3128597976325413,297.0
1.57,3.0812,0.0533,0.0533,-0.0175,129.2231536634552,157.31514359029333,292.313781722118,146.7638286578954,176.7186049415844,92.25118398770005,206.63954258753552,2.2838251701539267,297.0
1.58,3.1022,0.0521,0.0521,-0.0085,129.14091904889366,157.21503188560968,293.32013420842856,146.4284037070443,174.7719498744889,92.32992323554848,206.3703301300864,2.273013494840437,297.0
1.59,3.282,0.0478,0.0478,0.0297,129.0972701393174,157.1618940826473,300.1453398174467,145.34516122984476,166.79386559299843,92.58117621047155,204.48350463070997,2.2133476119031,297.0
1.6,3.5831,0.0456,0.0456,0.0442,130.0888540213687,158.369039678188,310.6465400434598,145.76929117363707,161.88662920209143,93.5557631859389,203.68969442085813,2.146324655387072,297.0
1.61,4.1699,0.044,0.044,0.044,132.18823009588525,160.9248018558603,329.3361318193451,147.56002349987705,157.16555714814797,95.50367439076524,203.2939619080516,2.044028281566696,297.0
1.62,4.6487,0.0426,0.0426,0.1658,133.53599263127902,162.56555624677446,344.13307499357137,148.8283555042463,153.4049383016154,96.91694874291208,202.92172953400797,1.9661324263659328,297.0
1.63,4.722,0.0399,0.0399,0.078,132.7617450605641,161.62299398677368,345.9281577209216,147.57009984082978,148.80515630062294,96.77448501273524,201.53859566193577,1.941862515480322,297.0
1.64,4.5946,0.0376,0.0376,0.0372,131.50815122216926,160.0968797487278,342.33123828141686,145.79148222888773,145.30868574259352,96.08346887306952,200.2581970538528,1.9443946078786605,297.0
