Depth,qc,fs_corrected,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic
0.01,0.1707,0.014,-0.0004,34.09489190259269,41.506824924895454,58.69250934652157,24.095169254008773,34.60362929415789,13.347135732573676,47.30150163721239,3.6882890357009486
0.02,0.163,0.015,-0.0003,36.89935853400812,44.92095821531424,61.76507346701085,28.828568422566867,42.63833310707102,16.168686905802257,56.85679778378622,3.7342347472374033
0.03,0.2553,0.0159,-0.0002,43.40909987406457,52.845860716252524,76.32153080525218,33.97867171436337,46.757064058769934,19.39942289443723,63.68911806640959,3.476915832433514
0.04,0.5051,0.0163,-0.0002,52.58419802130424,64.01554541723995,101.911915525838,39.78394235162523,48.19562515786592,23.23209702753331,69.06695578104778,3.070149943532018
0.05,0.8934,0.0167,-0.0002,60.88755982467733,74.12398587352024,129.54894432616095,45.26589756919502,49.412430579895975,26.888561447209714,73.61902268746253,2.7322822905295583
0.06,1.0702,0.0178,-0.0003,64.79593363674623,78.88200616647367,141.32763759491175,48.95606928631142,52.520337453194365,29.185805446543345,77.84032896557957,2.638904305915763
0.07,2.6079,0.0176,-0.0003,76.36697121857154,92.9684867008697,201.66362478760033,56.722448886769975,51.277910437291844,34.60019322403401,81.35172369174158,2.1038693818613443
0.08,2.4426,0.0182,-0.0004,77.17568538821725,93.95300829869927,199.29834753587642,58.52825647763186,54.00946716167131,35.670853707368586,84.47358193420428,2.150152001042336
0.09,2.0351,0.0188,-0.0004,76.44592628899846,93.0646059170416,188.0558826365101,59.277180497742556,57.07942417892625,35.99885526274904,87.27847821158309,2.266327026367524
0.1,2.0178,0.0195,-0.0004,77.60997118998097,94.48170405736813,189.40897093341945,61.17330974156437,59.57223134909824,37.13583082886344,90.05759667285403,2.279835532138436
