Depth,qc,fs_corrected,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic
0.01,0.9529,0.0039,-0.0004,45.60540558406858,55.51962418930088,113.22079473664881,24.99534739334261,19.416405957410202,15.376553388316653,40.573559005615486,2.408890709047719
0.02,1.0644,0.0077,-0.0004,52.960394907641195,64.47352423538928,126.49912883038576,32.71399794761532,28.548942312189965,20.044073780790836,52.86457128819377,2.4619098918552518
0.03,1.2527,0.0154,-0.0006,60.463880123333276,73.60820188927529,140.13313626729956,40.789639207238274,40.84805448788145,24.328298219053885,64.17608131788258,2.5106809676045567
0.04,1.5449,0.0308,-0.0008,69.10686037317019,84.13009088907675,156.20355387795587,50.33233781784735,58.74925025418239,28.7701326179285,75.64677001199723,2.552661581040187
0.05,1.6602,0.0298,-0.0009,71.731436172686,87.32522664500905,164.14421094913132,53.59130919447066,61.059584888394674,30.8456930898099,79.74004343072542,2.5005122476611854
0.06,1.7294,0.0325,-0.001,74.49982586822216,90.6954401874009,169.7610927675453,57.32744477502595,66.47830618720221,32.87661796362007,84.47676707216412,2.4981338820738404
0.07,1.8255,0.0334,-0.001,76.84818026034502,93.55430640389828,175.97000732399627,60.35401777219945,69.80240767981705,34.66290999262625,88.18420942897956,2.472400349936571
0.08,1.8909,0.0338,-0.0012,78.6911733060705,95.797950111738,180.72433965861194,62.88436974218319,72.47633097502613,36.192384608530915,91.37934495160007,2.454153352889133
0.09,1.9216,0.0373,-0.0014,80.840425283737,98.41443078020157,183.97112171680672,66.05476766275966,78.18536644868362,37.79171007969343,95.36837102277683,2.4703158538101193
0.1,1.9447,0.0385,-0.0012,82.32739538155776,100.2246552471138,186.75214525315025,68.35880176990575,81.50529870334967,39.08461515063089,98.3574270871981,2.471490685712096
0.11,1.9562,0.0397,-0.0017,83.643307474385,101.82663518620782,188.94425713337063,70.4937518838015,84.75037333084025,40.27060091836405,101.16524292368587,2.476180631074549
0.12,1.9562,0.0405,-0.0015,84.71939954929574,103.13666032088177,190.58029155325875,72.35470993405306,87.52764810807746,41.32496410325618,103.68554666541557,2.481579017272427
0.13,1.9409,0.0407,-0.0018,85.49258840633749,104.07793371206303,191.51893406814526,73.86962730963668,89.64212477516868,42.224339614308754,105.8682953087514,2.48777268484297
0.14,1.9063,0.0407,-0.0019,86.01747488221824,104.71692594357003,191.6071294756527,75.14558740719518,91.52682245347631,42.991766724074274,107.85762099561528,2.4988221755661355
0.15,1.8909,0.0405,-0.002,86.59510055414111,105.420122413737,192.3226499880324,76.3601426938766,93.01937765798466,43.7552563764861,109.67997538783325,2.5025133656830043
0.16,1.8755,0.0403,-0.0019,87.12743553076254,106.06818238527613,192.9523244674172,77.50110605110665,94.42295179175606,44.476679322100054,111.4070907445527,2.506227675626468
0.17,1.8524,0.0395,-0.0021,87.42704113881025,106.43291964724726,193.19538164862237,78.33630588873258,95.09123097323777,45.076894595260335,112.82418168590102,2.508481321752699
0.18,1.8102,0.0391,-0.0023,87.6123294728433,106.65848805389619,192.5869350608596,79.14395074832994,96.22186002597981,45.608614036175595,114.29674281418066,2.5199010775834116
0.19,1.7179,0.0393,-0.0023,87.44073055059137,106.44958501811124,189.78721009808913,79.83501714260895,98.25787960341803,45.97117459677879,115.9029346275232,2.5533116710851838
0.2,1.6679,0.0394,-0.0024,87.56145274664127,106.59655116982415,188.61181843213103,80.64794355234591,99.9381753440156,46.44327420367249,117.42995953096167,2.5721217871268136
0.21,1.6141,0.0398,-0.0024,87.66287966977937,106.72002742407923,187.16542053152543,81.4913497182501,101.98213517080434,46.89505666067283,119.01582778547177,2.5949613119283943
0.22,1.5526,0.0405,-0.0024,87.69793675639082,106.76270561647578,185.25896170286322,82.34275614360278,104.43632156662969,47.30888091430141,120.66343586045046,2.6235143487511627
0.23,1.4257,0.0418,-0.0023,87.0641363616445,105.9911225272194,180.1118563024943,82.92510841278599,108.09313563709057,47.43685043264533,122.4530545316086,2.684391343943037
0.24,1.3796,0.0436,-0.0021,87.32832910136163,106.31274847122286,178.6166724716593,84.12961288524622,111.8879689632236,47.94224705287003,124.42871518312927,2.7161577507110004
0.25,1.3219,0.0449,-0.0017,87.29934890024414,106.27746822638417,176.43987336386007,85.03349077751466,115.15995826711092,48.309683307813145,126.16168234175504,2.7505164886502294
0.26,1.2143,0.0462,-0.0014,86.52143821225559,105.33044651926768,171.47542910876305,85.49265632914353,118.90588916121968,48.36026154781284,127.8131333168205,2.8106142225054076
0.27,1.1912,0.0471,-0.0019,86.75205274784435,105.61119464954965,170.85363765153895,86.42275080175966,121.43274929822881,48.813447287101354,129.34504383401105,2.8279311892799655
0.28,1.1874,0.0516,-0.0025,87.80985296292586,106.89895143312714,171.25438061622214,88.62493700716807,128.35541243665466,49.66147968245866,132.0952547258098,2.855696153038355
0.29,1.1682,0.0534,-0.0023,88.18226037407132,107.3523169771303,170.78520823766917,89.81129370424486,131.9876646042724,50.17332327136575,133.85248537531888,2.8755221469550776
0.3,1.1643,0.055,-0.0029,88.73120794791986,108.02060098007634,171.1341243710781,91.04234215751343,135.2006789238353,50.74823943990333,135.52126995404728,2.8861425114503376
0.31,1.1489,0.0563,-0.0034,89.04286689993283,108.40001187817911,170.81368557737196,92.05997755290082,138.15619863291136,51.21406068010953,137.05233646408172,2.9011658288617586
0.32,1.1374,0.0594,-0.0035,89.64610566791559,109.13438950876682,170.6927309498021,93.61634754534903,143.31242860571075,51.82332764340616,139.11331367767426,2.922870380951698
0.33,1.1336,0.0614,-0.0033,90.19926918985009,109.80780597025229,170.99684772439122,94.897319762646,146.9904744213309,52.387164154802264,140.8019512144796,2.9345765609335563
0.34,1.122,0.0628,-0.0031,90.53071495972732,110.2113051683637,170.83227449352992,95.91415622857016,150.01384967347153,52.8443528528095,142.2750091621899,2.9475332424119967
0.35,1.1163,0.0636,0.0072,90.90068355734398,110.66170172198399,171.10456035963227,96.82003966959543,152.18504111708876,53.2888236252204,143.55290136759166,2.95337106476082
0.36,1.1134,0.064,0.0077,91.22598050757172,111.0577154005221,171.41779872867573,97.60800774759451,153.83210391781776,53.715624757926875,144.69479329564825,2.956843296640928
