Depth,qc,fs_corrected,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic
0.81,0.2977,0.0008,0.0006,58.11691045704118,70.75102142596317,112.18386569469784,54.22661800687331,38.90195209972457,38.686307487814645,99.52086151096597,2.8610625051768492
0.82,0.3015,0.0016,0.0048,59.978054177020795,73.01676160680793,112.97952629673331,57.5217804379973,45.40006276173987,41.19242940665014,109.25390884637474,2.9371877857757664
0.83,0.0274,0.0033,0.0917,40.2541891437325,49.00509982715261,54.55134150718511,47.0623526234228,62.4531398069594,31.073793172761047,118.28581842610231,4.329305375051876
0.84,0.0274,0.0066,0.0457,39.71867548233445,48.35317015240715,50.2732092096867,50.40780349873871,85.6564135093412,33.023697102884064,129.83221922638555,4.67877422764573
0.85,0.0178,0.0064,0.0228,36.0767033504989,43.91946494843344,41.75934890113659,45.46631520914769,90.84966864912079,31.057729458630817,129.2883069233068,5.194902878971402
0.86,0.0159,0.0062,0.0114,35.172008656560735,42.8180974949435,38.68833014543319,42.661068812879726,93.82861734399027,30.575818279410505,129.02953196177364,5.507767584715861
0.87,0.0152,0.0057,0.0058,34.98957373094332,42.596002802887526,37.24189555908216,40.38986567531995,93.47566231742479,30.264065270075392,127.95801671266545,5.716662299466063
0.88,0.0155,0.0029,0.003,34.22662658780678,41.667197585156075,37.08046756872109,36.02354918298584,70.00850685603783,28.785302929839606,117.55309440734027,5.6061590090791995
0.89,0.0158,0.0016,0.0016,33.62257945744497,40.93183586123736,37.151953971733526,32.96676440005098,54.87906487647427,27.56111758458526,109.13425479381654,5.484302432618001
0.9,0.0158,0.0009,0.0012,33.10265087440887,40.29887932536733,37.1259235674463,30.28676750736076,44.07818636848946,26.357607680049696,101.55579235969921,5.394237891504185
0.91,0.0274,0.0002,0.0008,33.297447866413535,40.53602348954691,45.7116550446156,31.318214066038234,26.44256642567178,25.261137382272207,84.09505932252146,4.287175705068917
0.92,0.0429,0.0002,0.0008,36.49474013652508,44.42837929663923,54.267997945472835,35.10915160053753,27.123012428553725,27.02776777216252,84.60814221517819,3.901508578407498
