Depth,qc,fs_corrected,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic
0.01,0.145,0.011,-0.001,32.266599747591314,39.281077953589424,55.12605866502076,22.63012881114345,31.33099240677406,12.778809860558784,45.786234442893274,3.7277597782763316
0.02,0.52,0.011,0.0,47.20503401669618,57.466997933369264,96.21850375933063,31.48786178429257,34.08102625705936,18.622768138867322,55.080746573758475,2.9594927226628975
0.03,1.295,0.013,0.0,59.98700297906188,73.02765580059707,141.92712586637444,40.08715550384279,38.207633402426126,24.103586964060472,62.79352521469734,2.4533362412836115
0.04,2.131,0.015,0.0,68.21129064070972,83.03983208434228,176.63069152439004,46.91069133738407,42.29557415445705,28.387169559602324,69.05646044752974,2.189094576264812
0.05,3.332,0.016,0.001,74.91228299780475,91.19756191037101,214.2025554437603,53.101583420039255,44.885857703520614,32.384929930310754,73.92694868817908,1.9392051470687097
0.06,4.057,0.016,0.005,78.3282652007438,95.35614894003594,235.15570878200043,57.1370980904551,46.66973003693984,35.04833169204524,77.52974160946417,1.8240033562493525
0.07,5.097,0.017,0.005,82.06557338645236,99.90591542698547,260.51623540184505,61.75979954978195,49.17748272499969,37.99580462375274,81.38831318582275,1.702952877786801
0.08,5.378,0.018,0.005,84.2981448839011,102.62382855431439,269.4494186579119,64.85510212763657,51.82181295024288,39.927659405178176,84.84642375428596,1.6827022293413312
0.09,5.719,0.019,0.003,86.43629255428955,105.22679093565684,279.0789253051729,67.87081441832727,54.31509946273964,41.81074282128217,88.06944249362643,1.6574158056673371
0.1,5.855,0.019,0.003,87.72435619227662,106.79486840798893,284.54805928272555,69.97203375525758,55.77174394891031,43.19945276884525,90.4643407351958,1.643742316880563
0.11,5.872,0.02,-0.004,89.27923276089776,108.6877616219625,287.5377660447134,72.2094717110472,58.19790750766894,44.56723285124758,93.29428076562243,1.6522351021121184
0.12,5.83,0.019,0.0,89.70355043703931,109.2043222711783,289.2462143246944,73.31474440851503,58.48051906185545,45.41747964011047,94.73196068860209,1.646328149046981
0.13,5.625,0.019,-0.001,90.3588349034305,110.00205988243714,287.58395405543894,74.48953567697517,59.78473713354291,46.20066935812437,96.64431192111343,1.6672313412573305
0.14,5.48,0.019,-0.003,91.0096679231452,110.79437834122025,286.8177574808007,75.6601302355465,60.99964974006878,46.985339171408384,98.45439157647724,1.6825338605351006
0.15,5.335,0.018,-0.002,91.07779106539014,110.8773108622141,285.8441428996114,76.22448576977852,60.99495431136726,47.496998724643554,99.46655221301587,1.687655476563049
0.16,5.029,0.016,0.0,90.27750982222679,109.90305543575435,281.2659860432263,75.79729332231175,59.71019660714787,47.48085078778845,99.52419485889754,1.6996777466245436
0.17,4.628,0.014,0.004,89.1441819431887,108.52335193083843,274.1364159663591,74.93872589602063,58.19941405884636,47.18760035016986,99.26219805374069,1.7233307381853655
0.18,4.227,0.011,-0.005,87.12519711085247,106.06545735234214,266.26887080732365,73.13235365248077,54.97849479600857,46.383959198330814,97.53430348156672,1.7346390423042721
0.19,3.767,0.01,-0.001,86.00347574412288,104.69988351458437,256.18958925102777,72.19128518519042,54.25688838305534,45.946738995649966,97.57684776199449,1.7843611495267089
0.2,3.477,0.009,0.0,85.08565251826174,103.58253350049256,249.73850852484853,71.50406765983155,53.36307974735799,45.67092056528221,97.4488650119706,1.8130221799611241
0.21,3.247,0.008,-0.004,84.18269300981045,102.48327844672578,244.44908552858297,70.82465302256905,52.3089659667207,45.39465349746872,97.11088326220482,1.8338383145826982
0.22,3.068,0.008,0.001,84.09597300094134,102.37770626201555,240.34370845628325,71.02015942321425,52.870807340337784,45.61156443057426,98.21936489972084,1.8652237805890637
0.23,2.693,0.007,-0.003,82.39146619728383,100.30265450104119,229.65067610944132,69.5260436420399,51.54273191046664,44.82035929210624,97.52666920066663,1.9183670986685277
0.24,2.582,0.007,-0.001,82.36918401381746,100.27552836464734,226.95444713254818,69.79259753978009,52.044045925226115,45.07973805122888,98.55176824483269,1.9416898145786694
0.25,2.446,0.007,0.001,82.18604230621379,100.05257324234724,223.22526262564696,69.91054583732796,52.53144176996972,45.24035580888104,99.53501828195076,1.971775767156467
0.26,2.378,0.009,0.003,83.79584399622921,102.01233182149645,221.70755578858433,72.1095179006106,56.99884377703125,46.511146871078836,103.84450161966276,2.027916726391466
0.27,2.139,0.009,0.004,82.94173752134822,100.97255002598914,213.72283231158534,71.71205169547402,57.64813337803304,46.29023981258785,104.7586453290077,2.088544561569263
0.28,1.926,0.009,-0.006,82.02814768743255,99.86035370643962,205.9905515406693,71.3029975854569,58.31256950773716,46.059624039773034,105.64494468602473,2.1495115067047723
0.29,1.619,0.012,-0.003,82.03429246769574,99.86783430849916,193.46016611624657,72.81140813761179,65.40078958990169,46.458807274036296,110.50665611589663,2.3063048858491624
0.3,1.526,0.014,-0.001,82.63080161639854,100.59401935909388,189.79048855749306,74.39819420377147,70.12794111253744,47.09968597845222,113.66490179316911,2.3738192568901773
