Depth,qc,fs_corrected,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic
0.01,0.3806,0.0126,-0.0003,40.862158897683024,49.745236918918465,79.73657555147817,26.134643244509764,31.135390440823773,14.850329268544511,46.93571036950533,3.178067102556518
0.02,0.4075,0.0124,-0.0003,45.16119346228703,54.97884421495813,87.65785975036933,31.259692565326812,36.59628308934601,18.16002900999724,55.84446153396712,3.1334452277172207
0.03,0.6228,0.0109,-0.0003,51.50173808993728,62.69776810948886,107.30114071134832,35.74579789966501,37.31570473213233,21.377166021343683,61.04007481576616,2.84999440060522
0.04,1.0418,0.0102,-0.0003,58.68271146773149,71.43982265636878,134.3791337516699,40.610182091874606,37.947968821938595,24.8007755358902,65.33269295039877,2.5306661037459848
0.05,1.48,0.0102,-0.0003,64.13733916529594,78.08023898383856,157.09955992805195,44.95382868655804,39.48123584602579,27.756390283381908,69.30700399016155,2.324559972564866
0.06,1.3609,0.0108,-0.0003,64.97590853656537,79.10110604451437,154.91554211703425,46.91002668005401,42.36845665435027,28.98604867407621,73.07476442166949,2.385294545500011
0.07,1.3955,0.0114,-0.0004,66.7974623835954,81.31864985829006,158.81291678527114,49.28251412170556,44.88429819813659,30.501365175815092,76.53114148818024,2.381692474058906
0.08,1.6223,0.02,-0.0005,73.03468939019707,88.91179577937035,170.4549635059954,56.267447668407954,57.51523528534646,33.893874516069125,85.25706781672521,2.416492573955984
0.09,2.3527,0.0285,-0.0005,81.33580430368167,99.01750089143856,198.76736696420474,64.08750351898902,67.26148209365957,38.0500250982089,92.22794556961531,2.2780904265774056
0.1,3.5444,0.0295,-0.0005,87.56766142144423,106.6041095565408,234.88983763232727,69.57281432280224,68.03940915160597,41.681870805775354,95.43402341149039,2.0390069164062146
0.11,3.6097,0.0305,-0.0005,89.1357842182372,108.51312861350617,238.7760842011838,71.90433453534433,70.72928104172261,43.03261280809933,98.20110396014869,2.0361458653601416
0.12,3.2561,0.0339,-0.0005,89.93831875736444,109.49012718287845,231.54104539846753,73.94286520410637,76.5152587552404,43.81928209494218,101.69802868994299,2.1248670759344725
0.13,3.0961,0.0344,-0.0005,90.35595222149904,109.99855053052057,228.9338309584399,75.27588616881151,79.0182253634012,44.53544362113726,103.93744863154467,2.159183213932546
0.14,3.0253,0.0333,-0.0005,90.58263221002954,110.27450877742729,228.59059868998114,76.1634092492441,79.55930529605396,45.189230362132314,105.44004565620895,2.165001018166743
0.15,3.0273,0.0323,-0.0005,91.07452066800029,110.87332950886993,230.21539728979863,77.18890538771966,79.9091563847091,45.952271983700754,106.8727494255658,2.156943381820994
0.16,3.0293,0.0298,-0.0005,91.03683724181305,110.82745403351154,231.74948654895013,77.51563607227862,78.40360132576949,46.476821249708536,107.50091437376403,2.1365178000942446
0.17,3.0677,0.0247,-0.0005,90.1034205534889,109.69112067381259,234.26919242442315,76.6276993435468,73.3920794741617,46.62056429409236,106.54089770649426,2.083768501792745
0.18,3.1061,0.0257,-0.0006,91.26773752036495,111.10855002479211,236.72031876087584,78.34319051360346,75.66875847844138,47.60877983676078,108.66192623442097,2.0856889218490116
0.19,3.2887,0.02,-0.0006,90.21839248947389,109.83108650892474,243.24138891309912,77.13335523213443,68.99883008982569,47.72526042517595,106.67049131013233,1.994365245217122
0.2,3.4713,0.0198,-0.0006,91.29883065786527,111.1464025400099,249.57890453167002,78.55974183825953,69.40392921653837,48.74816157811704,107.96586310035119,1.9601092430215976
0.21,3.3711,0.0196,-0.0006,91.43891632312662,111.31694161076284,247.99687992210687,79.13430939178443,70.11162160490355,49.164446750482554,109.13901662858103,1.9753269822153816
0.22,3.3227,0.0195,-0.0005,91.76101232727879,111.70905848538287,247.7696267320135,79.86879002673258,70.86075376301675,49.67969534907417,110.34590668416325,1.9828310720700357
0.23,3.5354,0.0194,-0.0006,92.9084062286067,113.1058858435212,254.83119304710442,81.34187640572885,71.26123179421691,50.72719604788483,111.57054849704524,1.944947264404523
0.24,3.7481,0.019,-0.0006,93.83169411786592,114.22988849131504,261.68274448515945,82.59453467509792,71.22992392420537,51.67516898224928,112.52198121505896,1.9059613548751295
