Layer,Start Depth,End Depth,Thickness,qc (Geometric Mean),fs (Geometric Mean),u (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.0,1.62,1.62,0.0936237390442363,0.0010939335367435908,0.0011430148856103994,3.5562491675634518
2,1.63,2.65,1.02,0.8920652281722199,0.02490398055236358,0.017325671002622518,2.850152353007193
3,2.66,3.86,1.1999999999999997,3.4366081024191186,0.013545240045890049,,1.8884595382960812
4,3.87,6.45,2.58,2.2627351381206964,0.007056040216511987,0.010797401467226934,2.062888406168292
5,6.46,7.95,1.4900000000000002,0.7464885951192616,0.00248850376417015,,2.6052945587659333
6,7.96,9.93,1.9699999999999998,0.5263086504054454,0.004176112863831702,0.09266625817829911,2.9347413992100337
7,9.94,11.48,1.540000000000001,8.167491108124374,0.02125514588812774,0.07058098015794514,1.6472961065579155
8,11.49,12.65,1.1600000000000001,15.676270946530144,0.08798038996870865,,1.588055955804015
9,12.66,13.95,1.2899999999999991,12.720760767327809,0.08484628346677665,,1.727943173834591
10,13.96,15.71,1.75,16.40725262189529,0.15042107832181476,0.010983751433215047,1.7575472769231377
11,15.72,18.5,2.7799999999999994,19.88131396344212,0.19934382783040272,0.06565489563864498,1.7581092190720473
12,18.51,19.5,0.9899999999999984,26.020952522907198,0.2871944611514276,0.12890047762051857,1.7308717109574072
