Layer,Start Depth,End Depth,Thickness,qc (Geometric Mean),fs (Geometric Mean),u (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.0,1.019999,1.019999,2.6449544696429057,0.025995977994101263,0.00765994593600242,2.1080616575583853
2,1.029999,2.469998,1.4399989999999998,0.5508800961327781,0.008536561931455095,0.008220317849000321,2.8975911072683678
3,2.479998,3.549997,1.0699989999999997,0.28693677634648035,0.003910776905471286,0.009735403457352913,3.200067589032169
4,3.559997,5.230025,1.6700280000000003,2.8725066039170155,0.01853465289337501,0.005470743292262699,2.0606905957712662
5,5.240025,6.830061,1.5900359999999996,0.3317537919567523,0.003951935290082165,0.0248656940990663,3.208187498360856
6,6.840062,8.330095,1.4900330000000004,0.44047284180054974,0.003970214712411949,0.04556930365212484,3.0239287373671084
7,8.340096,11.64017,3.3000739999999986,1.0900057097759335,0.008537517359435117,0.39271368698875425,2.5803830176808744
8,11.65017,13.44021,1.7900400000000012,6.1865509349098655,0.02231970456838123,0.045338146019237364,1.823272614905853
9,13.45021,14.73024,1.28003,22.775714020543596,0.17582467573592037,,1.5689690502288747
10,14.74024,16.29028,1.5500399999999992,14.207451403058089,0.12172485351506843,,1.7774542293998026
11,16.30028,17.3603,1.060019999999998,10.08158061016387,0.11668086122739282,,2.0102422837904608
