Layer,Start Depth,End Depth,Thickness,qc (Geometric Mean),fs (Geometric Mean),u (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.0,1.569999,1.569999,0.20114755688083524,0.0003582573348864944,0.00038686728405353394,3.0254144832512773
2,1.579999,3.199997,1.6199980000000003,5.175770111557649,0.013452496963907067,0.004050213509706523,1.6581678207005706
3,3.209997,4.200001,0.9900040000000003,1.0533241627222476,0.005473426583424078,0.0386688463128899,2.433958124560076
4,4.210001,5.600033,1.3900319999999997,1.912885159114515,0.012891089936860903,0.03124897187785357,2.2404753615302044
5,5.610034,6.860062,1.2500280000000004,2.986218190288454,0.011776497733540213,0.045206555324656256,1.986150810041411
6,6.870062,9.230116,2.3600540000000008,5.78434561917951,0.017460165963706194,0.04881566890392858,1.7438698812445217
7,9.240116,10.52015,1.2800339999999988,9.563398314614043,0.0320159752678436,0.03088963610740981,1.6210632956648725
8,10.53015,12.00018,1.4700299999999995,4.143486846179409,0.03518142057295342,0.06807587841638543,2.155101694545046
9,12.01018,13.24021,1.2300299999999993,9.761794808896441,0.046613601493243506,0.08538939140718368,1.7332465976022182
10,13.25021,14.24023,0.9900200000000012,12.109396635144684,0.055140169081622656,0.10541818708635137,1.668281582575139
11,14.25023,16.30028,2.0500500000000006,5.504776475828735,0.035879005934332825,0.05006611457659237,2.082979153493909
12,16.31028,17.3003,0.9900200000000012,3.8534797314963383,0.026642396040275882,0.31561969980254534,2.2643622140671646
13,17.3103,18.30032,0.9900199999999977,13.529520355071034,0.19540863396559022,0.14657438276427856,2.0015538735934704
14,18.31032,19.41035,1.1000300000000003,3.2480900844336715,0.052838431771873,0.6428883171982098,2.5805878875003248
15,19.42035,20.63038,1.2100299999999997,9.288686076164307,0.03745007570088808,,1.8326490898292205
16,20.64038,21.6304,0.9900200000000012,6.113116490322492,0.052029540270755945,0.011845945534135894,2.217784410453942
17,21.6404,22.63042,0.9900200000000012,7.68559397650566,0.014829928009721867,0.06011985295002705,1.8352857900949575
18,22.64042,24.00045,1.3600300000000018,5.5057412691844485,0.014337374128882845,0.17116328263848943,2.0532815267282665
19,24.01045,25.35048,1.3400300000000023,8.582039655690947,0.02561928216241118,0.20436271052444407,1.8816501470454996
20,25.36049,26.36051,1.0000200000000028,8.462912382462775,0.0419283025222763,0.14277929081040105,2.022849923300554
21,26.37051,27.48053,1.1100200000000022,13.528417861039157,0.07317752575953998,0.0796752573254242,1.8552055442981157
22,27.49053,28.93057,1.4400399999999998,12.13341658169229,0.2238665189253019,0.032023493902119594,2.262016683204003
23,28.94057,30.00059,1.060019999999998,17.479524713384183,0.5468891867342902,0.06113452378734927,2.3380050112469055
