Layer,Start Depth,End Depth,Thickness,qc (Geometric Mean),fs (Geometric Mean),u (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.0,1.039999,1.039999,2.1701484853070325,0.04128033047167486,0.0015570806642250358,2.385530843454581
2,1.049999,2.409998,1.359999,3.389907913049038,0.03091170073197031,0.00537669507594921,2.0698711114950217
3,2.419998,3.409997,0.9899990000000001,2.1682098461098938,0.02507894363459859,0.010967889317789326,2.293752048845969
4,3.419997,4.490008,1.0700110000000005,6.045253179037953,0.05046703144880688,0.0015088443041892056,1.8580721895237686
5,4.500008,5.670035,1.1700270000000002,5.068624858008728,0.05595001123032763,0.003662394682416663,2.003790820695374
6,5.680035,7.050066,1.370031,12.846138358091917,0.10960766601727435,0.0033487455994467494,1.6988002551329637
7,7.060067,9.060112,2.000045,14.16569791808775,0.06820932742260015,0.0028814678078690416,1.561164127554832
8,9.070112,10.09014,1.020028,7.386742754672181,0.06793582391538576,0.00926543703125463,1.9738895987197094
9,10.10014,11.24016,1.1400199999999998,2.6950842573759073,0.04358882995207592,0.005077901143534144,2.524336187811899
10,11.25016,12.24018,0.9900200000000012,7.5664242736053255,0.08921386038462027,,2.078295369718174
11,12.25019,13.49021,1.2400199999999995,5.2641354109209,0.07273857263523752,,2.270636132271897
12,13.50021,14.49024,0.9900300000000009,3.115042883898291,0.03728430965180259,,2.493159071548867
13,14.50024,15.66026,1.1600199999999994,4.584512332875755,0.06217266461010379,0.003727082067123067,2.376303827774311
14,15.67026,17.2803,1.6100399999999997,17.02964253995184,0.11096908384210433,0.005813549861218393,1.7011954395016233
15,17.2903,19.26035,1.9700500000000005,15.29689162999078,0.08921278344298234,0.0018021739422486483,1.7390091508704357
16,19.27035,20.50037,1.2300199999999997,19.964721037523216,0.09231450322082077,,1.5990442096096125
17,20.51037,21.5004,0.9900299999999973,13.50274130792012,0.0829404412660631,,1.8431435394494657
