Layer,Start Depth,End Depth,Thickness,qc (Geometric Mean),fs (Geometric Mean),u (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.0,2.849998,2.849998,7.125077178335959,0.034553342523015874,0.00035376451426972035,1.6163040936770565
2,2.859998,4.380005,1.5200069999999997,4.439245776191443,0.022006622793561637,0.004471709917393257,1.8522979235950747
3,4.390006,5.670035,1.2800290000000007,9.491345169123544,0.03782127704378922,0.018132028462880746,1.5824503191624686
4,5.680035,6.870062,1.1900269999999997,16.535777510262267,0.08133339086544625,0.03411560751232954,1.4762132059574533
5,6.880063,8.370096,1.4900330000000004,8.83433822486156,0.03283458425098579,0.037692023820730995,1.6644572271915676
6,8.380096,9.680126,1.3000299999999996,11.184860055131596,0.04087373223379138,0.04609032935206661,1.5968815599354147
7,9.690126,10.68015,0.990024,8.382066633209865,0.02148726815399662,0.054761173919274306,1.6653239003489473
8,10.69015,12.8402,2.1500500000000002,12.451193877023575,0.06937753296676633,0.07233840056682973,1.7001734979539587
9,12.8502,13.95022,1.1000200000000007,23.424028883555536,0.07684251728416557,0.08918682465377481,1.3595364630257287
10,13.96022,15.42026,1.4600400000000011,1.7725116504681715,0.01863962862570896,0.05542661261710567,2.7512231998830146
11,15.43026,16.50028,1.0700199999999995,2.2691552264456543,0.003639569432762994,0.07577647380740081,2.390106803868118
12,16.51028,17.50031,0.9900299999999973,3.4934618106518003,0.016757882683875448,0.05527833921230122,2.2979102365463295
