Layer,Start Depth,End Depth,Thickness,qc (Geometric Mean),fs (Geometric Mean),u (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.0,1.219999,1.219999,6.054013969954743,0.03181814748200528,0.00281459207197077,1.6968578978096516
2,1.229999,2.219998,0.9899989999999999,1.597923402818098,0.019815246429984393,0.012374265737158227,2.412536925018043
3,2.229998,4.490008,2.2600100000000003,13.139578886202012,0.0486140630932527,,1.4146235884063696
4,4.500008,5.740036,1.2400279999999997,10.922187409714626,0.030903411514388277,,1.4779872074843396
5,5.750037,6.740059,0.9900219999999997,2.8597603403674605,0.03522544943864682,0.0237842292667095,2.269264666046138
6,6.75006,7.810084,1.0600239999999994,13.800722224837575,0.04399590446268889,,1.4570936282053901
7,7.820084,10.02013,2.2000460000000004,16.1146869246417,0.0364605498897175,0.0010054482978109644,1.3680369079759915
8,10.03013,11.02016,0.9900300000000009,22.753694313061782,0.05009159999644819,,1.2463579340959572
9,11.03016,12.34019,1.3100299999999994,9.161601047307263,0.050307870199411533,,1.8001917520324795
10,12.35019,13.34021,0.9900200000000012,13.08556650178724,0.03950019199556234,,1.5664027687449524
11,13.35021,14.74024,1.3900299999999994,10.374962294502343,0.019730864619417567,,1.6216468870507603
12,14.75024,17.4603,2.7100600000000004,9.369994047934433,0.020215315319611404,,1.7036928867007126
13,17.4703,19.12034,1.650039999999997,13.93006358910247,0.04875865960945409,,1.6468527376426487
14,19.13034,20.12037,0.9900300000000009,11.482134106347257,0.02682605014657734,,1.6932768044383542
15,20.13037,22.25041,2.1200399999999995,26.344475459137048,0.41524703921301837,,1.8834844587639625
16,22.26041,24.90047,2.6400599999999983,22.015985121619273,0.39364934976612903,,2.019656641637435
17,24.91047,26.48051,1.5700399999999988,19.663734359988545,0.36640994617204736,,2.100326234064756
18,26.49051,28.50056,2.0100499999999997,7.208667610073588,0.15293076112568557,,2.5826259285233752
