Layer,Start Depth,End Depth,Thickness,qc (Geometric Mean),fs (Geometric Mean),u (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.01,3.07,3.06,0.44919406251171623,0.013471826705135234,0.05714299032970102,3.1300337599352117
2,3.08,4.21,1.13,0.9305336922127019,0.014301796419192764,0.036941347487600064,2.696165108164949
3,4.22,5.5,1.2800000000000002,2.163487876392638,0.022307722571022693,0.024611086529558658,2.2792774277890944
4,5.51,6.5,0.9900000000000002,0.5391685456399806,0.008148090014839142,0.2227739142260835,2.9399759439892876
5,6.51,9.04,2.5299999999999994,0.53258453961937,0.0037657589948346033,0.27648632839339865,2.8322925851667997
6,9.05,10.51,1.459999999999999,0.550113844110798,0.007097998688815013,0.3982615723690422,2.9820072798107145
7,10.52,11.7,1.1799999999999997,0.7624640096264008,0.009808522525944188,0.42005807548076185,2.8907608483627536
8,11.71,12.7,0.9899999999999984,1.8277079438952946,0.023120663897940586,0.9256727845484694,2.5163194533759063
9,12.71,13.7,0.9899999999999984,6.335061916769221,0.07413469514333246,2.675541035127707,2.0572210218203977
10,13.71,14.7,0.9899999999999984,4.081832753673477,0.0874669897246293,1.2663242723272794,2.4155649498145615
11,14.71,17.04,2.3299999999999983,2.6109174199945615,0.05853371016609133,0.9975136213048981,2.6420993573721177
12,17.05,18.28,1.2300000000000004,1.895514286251606,0.03780803349402265,0.9199265730154864,2.7944422756492404
13,18.29,19.79,1.5,1.8562632882804804,0.01999784251723475,1.016034100803893,2.6889303836074974
14,19.8,20.82,1.0199999999999996,2.9089578399286387,0.030009822813149144,0.7342046828552907,2.520283381496531
15,20.83,22.53,1.7000000000000028,2.507423177953692,0.03153565594717935,1.0176172950595854,2.6553187307576582
16,22.54,24.0,1.4600000000000009,8.701720119790993,0.21480761649103366,0.0345221308514147,2.3888595170110487
