Layer,Start Depth,End Depth,Thickness,qc (Geometric Mean),fs (Geometric Mean),u (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.0,1.129999,1.129999,1.1330722243552638,0.015942373719475322,0.0005001498646434378,2.5381062499766562
2,1.139999,2.379998,1.239999,2.719407207832104,0.02425550935048055,0.0027996150671707387,2.1622242387606794
3,2.389998,4.089999,1.7000009999999999,5.3217192783186915,0.02063852195438135,0.0010770657492500714,1.7473437124725313
4,4.099999,5.88004,1.7800409999999998,7.298230671639449,0.015102195753238816,,1.5623323449595434
5,5.89004,7.030066,1.1400259999999998,8.550278412003683,0.02474191527017661,,1.5867756744064152
6,7.040066,8.030088,0.9900219999999988,6.405287743429781,0.029506437197367123,,1.8082412473905316
7,8.040089,9.200115,1.1600260000000002,11.091376228538223,0.11010600727709344,,1.8239444941769059
8,9.210115,10.33014,1.120025,13.488692668211268,0.1391942065877395,,1.798120537803793
9,10.34014,11.33016,0.9900199999999995,2.62535069171278,0.027427161431845468,0.023635220273552977,2.432670575804742
10,11.34016,12.33019,0.9900300000000009,7.136468196131424,0.10738281509129785,0.025117112184878776,2.140510615580991
11,12.34019,13.76022,1.4200300000000006,1.3825871466235387,0.01288428609338752,0.6380277037454303,2.699756481051653
12,13.77022,14.76024,0.9900199999999995,1.8471659402785479,0.00848215223546677,0.8128065410828926,2.4697171071349358
13,14.77024,15.84027,1.070030000000001,12.935821821013054,0.07263820026571115,0.050699999999999995,1.7314518767193012
14,15.85027,17.3103,1.4600300000000015,7.473400260789783,0.05493919330562917,,2.025572183987641
15,17.3203,19.26035,1.9400499999999994,3.0992887461803074,0.04852707396313243,,2.6398275826865687
16,19.27035,20.50037,1.2300199999999997,10.6030854151071,0.1035123703596125,,2.0196888339537176
17,20.51037,21.5004,0.9900299999999973,8.9472079831988,0.12878780177641128,0.045176912390760646,2.217808256682811
18,21.5104,22.50042,0.9900199999999977,3.7672816467902965,0.03380594371990609,0.04175384471283438,2.5019327531735085
