Layer,Start Depth,End Depth,Thickness,qc (Geometric Mean),fs (Geometric Mean),u (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.0,1.019999,1.019999,1.8526506354010763,0.027634725695809433,0.039726442645991615,2.3790147544857265
2,1.029999,2.169998,1.139999,2.407041723401159,0.011309031479877567,0.011958453665355634,2.0980854129013036
3,2.179998,3.889997,1.7099990000000003,2.889140357976672,0.013672224896454274,0.009487142292399608,1.990519376412163
4,3.899997,5.190024,1.2900270000000003,9.154781325023622,0.01618841402672825,0.014415388401609311,1.4306449929703806
5,5.200024,6.550055,1.3500310000000004,7.036942474107222,0.010210056408675259,0.03081380375521858,1.5490879162636875
6,6.560055,8.630102,2.0700470000000006,10.761409325038295,0.019967758784602344,0.047846920954494165,1.4442698332920525
7,8.640102,10.03013,1.3900279999999992,15.436132421505524,0.0360535206680864,0.06591305099477308,1.3720739638785608
8,10.04013,11.03016,0.9900300000000009,13.941063359690922,0.032059972515828386,0.07596128323552519,1.4304807877934513
9,11.04016,12.09018,1.05002,5.716356952453818,0.05351393524419458,0.042531905005347814,2.077542007383555
10,12.10018,13.18021,1.0800300000000007,3.7862373160422593,0.04440441619394329,0.08660541303378144,2.2969509085290762
11,13.19021,14.18023,0.9900199999999995,2.408677900578607,0.028684170111117346,0.12705971463567242,2.5413941752454763
12,14.19023,15.84027,1.6500400000000006,4.243552414023001,0.04365416437625531,0.12709258247817717,2.2831373635513135
13,15.85027,16.97029,1.1200199999999985,11.281679760664828,0.07085855602611417,0.1021142729985215,1.8221691217975413
14,16.98029,17.97032,0.9900300000000009,2.2884114673511826,0.03463610699664363,0.25593170791725134,2.6855604984066344
15,17.98032,18.97034,0.9900200000000012,9.515044861743705,0.06522860270593099,0.15837643890564396,1.938015299573467
16,18.98034,20.74038,1.7600399999999965,11.296901206991812,0.028966149989217104,0.15621729790758995,1.6777440417039944
17,20.75038,22.30042,1.5500399999999992,9.151702764654248,0.016038141538459803,0.17347268092124404,1.7444760352226871
18,22.31042,23.75045,1.4400300000000001,12.080840625014119,0.026989647818027703,0.18676611139166843,1.6676822138594753
19,23.76045,26.54051,2.7800600000000024,6.2292460235675415,0.0027376939974069958,0.2109879126066932,1.9329606772776489
20,26.55051,27.63054,1.0800300000000007,1.447805710026179,0.030268491830782875,0.7065944604301124,3.19678114746003
21,27.64054,28.63056,0.9900199999999977,2.0479047775846095,0.02635290051582267,0.8460323575024774,2.9132722212417876
22,28.64056,30.00059,1.3600299999999983,20.9296882839766,0.42151083924081284,0.46242466480373723,2.118433576590066
