Layer,Start Depth,End Depth,Thickness,qc (Geometric Mean),fs (Geometric Mean),u (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.0,1.019999,1.019999,1.1128163642400926,0.019866812321117956,0.008370794188271658,2.645958148890424
2,1.029999,2.709998,1.679999,2.870784645139035,0.003850281152254173,0.01017441612337422,1.8208403378627047
3,2.719998,3.709997,0.9899990000000001,2.0566463730068687,0.006592166218930833,0.04928578365740564,2.0277464119061737
4,3.719997,4.860016,1.1400189999999997,11.022150821300125,0.020802548982561477,0.03269969410396704,1.3514738003812976
5,4.870017,5.860039,0.9900220000000006,8.529101717869981,0.016306588581181263,0.04228542041074162,1.474791768653562
6,5.870039,7.560078,1.6900389999999996,12.73638878686791,0.028398841473227632,0.05342960188737641,1.3842699964098784
7,7.570078,8.670103,1.1000249999999996,16.681790082727716,0.0396185860422804,0.06508908322191795,1.3241729485954032
8,8.680103,9.670126,0.990022999999999,10.468856994317605,0.029424366306380397,0.07394975302052159,1.5515428750912323
9,9.680126,10.87015,1.190024000000001,12.10860942624028,0.029275808643238043,0.08315380057934484,1.4868706523532143
10,10.88015,11.87018,0.9900299999999991,1.439882107716672,0.015761310694648083,0.17370867924346806,2.6566004451704006
11,11.88018,12.9102,1.0300200000000004,2.2583198439359804,0.021886189180903615,0.17461556208024734,2.4441018781403825
12,12.9202,14.93025,2.0100499999999997,13.430848023509984,0.03892148212832773,0.11270605461382806,1.5327624192748561
13,14.94025,15.93027,0.9900199999999995,12.003882854311367,0.03925201657995377,0.13295665742420537,1.6286191443433877
14,15.94027,17.61031,1.6700399999999984,7.72790352218851,0.06377648208499458,0.11142605336802959,2.019614975155918
15,17.62031,18.91034,1.2900300000000016,4.927640707733267,0.0387990567489842,0.16127530605392587,2.213313712016091
16,18.92034,20.41037,1.4900300000000009,3.3072668332728026,0.03793795350135365,0.20055904834586122,2.505719044166954
17,20.42037,21.90041,1.4800400000000025,17.87736598947823,0.13303972870819814,0.1309934914688628,1.7550250233845182
18,21.91041,24.01045,2.10004,11.618528698463033,0.068907582374609,0.17669300776638025,1.8920299715507212
19,24.02045,25.62049,1.60004,15.841704350354533,0.1333946018695357,0.21148583404152005,1.8863764715780293
20,25.63049,26.81052,1.1800299999999986,18.482547493609363,0.15529026711336621,0.21998901603361215,1.8444527052565496
21,26.82052,28.14055,1.3200300000000027,5.320816293686852,0.05893670985323589,0.4299732465566182,2.4888531151458646
