Layer,Start Depth,End Depth,Thickness,qc (Geometric Mean),fs (Geometric Mean),u (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.0,1.02,1.02,1.8776939182482857,0.04575526148442866,0.006678179966623746,2.49167440139939
2,1.03,2.2,1.1700000000000002,0.7675873456053152,0.01291510706430789,0.017771789386397292,2.773286358524784
3,2.21,3.37,1.1600000000000001,0.34843810518623614,0.004706041804133411,0.06942715102662092,3.0630762729006094
4,3.38,4.37,0.9900000000000002,1.1981725594720527,0.009232571279708827,0.05138231008563852,2.455839253638972
5,4.38,6.36,1.9800000000000004,0.25785056577771054,0.002701709915136445,0.0126749827690785,3.3079664993790567
6,6.37,10.04,3.669999999999999,0.7946142936591413,0.007200945647956553,0.3298621892464634,2.7032516470283805
7,10.05,11.4,1.3499999999999996,1.9474301638946148,0.02832877388965076,0.618855723161083,2.522075131687193
8,11.41,12.4,0.9900000000000002,1.250972718656006,0.028446397696690197,0.01723806278684992,2.8920871420454772
9,12.41,13.65,1.2400000000000002,1.7792642340261902,0.017615351369418504,0.04383926840359961,2.5642803804530447
10,13.66,14.8,1.1400000000000006,2.6206420431194473,0.021678607956673666,0.05820660286396391,2.4033064024371047
11,14.81,16.07,1.2599999999999998,9.43031258373446,0.1387185559757482,0.08141643206150387,2.0647762762461097
12,16.08,17.39,1.3100000000000023,4.237194523395155,0.060690961866568076,,2.396383222339546
13,17.4,19.19,1.7900000000000027,2.438781316297328,0.03389523423207375,,2.672517852689985
14,19.2,20.19,0.990000000000002,4.630109634868835,0.10636406887235655,,2.559197938141632
15,20.2,21.23,1.0300000000000011,14.93354340933444,0.08033249810264555,,1.7142846726604732
16,21.24,22.61,1.370000000000001,8.565751018725946,0.2101811115181981,,2.3749293199364168
17,22.62,23.85,1.2300000000000004,14.871975923213895,0.05915888297083858,,1.6716932164735028
18,23.86,24.85,0.990000000000002,13.063853267543296,0.15385949079273487,,2.0381887045214144
19,24.86,26.0,1.1400000000000006,14.193929477087726,0.097374708461934,,1.8679691566270953
20,26.01,27.07,1.0599999999999987,13.156297033400232,0.20447434164625578,,2.157491855036292
21,27.08,28.5,1.4200000000000017,8.149573639259216,0.21627191537151078,,2.5049789402927902
