Layer,Start Depth,End Depth,Thickness,qc (Geometric Mean),fs (Geometric Mean),u (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.01,1.47,1.46,2.928094466435811,0.07117211537101878,0.014537925388011066,2.391144667937726
2,1.48,2.47,0.9900000000000002,0.21147785754531975,0.007269486211811921,0.03826964624385686,3.5206996836155966
3,2.48,3.83,1.35,0.30057129433771734,0.004941112776635784,0.06723162482587823,3.1947387282761497
4,3.84,5.57,1.7300000000000004,1.2781561741126592,0.04124591431486639,0.05219531549611141,2.78560362014567
5,5.58,6.91,1.33,3.9726329702314422,0.05539239843912214,0.20615972017860557,2.1552973276269656
6,6.92,9.06,2.1400000000000006,0.7876815289274416,0.022675860191141983,0.11389262110758741,3.0246165186386387
7,9.07,10.25,1.1799999999999997,1.1863386793979638,0.03009863427739269,0.2684634507059965,2.8542669502889266
8,10.26,11.41,1.1500000000000004,2.309119212965384,0.0463018650044368,0.3601336275942885,2.5834300844855322
9,11.42,12.44,1.0199999999999996,10.614436763030737,0.07548478732431511,0.057283323553972657,1.7960083593053617
10,12.45,13.44,0.9900000000000002,17.423462549343977,0.12384798849470725,0.07066943773871022,1.643859107137091
11,13.45,14.44,0.9900000000000002,8.34827777275336,0.08880992937009653,0.023667163971821076,2.0300119958012695
12,14.45,15.44,0.9900000000000002,11.58781696268062,0.08610445658219967,0.0349350612724666,1.8318020987315744
13,15.45,16.44,0.990000000000002,2.5281340712011677,0.038896107677953214,0.16602390856146185,2.6405462929093266
14,16.45,18.07,1.620000000000001,1.3896209027265662,0.024794119961626098,0.4923452026620527,2.9741013487472494
15,18.08,19.07,0.990000000000002,3.7098726919326004,0.0500414651183008,0.2787827284763928,2.4939529055340204
16,19.08,20.07,0.990000000000002,12.533593374924338,0.05191896898525761,0.022959085428644513,1.7252185851485817
