Layer,Start Depth,End Depth,Thickness,qc (Geometric Mean),fs (Geometric Mean),u (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.01,1.0,0.99,1.0914564015236425,0.04822519126750756,0.0031063964201848986,2.8808509495571677
2,1.01,2.0,0.99,0.11511551646569755,0.006380689113841128,,3.9401821718039964
3,2.01,3.0,0.9900000000000002,0.056915114722763484,0.003666184582069212,0.018585927815382625,4.565880121725825
4,3.01,4.29,1.2800000000000002,0.07108929000555224,0.00325169768736795,0.10248390821167623,4.280897441866208
5,4.3,5.47,1.17,0.3051869957494748,0.0037389082300528912,0.1384873533879184,3.134344864268918
6,5.48,6.49,1.0099999999999998,2.6908375595513503,0.023637405269223158,0.047643243850694815,2.1576285028659887
7,6.5,7.72,1.2199999999999998,12.76612955479358,0.0943640273934385,0.0610114915124598,1.6354700580095711
8,7.73,10.28,2.549999999999999,6.728928506431081,0.05205713574537074,0.0751293971979069,1.9034524107325652
9,10.29,12.25,1.9600000000000009,10.64851068120836,0.08451376784900735,0.09976862569551227,1.806403049486941
10,12.26,15.6,3.34,1.1478586795142207,0.023699199160657762,0.4213926769519038,2.9648713091693524
11,15.61,16.88,1.2699999999999996,6.685448612145364,0.06907384771524436,0.042628646527522934,2.126974034313471
12,16.89,18.53,1.6400000000000006,5.533982014950703,0.09042966946998532,0.04536128592605223,2.3585834238982013
