Layer,Start Depth,End Depth,Thickness,qc (Geometric Mean),fs (Geometric Mean),u (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.0,1.919999,1.919999,2.3969022393554176,0.0587878556111297,0.004180329783646451,2.4441330678555864
2,1.929999,2.949998,1.0199989999999999,6.868727516371778,0.039682463489926864,0.0007946460718291318,1.711712769273639
3,2.959998,4.069998,1.1099999999999999,2.865824557907265,0.04733928622002428,0.004249959174705466,2.2955259751127266
4,4.079998,6.030043,1.9500450000000003,4.7653659343711485,0.03999294255462854,0.003323502644005333,1.9767176817230045
5,6.040043,7.030066,0.9900229999999999,13.185556189945446,0.06453893436821162,0.0014297577087986947,1.5551263322761224
6,7.040066,8.030088,0.9900219999999988,12.699434792254229,0.11860506704496997,0.0010997633022586026,1.7593428927958734
7,8.040089,9.640125,1.6000359999999993,13.16313074781883,0.04718457860238739,0.0005241113475032041,1.5383486732360296
8,9.650126,10.86015,1.2100240000000007,8.64997046684281,0.09723268882841675,0.0025677184995148467,1.984492839084479
9,10.87015,12.39019,1.5200399999999998,4.229774022207036,0.05565206067171909,0.0035865006475509767,2.3320313961659136
10,12.40019,13.43021,1.0300200000000004,9.321937171718863,0.10057491536869642,,2.004090240434127
11,13.44021,14.44024,1.0000299999999989,3.2238549994354417,0.04810081078164128,,2.53298709388428
12,14.45024,15.67026,1.2200199999999999,5.889733715145455,0.09017392272359986,0.009161561566507227,2.310278654414695
13,15.68026,16.76029,1.0800300000000007,19.003659377853754,0.11260864113516868,0.0005999999999999997,1.631980043353787
14,16.77029,17.76031,0.9900200000000012,14.318879227371786,0.08195754376492165,,1.749902352408187
15,17.77031,18.76033,0.9900200000000012,19.83373921492475,0.1695008687804014,,1.7543851271783821
16,18.77033,20.30037,1.5300399999999996,13.430210280737763,0.053259904397696824,,1.7265026574983202
17,20.31037,21.37039,1.0600200000000015,23.205026875318424,0.12310584368615092,,1.6125700826997522
