Layer,Start Depth,End Depth,Thickness,qc (Geometric Mean),fs (Geometric Mean),u (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.0,1.959998,1.959998,0.2695982982044757,0.006554105777357157,0.00014632591596632286,2.606550570061951
2,1.969998,3.779997,1.809999,4.418810967358784,0.01329424462052689,0.0030833572810602694,1.7522867701061737
3,3.789997,4.790015,1.0000180000000003,0.5878302915502178,0.00131521215049317,0.04275226863876383,2.6072798021849857
4,4.800015,5.980042,1.180027,3.8898555410524525,0.017196770258755982,0.08309407091897342,1.9349918167538265
5,5.990042,6.980065,0.9900229999999999,4.05974958928348,0.05138987593115517,,2.179579670375578
6,6.990065,8.660103,1.670037999999999,0.7161454939948966,0.006905625076669227,0.15332275521903052,2.8282957143863987
7,8.670103,9.660126,0.9900230000000008,0.7605502393074,0.01956705001448157,0.036036794046137806,3.0719821627595882
8,9.670126,11.61017,1.9400440000000003,1.0658741806694165,0.015005461905595473,0.07565914131754908,2.839498315270952
9,11.62017,12.61019,0.9900199999999995,2.5825755902786134,0.012651673089396683,0.08651678072569012,2.252169140425073
10,12.62019,15.53026,2.910070000000001,5.485971126266381,0.0208558527214388,0.11341435957901183,1.9346463699983862
11,15.54026,16.81029,1.2700299999999984,9.501298114749602,0.05607123201305718,0.08268757089847363,1.8424800851666192
12,16.82029,18.72033,1.9000400000000006,2.3820999238185405,0.020113631766882405,0.6299377301267283,2.533419621662668
13,18.73033,19.99036,1.2600300000000004,22.38266992354733,0.3302913967158138,0.2124025258651557,1.855771191070618
14,20.00036,20.99039,0.9900300000000009,6.156256611941285,0.043790535458334286,0.5257705870067502,2.1255348641883343
15,21.00039,21.99041,0.9900200000000012,16.630247498664886,0.039552090792313734,0.04621422509909313,1.4985339437150558
16,22.00041,26.45051,4.450100000000003,8.774595953708939,0.02128494086017301,0.14255233213118637,1.8266801888035187
17,26.46051,27.80054,1.3400300000000023,11.223021841721085,0.037663436219202574,0.06629664183682674,1.81382944422818
18,27.81054,28.80056,0.9900200000000012,14.697025921619195,0.10746452786273364,0.09433609514836909,1.9174086135855601
19,28.81056,30.5106,1.7000400000000013,11.180942451599707,0.3068232157453787,0.026791142951736725,2.433787328390329
