Layer,Start Depth,End Depth,Thickness,qc (Geometric Mean),fs (Geometric Mean),u (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.0,1.859999,1.859999,1.3632002835702197,0.04355536973311169,0.006894351742790911,2.7261803231706625
2,1.869999,7.710082,5.840083,0.25834584842649283,0.00252247395213189,0.08981446192809149,3.2082866411487427
3,7.720082,8.720104,1.0000219999999995,0.8295298544640265,0.006587488413548269,0.10314163711088836,2.656504248052579
4,8.730104,9.920132,1.1900279999999999,6.919237932389106,0.0324531516902542,0.07736597011329356,1.7594481078454278
5,9.930132,11.20016,1.270028,5.0847140369887915,0.030539266036358714,0.08962857372051214,1.9629607466054961
6,11.21016,12.20018,0.9900199999999995,3.744049059939611,0.04541429565434738,0.12049797868515068,2.2571167273850463
7,12.21018,16.44028,4.230100000000002,0.5752659272583904,0.005369561986367582,0.36209131243209436,3.1044590136713044
8,16.45028,19.50035,3.0500700000000016,0.6587878278332355,0.008645855662345108,0.4274578702629268,3.2163038865413403
