Layer,Start Depth,End Depth,Thickness,qc (Geometric Mean),fs (Geometric Mean),u (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.0,1.019999,1.019999,3.653680980681514,0.07739468135764471,0.0038677817355453276,2.2768848842936733
2,1.029999,2.019999,0.9899999999999998,3.0719989953945888,0.09601600767717361,0.1620459700115268,2.450137438461321
3,2.029999,3.659997,1.629998,2.202763487604892,0.024692184021018707,0.931027439648993,2.251033566631155
4,3.669997,4.660012,0.9900150000000001,1.2072384761161232,0.01921684465403782,0.5576477133517151,2.567548875240327
5,4.670012,6.880063,2.210051,0.7301027733518733,0.019461153969965755,0.3124692140595049,2.9220519039625814
6,6.890063,7.880085,0.9900220000000006,9.403027735727667,0.07675759476788774,0.04014704785676771,1.7951610332755163
7,7.890086,8.920109,1.030023,17.877811905513898,0.15744671876329575,,1.6440965923004565
8,8.930109,11.01016,2.080051000000001,24.950386534340804,0.30335730442305325,,1.6807179355680273
9,11.02016,12.01018,0.9900199999999995,11.422971046973489,0.1851832532774831,,2.039238989060081
10,12.02018,13.52021,1.5000300000000006,18.70066498182951,0.28738281344184774,,1.891616874360402
11,13.53021,15.15025,1.6200399999999995,4.485342058693111,0.07184339253102096,,2.4491980752895524
12,15.16025,16.22028,1.0600299999999994,8.972307766999156,0.2819135937670237,0.010471829963167218,2.5035357863356764
