Layer,Start Depth,End Depth,Thickness,qc (Geometric Mean),fs (Geometric Mean),u (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.0,1.05,1.05,1.8282276263088932,0.011001204569141849,0.00027531728410125106,2.1354698631658073
2,1.06,2.93,1.87,2.400745526395039,0.006121352849651625,0.003672529827664288,1.972369794918295
3,2.94,3.93,0.9900000000000002,0.40965076020932667,0.0023379152607817155,0.09803119459213458,2.8484711646013277
4,3.94,6.01,2.07,0.2855345738367632,0.0014284335984853255,0.16121989118938143,3.020906990525433
5,6.02,7.0101,0.9901000000000009,1.521577179363263,0.004181527102340022,0.06594646069292774,2.1909436312050166
6,7.0201,8.2001,1.1800000000000006,2.5077841060186823,0.014477702015559837,0.03522406299344945,2.1426236791997018
7,8.2101,11.13,2.9199,1.5050689859399633,0.015082567560865212,0.02258615648435656,2.5192578585511565
8,11.14,12.58,1.4399999999999995,0.8621043368093536,0.010412007263121706,0.12368973301527023,2.88091568800339
9,12.59,13.58,0.9900000000000002,1.667371569615483,0.00925945009952917,0.20450517528908682,2.4350780338589297
10,13.59,15.29,1.6999999999999993,1.7631883487118802,0.024130922381888967,0.2900548087248651,2.6432165637995455
11,15.3,16.29,0.9899999999999984,2.942604263962324,0.02362613976036703,0.20710132422579242,2.3403064987823603
12,16.3,17.29,0.9899999999999984,6.852614912419484,0.018716902375614335,0.14477294782017958,1.8040110436180679
13,17.3,18.36,1.0599999999999987,2.561215936081584,0.016850098535023804,0.42900276118573516,2.497293183044226
