Layer,Start Depth,End Depth,Thickness,qc (Geometric Mean),fs (Geometric Mean),u (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.0,1.019999,1.019999,2.547140703480884,0.01021854881981059,0.00010000000000000009,2.0046552142384155
2,1.029999,2.059999,1.0299999999999998,6.246593159767391,0.020968180265026372,0.000531635859710799,1.6243179315691971
3,2.069999,3.789997,1.719998,1.3685668843923036,0.012243677541363778,0.007676434432795167,2.438033079664063
4,3.799997,5.270026,1.4700289999999998,3.2943814773547886,0.02502346135043614,0.0018788935138869026,2.052516870010309
5,5.280026,6.300049,1.0200229999999992,5.493970528142287,0.0361970093606718,0.003690545595054951,1.8737681653937888
6,6.31005,7.300072,0.9900219999999997,14.22367528700448,0.06363008005291784,0.0011015927657487764,1.4975342893883257
7,7.310072,8.890108,1.5800359999999998,19.257730520371474,0.09303437631085436,0.003097290481077505,1.443681552742121
8,8.900108,9.950132,1.0500240000000005,9.962278525351836,0.03960813006663188,0.00010000000000000009,1.6503061466749602
9,9.960133,10.95016,0.9900269999999995,0.6925565317540974,0.01075453952283259,0.07379850916786672,3.163021027358396
10,10.96016,12.06018,1.1000200000000007,6.062367975428731,0.07583953308166773,0.007559857784123997,2.147126812060911
11,12.07018,13.22021,1.1500299999999992,10.472430034717881,0.14282240777669553,0.014943225890014513,2.014926168998572
12,13.23021,14.22023,0.9900200000000012,3.3523143746175705,0.04662858698241574,0.0163800954812242,2.459061205426775
13,14.23023,17.3903,3.1600699999999993,15.609382948543047,0.1053915303213273,0.000518678567388126,1.7233866084224965
14,17.4003,18.39033,0.9900299999999973,18.08381187107939,0.11083276785942535,,1.6735760854579054
15,18.40033,19.54035,1.1400199999999998,13.923634973673964,0.09568500697929498,,1.8201332789051963
16,19.55035,20.94038,1.3900299999999994,16.857817648012073,0.073789823680673,,1.6446372300097158
17,20.95038,22.27041,1.3200299999999991,12.854377059952618,0.0612201499813505,,1.8010524826836918
18,22.28041,25.50049,3.2200799999999994,18.800736159670485,0.28039073246158014,0.007165174419669738,2.0153217877686105
