Layer,Start Depth,End Depth,Thickness,qc (Geometric Mean),fs (Geometric Mean),u (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.01,1.43,1.42,2.5779397215283426,0.031318874851970255,0.008567556436721918,2.2515680907561815
2,1.44,2.54,1.1,14.925436256263492,0.10150041483540495,0.05933175855151101,1.4980343979332085
3,2.55,3.75,1.2000000000000002,7.021096439543912,0.04421728861103305,0.0073541496980108045,1.7351931866145922
4,3.76,4.89,1.13,10.10449731981054,0.066029561646288,0.005637168636202906,1.662043756945534
5,4.9,6.02,1.1199999999999992,7.874158556442683,0.05073896714418967,0.007018048988161398,1.7732514941355253
6,6.03,7.17,1.1399999999999997,10.716408343058072,0.06914946290311526,0.009451838408062128,1.6961988404853903
7,7.18,9.26,2.08,16.15844248917975,0.1216207598089471,0.015898666300991317,1.6409883300833539
8,9.27,10.48,1.2100000000000009,12.165778423832347,0.08886609975261442,0.004638063839132967,1.7620561702474669
9,10.49,12.71,2.2200000000000006,16.519434627773588,0.0933115654161674,0.00703824467113768,1.6181729984337359
10,12.72,13.73,1.0099999999999998,5.259855680318185,0.10627555001000524,0.014479001327984107,2.41349071911687
11,13.74,16.32,2.58,12.344254886778748,0.10360513773327386,0.028064622566566357,1.8870071571372453
12,16.33,17.32,0.990000000000002,6.830913912008976,0.1083999284789565,0.07376653328641077,2.307572731338086
13,17.33,18.92,1.5900000000000034,9.909258833972242,0.05048405510290044,0.056947012443232047,1.8997841208128368
14,18.93,19.92,0.990000000000002,8.954853656561616,0.08471375024208504,0.05485462303118698,2.1285132181242377
15,19.93,21.03,1.1000000000000014,4.794246556398894,0.08119490132640128,0.20264338310976662,2.5371486072310785
16,21.04,22.23,1.1900000000000013,2.101720454203699,0.01799560249717776,0.6434877644897227,2.8044946952655407
17,22.24,23.23,0.990000000000002,8.064588664880944,0.1260312867394103,0.20562167902373824,2.3479251181442
18,23.24,24.23,0.990000000000002,13.219944735491886,0.16529606617930434,0.19290101410855223,2.0927798244324998
19,24.24,25.5,1.2600000000000016,5.355330185354596,0.06845110919832859,0.3682559618912507,2.5034843029537073
