Layer,Start Depth,End Depth,Thickness,qc (Geometric Mean),fs (Geometric Mean),u (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.0,1.019999,1.019999,3.7782239411969964,0.07678154014935287,0.004259573222428473,2.2199337008801763
2,1.029999,2.759998,1.7299989999999998,3.8894791749893978,0.020000587424560897,0.003487914318013066,1.9116394481362575
3,2.769998,3.759997,0.9899989999999996,2.60953550464808,0.01945330501431125,0.017866281456540317,2.149883002284842
4,3.769997,5.280026,1.5100290000000003,6.455346504152966,0.05309153071582126,0.0027306134024172755,1.8501166725081009
5,5.290026,6.280049,0.9900229999999999,13.753617639238925,0.08659943256089375,0.003619526906904758,1.5862939982476136
6,6.290049,8.000088,1.710039,7.224718730328182,0.07572752433311306,0.0031959914123659877,1.9618335167182201
7,8.010088,9.000111,0.9900230000000008,2.991226467645036,0.028334542852763236,,2.284667368213815
8,9.010111,10.00013,0.9900190000000002,7.948003060518003,0.05596314219366229,,1.8752095872084462
9,10.01013,11.71017,1.7000399999999996,1.4011727048803047,0.019356358615509595,0.025752933766808456,2.7796068489398618
10,11.72017,12.7802,1.0600300000000011,3.6643031705356495,0.04111921310615105,0.026197903365941536,2.3325730497251884
11,12.7902,13.78022,0.9900199999999995,2.151507487494904,0.02886225164761532,0.08237191737150458,2.631161992567594
12,13.79022,15.20025,1.4100300000000008,5.302149167230313,0.06077641712167308,0.027657059226425314,2.244278074013002
13,15.21025,16.20028,0.9900299999999991,18.58397145009975,0.1387449890447307,0.010011832550693007,1.688457788983161
14,16.21028,17.2303,1.0200199999999988,14.25392541960014,0.07828045740411416,0.004350629921982484,1.7185126278444773
15,17.2403,18.23032,0.9900199999999977,18.825041537450996,0.12655114544596532,0.0019485100701350047,1.6841701669658786
16,18.24032,19.51035,1.2700299999999984,13.460575770280153,0.07251488542721127,0.0007985077994851799,1.775939038139515
17,19.52035,20.58038,1.0600300000000011,17.61536541388214,0.09020772148251471,,1.7366950970123753
