Layer,Start Depth,End Depth,Thickness,qc (Geometric Mean),fs (Geometric Mean),u (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.0,1.729999,1.729999,1.2802625181926766,0.020306394261480953,0.001865567042289028,2.48778621943575
2,1.739999,2.729998,0.9899990000000001,4.493244182967754,0.019839333453512735,0.0005215584609721515,1.799436020087985
3,2.739998,3.909997,1.1699990000000002,6.59393614278712,0.02504167991376882,0.013107755246076208,1.6349559681671135
4,3.919997,4.910017,0.9900199999999999,3.5553487606617127,0.03612932215200593,0.03151916222583271,2.0845414954540873
5,4.920018,6.680058,1.76004,11.557370275565068,0.043367225560406016,0.0009920849351237992,1.5167519693383666
6,6.690058,8.370096,1.6800380000000006,8.438381106149025,0.024342582258766173,0.0029603977873977542,1.620394508172143
7,8.380096,9.370119,0.9900230000000008,13.562621286641452,0.041295501149316446,0.0020416661712193726,1.4785427693275672
8,9.380119,10.55015,1.1700309999999998,11.388630813987596,0.02977074866075708,0.0038306790422439224,1.5346791130753699
9,10.56015,12.30019,1.7400400000000005,14.496957483938496,0.044455277424629326,0.004888143472888859,1.4948920136453865
10,12.31019,14.10023,1.7900399999999994,17.85421536013571,0.047444669403850864,0.007148374076402967,1.4149342276747279
11,14.11023,15.24025,1.13002,12.89163651246621,0.013402206589286089,,1.4549893649096328
12,15.25025,16.24028,0.9900299999999991,20.150991173800655,0.03556766315784903,,1.3576084511702426
13,16.25028,17.2403,0.9900200000000012,14.843394461355999,0.015598726438002378,,1.4124384112095074
14,17.2503,18.24032,0.9900200000000012,18.935118079918922,0.024835877078233575,,1.3226557732485795
15,18.25032,19.24035,0.9900300000000009,9.662335762579175,0.022593618830160856,,1.73002441192726
16,19.25035,20.96038,1.7100299999999997,10.284234884734882,0.10650634825881386,,2.057617750235594
17,20.97038,22.13041,1.1600300000000026,12.760938706841163,0.13108062399706447,,1.9995642500740647
18,22.14041,23.50044,1.3600300000000018,14.455116542602905,0.1341878566511496,0.0024980088304494127,1.9397668947158353
