Layer,Start Depth,End Depth,Thickness,qc (Geometric Mean),fs (Geometric Mean),u (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.0,1.839999,1.839999,1.552360812894953,0.015502423153346526,0.005530678837181148,2.378342456913827
2,1.849999,2.989998,1.139999,2.0301824917239886,0.009180502838333316,0.003734112396030563,2.109435147451031
3,2.999998,4.400006,1.4000080000000001,4.084266301631191,0.02169091068331685,0.024497902915703224,1.8968538233542702
4,4.410006,5.560032,1.1500259999999995,3.174248049519738,0.02515428742846523,0.009240649259360724,2.0817451494475017
5,5.570033,6.690058,1.120025,1.4098794806084904,0.010510770748031978,0.052077645733337785,2.3996002397952583
6,6.700058,8.230093,1.5300349999999998,9.504589710874322,0.024147178921708957,0.027732745172083767,1.5345161046246178
7,8.240093,9.360119,1.1200259999999993,8.285230261822738,0.022931871144928347,0.03066397381629715,1.6211935275297065
8,9.370119,10.64015,1.2700309999999995,6.147921029512839,0.02524776551185328,0.04048444537624196,1.8161816628693632
9,10.65015,11.64017,0.9900199999999995,4.751905923982664,0.041302331597795415,0.048916526926629636,2.101987523952128
10,11.65017,12.7902,1.1400300000000012,7.8743691625457055,0.05102521882279433,0.04171446184897202,1.879918871182818
11,12.8002,14.09023,1.2900299999999998,13.051979808486157,0.04007278632017358,0.051503931259799685,1.5569470063567281
12,14.10023,15.09025,0.9900199999999995,15.190758396224444,0.030935178518326566,0.10565925881694915,1.429923703584287
13,15.10025,16.09027,0.9900199999999995,4.4929329545700565,0.019519711628209188,0.16325418848141984,2.048922383497202
14,16.10027,17.2303,1.1300300000000014,10.961636913672649,0.04570672541454524,0.10698493677818943,1.7338955717661246
15,17.2403,18.50033,1.2600300000000004,8.498856937979975,0.03595177966540193,0.09973080280766426,1.8479202526130114
