Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.004319414297195676,26142,0.006319868180688678
1.0,0.010469879188776158,26618,0.011255370682642624
1.5,0.01601704287978409,25993,0.015109752490989012
2.0,0.021324498958916745,25368,0.018119832846257813
2.5,0.023929495564511426,24737,0.02047055578853486
3.0,0.022834402404603122,24112,0.022306353408247975
3.5,0.021725246716564717,23487,0.023740019979468736
4.0,0.021084872801999905,22862,0.024859642216345325
4.5,0.02136939516329035,22210,0.025734011458449595
5.0,0.0229812653508244,21609,0.02641685031816248
5.5,0.024649298188749315,20984,0.026950113481916806
6.0,0.02689238897556455,20359,0.027366565471683233
6.5,0.028472689468665907,19731,0.02769179374839263
7.0,0.028064270047659056,19106,0.0279457808455144
7.5,0.028881367871940896,18481,0.028144132127134316
8.0,0.03047425984477787,17856,0.0282990346059063
8.5,0.031377219932201404,17162,0.028420005732151327
9.0,0.031702546831167244,16597,0.028514478160875534
9.5,0.03139764539467241,15972,0.028588256425706872
10.0,0.03044057167658304,15347,0.028645873578510398
10.5,0.03219783191568657,14722,0.02869086970717748
11.0,0.03674975643157983,14097,0.028726009444157
