Lag (m),Fitted_Semivariance
0.0,0.0
0.02,0.007775131214050261
0.04,0.00876648595716712
0.06,0.00975784070028398
0.08,0.01074919544340084
0.1,0.0117405501865177
0.12,0.012731904929634559
0.14,0.013723259672751419
0.16,0.014714614415868278
0.18,0.015705969158985138
0.2,0.016697323902101997
0.22,0.017688678645218857
0.24,0.018680033388335716
0.26,0.019671388131452576
0.28,0.020662742874569436
0.3,0.021654097617686295
0.32,0.022645452360803155
0.34,0.023636807103920014
0.36,0.024628161847036874
0.38,0.025619516590153733
0.4,0.026610871333270593
0.42,0.027602226076387452
0.44,0.028593580819504312
0.46,0.02958493556262117
0.48,0.03057629030573803
0.5,0.03156764504885489
0.52,0.03255899979197175
0.54,0.03355035453508861
0.56,0.03454170927820547
0.58,0.03553306402132233
0.6,0.03652441876443919
0.62,0.03751577350755605
0.64,0.03850712825067291
0.66,0.03949848299378977
0.68,0.04048983773690663
0.7000000000000001,0.04148119248002349
0.72,0.042472547223140346
0.74,0.043463901966257205
0.76,0.044455256709374065
0.78,0.045446611452490925
0.8,0.046437966195607784
0.8200000000000001,0.04742932093872465
0.84,0.0484206756818415
0.86,0.04941203042495836
0.88,0.05040338516807522
0.9,0.05139473991119208
0.92,0.05238609465430895
0.9400000000000001,0.05337744939742581
0.96,0.054368804140542654
0.98,0.05536015888365952
1.0,0.05635151362677638
1.02,0.057129829704186744
1.04,0.0579081457815971
1.06,0.058686461859007465
1.08,0.05946477793641782
1.1,0.060243094013828186
1.12,0.06102141009123854
1.1400000000000001,0.06179972616864891
1.16,0.06257804224605926
1.18,0.06335635832346961
1.2,0.06413467440087998
1.22,0.06491299047829034
1.24,0.0656913065557007
1.26,0.06646962263311106
1.28,0.06724793871052143
1.3,0.06802625478793178
1.32,0.06880457086534214
1.34,0.0695828869427525
1.36,0.07036120302016287
1.3800000000000001,0.07113951909757323
1.4000000000000001,0.07191783517498358
1.42,0.07269615125239394
1.44,0.0734744673298043
1.46,0.07425278340721467
1.48,0.07503109948462502
1.5,0.07580941556203538
1.52,0.07642047423761186
1.54,0.07703153291318834
1.56,0.07764259158876483
1.58,0.0782536502643413
1.6,0.07886470893991779
1.62,0.07947576761549427
1.6400000000000001,0.08008682629107076
1.6600000000000001,0.08069788496664725
1.68,0.08130894364222371
1.7,0.0819200023178002
1.72,0.08253106099337668
1.74,0.08314211966895316
1.76,0.08375317834452964
1.78,0.08436423702010613
1.8,0.08497529569568261
1.82,0.0855863543712591
1.84,0.08619741304683558
1.86,0.08680847172241206
1.8800000000000001,0.08741953039798854
1.9000000000000001,0.08803058907356502
1.92,0.0886416477491415
1.94,0.08925270642471798
1.96,0.08986376510029447
1.98,0.09047482377587095
2.0,0.09108588245144743
2.02,0.09156562675563763
2.04,0.09204537105982784
2.06,0.09252511536401804
2.08,0.09300485966820825
2.1,0.09348460397239845
2.12,0.09396434827658866
2.14,0.09444409258077888
2.16,0.09492383688496908
2.18,0.09540358118915929
2.2,0.09588332549334949
2.22,0.0963630697975397
2.24,0.0968428141017299
2.2600000000000002,0.0973225584059201
2.2800000000000002,0.09780230271011031
2.3000000000000003,0.09828204701430052
2.32,0.09876179131849071
2.34,0.09924153562268091
2.36,0.09972127992687113
2.38,0.10020102423106134
2.4,0.10068076853525154
2.42,0.10116051283944175
2.44,0.10164025714363195
2.46,0.10212000144782216
2.48,0.10259974575201236
2.5,0.10307949005620257
2.52,0.10345613898796974
2.54,0.10383278791973691
2.56,0.10420943685150408
2.58,0.10458608578327125
2.6,0.10496273471503842
2.62,0.10533938364680559
2.64,0.10571603257857276
2.66,0.10609268151033993
2.68,0.10646933044210712
2.7,0.10684597937387429
2.72,0.10722262830564146
2.74,0.10759927723740863
2.7600000000000002,0.1079759261691758
2.7800000000000002,0.10835257510094297
2.8000000000000003,0.10872922403271014
2.82,0.1091058729644773
2.84,0.10948252189624447
2.86,0.10985917082801165
2.88,0.11023581975977882
2.9,0.11061246869154599
2.92,0.11098911762331316
2.94,0.11136576655508033
2.96,0.1117424154868475
2.98,0.11211906441861468
3.0,0.11249571335038185
3.02,0.11279142174454572
3.04,0.1130871301387096
3.06,0.11338283853287347
3.08,0.11367854692703735
3.1,0.11397425532120123
3.12,0.1142699637153651
3.14,0.11456567210952898
3.16,0.11486138050369285
3.18,0.11515708889785672
3.2,0.1154527972920206
3.22,0.11574850568618449
3.24,0.11604421408034836
3.2600000000000002,0.11633992247451223
3.2800000000000002,0.11663563086867611
3.3000000000000003,0.11693133926283998
3.3200000000000003,0.11722704765700385
3.34,0.11752275605116773
3.36,0.1178184644453316
3.38,0.11811417283949548
3.4,0.11840988123365935
3.42,0.11870558962782322
3.44,0.11900129802198711
3.46,0.11929700641615099
3.48,0.11959271481031486
3.5,0.11988842320447873
3.52,0.12012058489937245
3.54,0.12035274659426619
3.56,0.12058490828915991
3.58,0.12081706998405364
3.6,0.12104923167894736
3.62,0.1212813933738411
3.64,0.12151355506873482
