Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.0033669996964780084,26142,0.004712701137245064
1.0,0.008459983368419834,26618,0.008798037601250357
1.5,0.012485885622579424,25993,0.012339525494940096
2.0,0.016941293166135345,25368,0.015409563082212554
2.5,0.01940906944507584,24737,0.018070910818021417
3.0,0.020122913901961807,24112,0.0203779743537443
3.5,0.020985231175428838,23487,0.022377916746181992
4.0,0.022142771162074103,22862,0.02411162260695972
4.5,0.02250887429707693,22210,0.02561453390233531
5.0,0.021793597447212792,21609,0.026917374489581317
5.5,0.022068984290796744,20984,0.028046778201562435
6.0,0.024184016220219963,20359,0.02902583331937468
6.5,0.02889758503824245,19731,0.029874554563643428
7.0,0.035989087322866826,19106,0.030610292253348482
7.5,0.03985520409072764,18481,0.03124808699656705
8.0,0.041312522547219246,17856,0.03180097716404007
8.5,0.03973948750730885,17162,0.032280265431211604
9.0,0.037330669227479296,16597,0.03269574983763217
9.5,0.03560032084572783,15972,0.03305592408724898
10.0,0.03352248048301251,15347,0.03336815118430089
10.5,0.03319628462838031,14722,0.03363881395443836
11.0,0.03405517906158449,14097,0.03387344552815569
