File Key_1,nugget,sill,effective_range,smoothness,nugget_normalized,sill_normalized,maxlag,bin_interval_used,WLS_option,Check
14526,0,0.022546097496267157,2.6546628713333713,,0.0,0.7681415500454344,10,0.5,exp,
14539,0,0.028851288669469007,6.066884767912389,,0.0,0.7850742826876669,11,0.5,exp,
14540,0,0.06493315238603756,2.814914938709149,,0.0,0.8449544641706292,10,0.5,exp,
14541,0,0.022775488384756806,6.499999999999999,,0.0,1.006432993510549,7,0.5,exp,
14543,0,0.14689697076551475,6.199891335444212,,0.0,0.9401942901590598,8,0.5,exp,
14548,0,0.11074231599788872,3.106843780719,,0.0,0.8163819221206393,11,0.5,exp,
14550,0,0.035401343040720935,10.499999999999998,,0.0,0.8569155514591981,11,0.5,exp,
14552,0,0.05898276439636141,5.286314936278965,,0.0,0.9569052786771085,10,0.5,exp,
14556,0,0.05681896454277237,3.363014904326913,,0.0,0.9064656785670365,9,0.5,exp,
14651,0,0.05625105544145686,9.499999999999998,,0.0,0.684691572982268,10,0.5,exp,
