Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.007486448722677055,23742,0.008216047966808249
1.0,0.015070538921622316,24118,0.015232057220331417
1.5,0.01945620646000283,23487,0.021223305816296615
2.0,0.022680123791816987,22862,0.02633947063900261
2.5,0.02652572827166539,22237,0.030708366716979064
3.0,0.025244618532899013,21612,0.03443914037295025
3.5,0.027143978384820203,20987,0.037624995981247376
4.0,0.033942202547076535,20362,0.040345524454121484
4.5,0.03705662691000995,19722,0.042668691628566915
5.0,0.040643557531884214,19109,0.04465253622870042
5.5,0.04349100318886762,18481,0.046346619823187475
6.0,0.04461612369831363,17856,0.04779326500140207
6.5,0.04956495464040129,17231,0.04902861270116254
7.0,0.056329809455173394,16606,0.050083525102824794
7.5,0.06341361039714179,15975,0.05098435664636239
8.0,0.07229255543955597,15350,0.05175361243343401
8.5,0.07534482637351722,14668,0.052410510463024924
9.0,0.07962892444061628,14097,0.052971461746762545
9.5,0.08215532023630388,13472,0.05345048029842854
10.0,0.08074253669770727,12847,0.05385953324026567
