Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.01277636722654668,24942,0.02682293063420961
1.0,0.034875003354638674,25368,0.04256570296145357
1.5,0.060830823341221814,24737,0.05180536748309809
2.0,0.07684810855431497,24112,0.05722826242802435
2.5,0.0763286508083213,23487,0.06041103919603547
3.0,0.06550511923011859,22862,0.0622790576728583
3.5,0.0558039895846685,22237,0.06337542517962881
4.0,0.04938968305119539,21612,0.0640188993876284
4.5,0.050288886601016304,20972,0.06439656386035653
5.0,0.054247811706926295,20359,0.06461822069164491
5.5,0.06042072134532823,19731,0.06474831434462185
6.0,0.06447011794278594,19106,0.06482466822212932
6.5,0.0658169851715455,18481,0.064869481435357
7.0,0.0644312548547048,17856,0.06489578296902296
7.5,0.06484750154455603,17231,0.06491121972580421
8.0,0.06732160087603875,16606,0.06492027978530303
8.5,0.07148202945751124,15918,0.06492559726741957
9.0,0.0686780214128685,15347,0.06492871817584889
9.5,0.06271622607558207,14722,0.06493054988288817
10.0,0.059082861644815146,14097,0.0649316249386784
