Start Depth,End Depth,Depth,Measured Vs,Qc (Geometric Mean),Fs (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean)
0.0,1.0,0.5,150.0,1.3195187220684645,0.05563315580899844,93.53074225146322,113.86351230612917,183.6457941342538,98.65158866671337,144.7601358437919,55.080355401056565,143.85806697143246,2.807541758709272
1.0,1.5,1.25,121.0,0.78164376749836,0.03372324754484073,94.30101038687303,114.80123003619329,170.4627253415479,109.81520806236132,151.72679678923268,68.21270614176171,181.43851478903875,2.996785807726812
1.5,2.0,1.75,119.0,0.854228855157792,0.02957931342740987,99.72236409630496,121.40113889984956,184.15337493492382,113.76080021078603,147.85579149235056,75.13810514700513,194.5709692020439,2.8954933813694006
2.0,2.5,2.25,139.0,1.2812378357095517,0.04331820831407154,115.5274055077799,140.64205887903634,221.7547198800184,132.42946428662856,177.46942462486336,88.21611706620958,218.6519045995061,2.7395567650663573
2.5,3.0,2.75,160.0,1.2245645734795931,0.031165576064652395,113.93157300526335,138.69930626727714,221.53206561787218,128.4710880215136,157.35276828433737,90.20066545473374,220.38782034095883,2.6882696968100754
3.0,3.5,3.25,169.0,1.3447478467001317,0.03315490267519527,119.09076613887204,144.9800631255834,233.45115392431345,135.05830148653664,165.4350193378152,96.28212302633017,231.95908214718452,2.6486845902083704
3.5,4.0,3.75,191.0,1.9068944517299307,0.04510420131165037,132.982389633265,161.89160477093134,271.22298922342105,152.69494382563133,191.7000995520626,108.09726927352011,251.00594585025846,2.513308091155728
4.0,4.5,4.25,182.0,1.9811325326990745,0.03595333617828075,133.27954914978386,162.25336418234548,279.08367066983783,151.45090918917137,176.495028062669,110.45360306576345,251.64743710814605,2.4319121557696963
4.5,5.0,4.75,182.0,2.724557208862792,0.06582936013788379,151.06143112758605,183.9008726770613,318.908805111511,178.2425094648086,233.79761131426466,125.42007403941587,280.680604844048,2.3919615877899685
5.0,5.5,5.25,186.0,3.0131726465066335,0.07388344999041904,157.11893470923806,191.27522486342,332.56988677885647,187.91899113240143,251.84697988300024,132.10833357852573,292.4621430237935,2.3756912936359873
5.5,6.0,5.75,181.0,3.095204651887802,0.06128298841532478,157.3595655985981,191.56816681568452,339.15284952208106,183.24468845898366,228.16621230192575,133.9278277953228,292.1532641229618,2.322354996809281
6.0,6.5,6.25,183.0,2.8578651507749426,0.053767033198121095,156.0658702833301,189.9932333884019,331.8209977119469,178.35700825237893,215.73991847303827,134.04370884639792,293.18511138957024,2.3545016470958067
6.5,7.0,6.75,195.0,3.8874044354684774,0.08702939090614926,175.5181263611991,213.67424078754664,376.76425397978187,201.42391504076087,264.70360723767783,148.9877070108753,318.99735828205667,2.3146979326948567
7.0,7.5,7.25,207.0,3.9977061628327597,0.09044287780539215,179.76019668759827,218.8385003153371,383.19151219598695,203.86286950925452,268.12291805769996,153.08208716709606,326.5199586454095,2.327022483404095
7.5,8.0,7.75,199.0,3.828272277273545,0.07140180765023568,176.5834300462483,214.9711322302154,378.95148507749315,194.477625094495,237.65585130432956,151.96902748187648,321.92856525528316,2.307283622446205
8.0,8.5,8.25,200.0,4.302366015218176,0.08822855729082862,185.9100895634291,226.325326425044,395.76533026981,204.74377727486288,261.2790581717901,160.04412976881645,336.4788611968524,2.3205413707675104
8.5,9.0,8.75,206.0,4.914378772069711,0.11371846017490869,197.89169347121768,240.91162683452615,419.2671594878946,218.38502003747095,293.54724484358843,169.3620342154551,353.33358374142057,2.3244446877269835
9.0,9.5,9.25,210.0,4.553219410223821,0.09207722051517163,193.74008185412447,235.857490952847,410.41199530470067,208.56028895301228,263.91276878442494,167.16591958134583,348.4433334553483,2.323598314089354
9.5,10.0,9.75,220.0,6.457833026121247,0.19956963299146815,225.498174919672,274.5195172935134,468.25916586919664,251.38390208856333,385.5353361200732,190.21566323732702,391.48617865377696,2.360337709940181
10.0,10.5,10.25,244.0,5.042725709650986,0.1275883939997872,209.0176029443378,254.45621228006326,431.30154022112544,224.50381552490435,306.6547435303416,179.34707834700367,373.3907505083643,2.3812279803152308
10.5,11.0,10.75,223.0,5.113868162406488,0.12305679199820073,210.97013336243984,256.8332058325355,435.9464378021968,223.3947181509698,298.79876416191735,181.5603508212841,376.186790623658,2.3739042630241984
11.0,11.5,11.25,229.0,5.209273361424588,0.1211597894881023,213.96675705183375,260.48126945440595,443.6533514317152,223.72231731680208,294.1952484969629,184.123522642521,379.8255775106498,2.360923951729065
11.5,12.0,11.75,242.0,5.903296338725298,0.13736308270342013,222.44708936290343,270.80515226788225,462.17562764961406,231.71338390394033,310.2963647770933,191.7382154115165,390.70905680816355,2.3496486839378066
12.0,12.5,12.25,254.0,6.03816385054821,0.19725438743000204,234.29386683631364,285.22731614855536,464.5121427069292,247.91181481116692,374.0055691914147,200.5393022787937,413.94044424870026,2.470579926567747
12.5,13.0,12.75,238.0,7.067275428216966,0.2972679747488608,254.14277557573936,309.3912050487255,494.0754788431506,273.2407846380545,460.08821868300925,214.61404643228323,441.5678157939906,2.5161092115988786
13.0,13.5,13.25,256.0,6.352039166085098,0.19197897319519353,240.7739751294192,293.11614363581486,479.84564953230307,248.8857567571143,364.7692028496189,206.00162775862378,420.9174332935158,2.44900870992287
13.5,14.0,13.75,325.0,5.719861288536266,0.12984758717205028,229.80637299411643,279.76428016675106,470.4427719847981,229.5532673049164,296.2139522497101,198.4695710123331,403.51099860405617,2.377673476319098
14.0,14.5,14.25,282.0,8.375367563367584,0.160018385117222,250.37941434821346,304.80972181521645,547.9336722012357,250.9842170287722,319.0434701844211,215.47081169550557,419.5686505729419,2.1954910350682626
14.5,15.0,14.75,322.0,9.587451194775763,0.3678169259628036,283.48413538133593,345.11112133380044,565.1899983147664,295.3992932719204,493.76521036213603,237.6883939582587,472.08298430324527,2.426843819568469
15.0,15.5,15.25,304.0,8.776919113107784,0.3845597039524373,283.15686833404374,344.71270927622726,546.4067613573087,293.192685821065,504.55565581904887,237.74702639116055,478.53322209611656,2.5164638607945324
15.5,16.0,15.75,304.0,10.428457503750034,0.4040570185949262,295.1274299231635,359.2855668629815,587.3587871629603,303.3409361688415,510.18521383740296,246.93169851016916,486.1884170243613,2.4243127213722775
16.0,16.5,16.25,332.0,11.934227537344395,0.5324200204433751,314.7439732878725,383.1665761765395,618.9265976738066,326.0149184907222,591.4891426816123,259.85473479024114,508.45070621723886,2.449815101341762
16.5,17.0,16.75,344.0,8.137257293712304,0.20034210534897703,266.7795003563911,324.77504391212807,545.8996910897333,258.4211590875548,350.6601858998268,228.67008109702903,449.9523725851184,2.3545600498485992
17.0,17.5,17.25,350.0,8.80474413470486,0.19372123998500707,270.7346552166051,329.5900150463017,566.1987158974804,260.2423229874765,342.04942556171125,232.53101441707835,451.6017773041029,2.2942308668093565
17.5,18.0,17.75,332.0,9.664768191079983,0.2262815658774355,281.1272012665529,342.2418102375427,587.6918801014406,270.74143505720133,366.9167578469994,240.63589403389798,464.480151609441,2.290521141508126
18.0,18.5,18.25,335.0,9.251594983425283,0.1958987207505102,276.9181433420691,337.1177397207792,581.2041917471136,262.5217817970055,340.30270554606017,238.11450755240108,458.9230040218794,2.279977022087722
18.5,19.0,18.75,328.0,9.477061861358655,0.22803094749448344,284.05961627641545,345.8117067712889,581.8712356514754,268.85131183414614,365.7737889677053,243.79842656920533,471.3712551678661,2.3399805738531816
19.0,19.5,19.25,346.0,7.785,0.19519999999999998,272.60225167829685,331.8636107387959,540.2040794308759,253.53542355290287,339.79852992714126,234.8347644654397,462.85195873078595,2.4325079615028713
