Start Depth,End Depth,Depth,Measured Vs,Qc (Geometric Mean),Fs (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean)
0.0,3.0,1.5,151.3,6.014842332827961,0.0200104330551241,131.59918575068343,160.20770439213652,395.016679916009,116.2037542892437,94.87107804768485,106.31585874839811,205.2124950760255,1.638227287998481
3.0,3.5,3.25,210.9,6.9856707428628555,0.02758737163227999,143.04909104016778,174.1467195271608,429.55571449568095,136.16618850133025,115.41974827329764,120.21560204027372,229.25969648338412,1.6220345159017249
3.5,4.0,3.75,198.7,11.76422814615241,0.06700128412300906,169.20558815213963,205.98941166347421,531.6965248845894,175.30451372441448,172.60735169874556,145.16894096092267,267.83933511877484,1.5258341987005384
4.0,4.5,4.25,173.5,12.322433134107149,0.06644543697913685,171.8374390247714,209.1934040301564,547.9750575546145,184.38982152887456,179.22438719981747,151.22475376560308,276.27455056319235,1.4952548501998861
4.5,5.0,4.75,198.1,11.379376866458824,0.04958268432317345,167.1183699094811,203.44845032458596,537.4667666982623,179.22491648162892,161.55193154265817,150.50435373733427,273.4039865240888,1.4785666542984417
5.0,5.5,5.25,245.6,2.8811300786762697,0.026811107496720273,136.31358379139272,165.94697157213034,321.4889090781694,143.5855164979365,143.82523014086664,120.66700084324246,256.26862092943577,2.112682706940242
5.5,6.0,5.75,180.6,5.213891898569074,0.027081158691164973,149.80891679628786,182.37607262156772,406.4894512356621,157.08945277859584,140.9715476484351,134.9102830605571,263.7419363737962,1.7919847746988677
6.0,6.5,6.25,234.1,9.170418012660992,0.024414788705960602,160.65049623060398,195.57451715030072,508.59012712957224,165.75057325716324,128.85973131607273,148.49192037417072,266.8803997110275,1.4976353790147632
6.5,7.0,6.75,240.9,8.983640794394287,0.022371609981964323,161.71718829375487,196.87309879239697,508.55017992096265,165.74635003758934,126.67613997836412,150.16515742586245,269.01916512792815,1.5059219177267638
7.0,7.5,7.25,247.7,9.777557430987555,0.027085554022939613,168.84701818766206,205.5528917067189,529.0301945077164,173.41744344523372,135.98502679195656,157.5414875355514,281.00320463516226,1.5071960679313987
