Start Depth,End Depth,Depth,Measured Vs,Qc (Geometric Mean),Fs (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean)
0.0,0.8,0.4,86.0,3.243167200836975,0.02966655322153091,102.4075703059508,124.67008558985319,255.32804390686226,77.04510244730704,83.96266049416025,57.246602711392015,128.82976620746405,2.1412686417260756
0.8,1.3,1.05,103.0,1.4448806173318316,0.0804658206287884,112.1443161053354,136.5235152586691,210.2951295330938,112.0276998556622,181.21002296312295,76.23285748465533,195.09326045319875,2.8682002964522098
1.3,1.8,1.55,113.0,0.9937934308228697,0.05008473616729937,104.72519798797481,127.49154537666512,189.36668775845214,108.64474241003465,162.5770524036148,77.53455327901109,202.21680764238877,2.968588949123005
1.8,2.3,2.05,213.0,1.378814947876674,0.03352454868151813,111.98490507979014,136.3294496623533,222.07796726806015,112.72967391807347,138.55235818799514,85.03203784919546,206.64261197542146,2.649097590698267
2.3,2.8,2.55,218.0,2.2167157735629766,0.08046930664084792,137.40229160490446,167.27235499727493,275.9843646568973,147.60846261586812,216.36524515589585,104.0767985243209,245.64719080465358,2.5777122605114835
2.8,3.3,3.05,205.0,2.5429444876600487,0.07487955781172315,143.40841890306157,174.58416214285776,298.73875553258114,155.7694547114493,215.51146110798805,110.93277947675955,254.94730066466354,2.458919781556527
3.3,3.8,3.55,199.0,1.6902578284698067,0.05885302552601173,133.05608296424865,161.9813183912591,259.55064718307875,147.89754864863625,206.11542599271058,106.96137785483374,256.02258846066565,2.646893337565626
3.8,4.3,4.05,154.0,0.9641800968998645,0.03195316838812412,115.95514239040256,141.16278204049,213.03298863335635,128.5350576129139,166.60486870408246,97.28764340688026,243.50602980852867,2.838692339375028
4.3,4.8,4.55,200.0,1.108236545601732,0.026311888969355147,118.9184605709329,144.7702998254836,227.65519986547656,129.93232976802716,154.32212477354403,100.89067422171722,244.7994499018166,2.6992601987477127
4.8,5.3,5.05,213.0,0.8966119849676052,0.024679776923574547,115.76025753485791,140.9255309120011,212.72593009236502,128.0883445252522,156.06244019307007,100.2081801814041,248.88130832168747,2.823251938512428
5.3,5.8,5.55,205.0,0.9178234334579471,0.02619484852455175,118.37330722913904,144.10663488764757,216.56439548050412,132.26770151254578,163.44982803874288,103.73630575818557,256.9343080202208,2.8287812892584645
5.8,6.3,6.05,229.0,1.333386753383013,0.03349939842665147,130.37587961733973,158.7184621428484,251.3162679067261,147.0250673837516,181.06229851924124,114.44144449420396,271.89497555130293,2.65105193459633
6.3,6.8,6.55,286.0,1.8360767904810247,0.04028990618115345,141.44204242764994,172.1903125206172,286.08185697019854,160.7652439396634,195.53742765404775,124.40645541939647,284.83049391315024,2.498017647178099
6.8,7.3,7.05,289.0,2.1453922219898174,0.0543815107500163,151.1780868802649,184.04288837597443,304.82572229291225,174.71662367296213,226.44530889372825,133.13211204389663,302.0733431639315,2.496247291922197
7.3,7.8,7.55,266.0,1.6437840832490547,0.04777144075306874,144.294113997181,175.6623996487421,275.60960411255667,166.55250848170408,219.33044306843394,129.19259491458018,301.6314178285223,2.65460603880941
7.8,8.3,8.05,284.0,1.6705563861158568,0.05084299505164614,147.62687685513578,179.71967617146973,278.5565647054486,168.788154746038,225.08532394106786,132.50852588227826,309.1002685505894,2.685192940920731
8.3,8.8,8.55,296.0,2.0389290140321847,0.0602477706548552,157.55037123181842,191.80045193438767,301.9717382605172,177.52903625771296,238.10186912991435,140.63893235451783,321.3284201067138,2.6277938110096497
8.8,9.3,9.05,249.0,1.2272423097946472,0.0262124742513266,136.91063817168686,166.67382038292334,253.46114809610256,146.53733884488264,169.83732296342538,123.94418824061385,291.4615451341799,2.743913514440668
