File Name,File Key,d,End Depth,Measured Vs,Subset_Region,Subset_Geology,Qc (Geometric Mean),Fs (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean)
SDMT,92547,11.5,12,224,7,2,10.67392846,0.030673486,206.6239584,251.5422102,573.4607829,205.0468963,159.5791069,184.3774849,322.9334878,1.69680065
SDMT,92547,12,12.5,352,7,2,4.757547193,0.039240814,197.0230378,239.854133,422.6085189,184.9335981,175.2500246,169.467102,334.9687355,2.274298048
SDMT,92547,12.5,13,276,7,2,1.872199999,0.013314164,159.8628155,194.6156015,296.4515119,138.7367267,125.25046,136.9718544,291.9980195,2.700820709
SDMT,92547,13,13.5,286,7,2,9.675533208,0.090681796,238.436538,290.270568,558.9861926,232.2766577,239.1152395,205.6612438,383.004599,2.037858237
SDMT,92547,13.5,14,287,7,2,12.17250752,0.147403117,261.768553,318.6747602,612.5198637,259.3657612,295.1441255,223.612557,412.5171403,2.033364983
SDMT,92547,14,14.5,245,7,2,6.784978053,0.120725104,239.3677848,291.4042598,491.5662271,229.5042945,275.2829948,204.2029282,403.847931,2.363569494
SDMT,92547,14.5,15,562,7,2,7.104493417,0.074204756,224.0565001,272.7644349,501.8355953,215.9206752,223.7443011,199.3250546,382.5419726,2.145625001
SDMT,92547,15,15.5,408,7,2,17.65787727,0.053367662,238.8286632,290.7479378,713.3475505,240.3510128,192.5424528,223.174757,372.0999229,1.543254406
SDMT,92547,15.5,16,358,7,2,20.36393247,0.065034371,246.9411772,300.6240418,755.7293506,252.1754762,205.9378304,233.6605283,385.324296,1.498279943
SDMT,92547,16,16.5,312,7,2,3.580856002,0.011444486,185.3279672,225.6166557,390.0450264,155.5775088,120.3723155,158.8659194,305.9035591,2.313545905
SDMT,92547,16.5,17,464,7,2,2.075213701,0.028493819,182.1803627,221.7847894,317.6786784,152.1893083,162.5776046,159.7551117,345.6706202,2.863261386
SDMT,92547,17,17.5,333,7,2,12.51241445,0.054210968,242.9354006,295.7474442,633.2657686,228.050069,193.6709471,220.0656813,383.6925377,1.794409052
SDMT,92547,17.5,18,360,7,2,14.35762783,0.05072005,244.3041331,297.4137272,669.2423057,232.1285736,189.28203,225.0125698,383.5377532,1.694704945
SDMT,92547,18,18.5,338,7,2,9.108652989,0.017029121,217.4098984,264.6729198,564.0252882,193.8932629,139.5961031,193.9824295,334.0263024,1.809228901
SDMT,92547,18.5,19,367,7,2,9.237134286,0.019323765,220.0620939,267.9016796,568.6001609,195.3148743,141.4231277,197.90619,341.9270179,1.815562514
SDMT,92547,19,19.5,333,7,2,10.01968017,0.026984579,229.7368524,279.6796465,588.0944426,204.7100236,155.8461113,207.3768928,359.7000108,1.830751527
SDMT,92547,19.5,20,313,7,2,11.32972981,0.029985672,234.9272915,285.9984419,617.9452384,211.5418494,160.7205324,214.45844,367.3732189,1.772654464
SDMT,92547,20,20.5,332,7,2,9.969435486,0.022123738,228.0930841,277.6785372,589.9698108,200.9785643,147.1519234,206.7297199,355.0398736,1.807675164
SDMT,92547,20.5,21,370,7,2,10.91991655,0.032733935,239.246855,291.2570409,612.341105,211.8867672,164.2556888,217.8538661,376.1566877,1.825061192
SDMT,92547,21,21.5,415,7,2,8.917500662,0.016037851,224.4282969,273.2170571,568.128748,192.6750053,137.1641804,200.7495393,344.3927325,1.851337679
SDMT,92547,21.5,22,365,7,2,10.84391911,0.028298114,239.1937024,291.1923334,613.6054679,209.6275978,159.0694401,217.8531156,373.5064614,1.81832282
SDMT,92547,22,22.5,409,7,2,7.657865045,0.006791026,219.1887513,266.8384798,538.5753677,182.2432363,125.7523472,185.2285973,311.2441788,1.914552016
SDMT,92547,22.5,23,325,7,2,8.849570242,0.014461078,228.1723528,277.7750382,570.4415988,192.4511522,136.8460982,202.6203838,345.6869599,1.873531864
SDMT,92547,23,23.5,439,7,2,7.811394446,0.011880619,224.8331656,273.7099407,545.143981,185.5882971,131.3362027,196.9788819,338.5121683,1.939780523
SDMT,92547,23.5,24,402,7,2,8.026667835,0.011507638,224.1883782,272.9249821,552.0223453,184.6690616,127.1248431,198.3990524,338.9996519,1.905424155
SDMT,92547,24,24.5,368,7,2,9.294876852,0.027167628,242.6496093,295.3995244,585.0177988,202.6049163,155.7017762,218.8739266,381.4687344,1.944793851
SDMT,92547,24.5,25,363,7,2,12.66917816,0.042334442,259.1672267,315.5079282,659.7391499,224.6261427,179.2055895,238.7902819,407.1371686,1.823203661
SDMT,92547,25,25.5,326,7,2,9.810607858,0.025204486,245.1820319,298.4824736,599.6306939,203.9394488,153.7590319,221.6907015,381.8027038,1.910965628
SDMT,92547,25.5,26,347,7,2,11.56592772,0.034559385,256.5374161,312.3064196,639.737736,217.0032421,169.3136996,234.3082163,400.2620799,1.865218214
SDMT,92547,26,26.5,371,7,2,15.12015829,0.086653397,288.3566773,351.0429115,709.9524475,250.6664677,227.1804023,264.2428611,454.1692455,1.883352313
SDMT,92547,26.5,27,323,7,2,15.00241073,0.110509553,299.220922,364.2689485,709.1595231,257.8036584,249.3238759,270.7440277,470.9731001,1.962904685
SDMT,92547,27,27.5,369,7,2,16.97709467,0.14699445,315.4522076,384.0287745,744.8144332,274.2343993,281.5259839,283.6691886,491.5139955,1.966567767
SDMT,92547,27.5,28,393,7,2,15.46551651,0.421217243,360.1695151,438.4672358,720.2530666,313.2464098,452.532579,306.9898609,565.8106278,2.361358249
SDMT,92547,28,28.5,355,7,2,21.84492473,0.400638574,375.051293,456.5841828,822.9996172,330.9926174,439.8782521,322.903658,566.1292498,2.12126262
SDMT,92547,28.5,29,340,7,2,21.41549831,0.427983545,380.0227717,462.6364178,818.2429605,332.3419427,451.3924015,325.3343574,573.4658277,2.165402641
SDMT,92547,29,29.5,383,7,2,19.6998,0.4063,375.1758405,456.7358058,793.3231329,323.9398745,437.9985719,320.8494169,570.5261476,2.210875836
SCPT,57353,0,0.5,52,2,1,2.506828298,0.072988455,101.6686198,123.7704937,223.9231007,99.29017461,138.6122608,54.13492691,132.7550891,2.484932026
SCPT,57353,0.5,1,52,2,1,1.05030868,0.029171661,91.81317017,111.772555,179.4973553,101.60146,127.0664405,60.63870785,155.9250888,2.779621572
SCPT,57353,1,1.5,64,2,1,0.716613999,0.023104242,89.1130003,108.4853917,162.5446375,102.4658113,129.3157505,65.20934105,172.4455888,2.972842162
SCPT,57353,1.5,2,90.2,2,1,0.902661126,0.016259616,94.32236761,114.8272301,184.6950093,103.7808284,113.4739809,72.00968602,179.9509528,2.715159368
SCPT,57353,2,2.5,88,2,1,5.764381089,0.0203575,130.1600607,158.4557261,383.9423556,140.110562,114.3404541,102.8272226,200.3123189,1.67572184
SCPT,57353,2.5,3,104,2,1,5.262445187,0.024988353,135.4835489,164.9364943,378.719835,147.1091693,127.9196819,109.1963318,216.3718411,1.769912851
SCPT,57353,3,3.5,149,2,1,2.380012329,0.014143484,119.5747414,145.5692504,285.0169837,126.7546595,110.9386865,97.35384296,208.4383441,2.121803302
SCPT,57353,3.5,4,133,2,1,4.110387913,0.02206306,135.84076,165.37136,356.1149809,147.838355,130.4579175,113.7390569,229.9501764,1.889289338
SCPT,57353,4,4.5,140.6666667,2,1,5.839540066,0.026268891,146.5695326,178.4324745,411.738495,160.2721827,138.2241543,125.6978364,243.454785,1.736753507
SCPT,57353,4.5,5,122,2,1,5.570560672,0.024110299,147.724459,179.8384719,408.9005282,159.5834439,135.724827,127.8676038,247.563584,1.760889422
SCPT,57353,5,5.5,141,2,1,6.22314348,0.031836361,157.2671819,191.4556997,431.4532448,169.8331274,151.0823449,136.7181636,263.4903059,1.770399163
SCPT,57353,5.5,6,132,2,1,5.999213531,0.033021317,160.2112867,195.0398273,429.3951661,171.8877893,155.0941472,139.9144964,270.8513033,1.812668797
SCPT,57353,6,6.5,147.6666667,2,1,7.234933098,0.035879381,168.0442121,204.5755626,465.0196607,178.6592856,158.555305,148.1349643,280.0281899,1.741576825
SCPT,57353,6.5,7,136,2,1,8.817084859,0.051567014,181.6446742,221.1326469,505.2780029,194.3991434,182.5751744,160.4764468,299.7707861,1.72315637
SCPT,57353,7,7.5,164.6666667,2,1,9.847184769,0.059363707,189.6893152,230.9261228,530.784093,202.6979093,193.314639,168.2830466,311.1430077,1.705980806
SCPT,57353,7.5,8,160,2,1,8.479470923,0.061597009,190.5700566,231.9983298,504.7909582,202.636845,201.0351057,168.3004952,317.617789,1.812241521
SCPT,57353,8,8.5,160.3333333,2,1,5.003217208,0.037966483,171.6232488,208.9326508,415.6965953,178.6525357,171.7999109,152.4787167,301.8345836,2.010591812
SCPT,57353,8.5,9,152.5,2,1,10.4064565,0.073534718,204.2445645,248.6455568,552.4105845,215.5983283,214.9403304,181.9499937,335.6751888,1.760252239
SCPT,57353,9,9.5,175.5,2,1,11.48533644,0.078059765,210.2005961,255.8963778,576.7501423,221.3068198,219.5269537,188.3614729,343.338086,1.727660302
SCPT,57353,9.5,10,188.3333333,2,1,12.43744573,0.100966292,221.9019443,270.1414974,597.6292222,234.7651132,247.5839849,197.5203786,359.9954965,1.758741806
SCPT,57353,10,10.5,198.3333333,2,1,10.72857071,0.081964732,215.5096845,262.359616,567.7963058,223.8122813,227.2509216,192.7073619,354.4477856,1.802943576
SCPT,57353,10.5,11,168,2,1,2.81730898,0.04691889,172.6434119,210.1745884,349.0320997,176.2615065,201.4706734,153.7886033,330.3679518,2.451797447
SCPT,57353,11,11.5,161,2,1,0.896787264,0.012860253,134.5306261,163.7764144,237.8535396,126.8642418,125.7230487,118.6249127,280.057318,2.87790287
SCPT,57353,11.5,12,160.5,2,1,3.110931445,0.035063315,173.5473199,211.2749981,364.0871206,170.2431192,173.5041861,156.0901375,325.5785379,2.34563369
SCPT,57353,12,12.5,185,2,1,8.734615897,0.064020327,213.102689,259.4293605,533.6823514,212.4262901,207.4920154,192.6088192,358.5480425,1.902418229
SCPT,57353,12.5,13,172.5,2,1,2.007305284,0.036371938,168.0805304,204.6197762,312.692137,162.2969025,181.1409727,150.3720552,332.8890857,2.686010285
SCPT,57353,13,13.5,181,2,1,12.4641793,0.066971657,223.5788634,272.1829642,616.2482954,225.439029,207.7217303,207.9792687,368.8626168,1.700269084
SCPT,57353,13.5,14,226.5,2,1,13.52666946,0.097082388,238.0121435,289.7539138,637.2868499,242.4555316,245.0946614,219.2782854,390.987989,1.751441534
SCPT,57353,14,14.5,217,2,1,11.47548609,0.077903429,231.7778612,282.1643528,600.756344,229.7272888,223.9242275,212.3702313,382.9453564,1.817418395
SCPT,57353,14.5,15,204.3333333,2,1,14.89468402,0.091358336,241.0052569,293.397704,665.9379679,244.140566,235.69612,225.5864185,395.1500617,1.686431273
SCPT,57353,15,15.5,198.5,2,1,20.43520876,0.074989725,239.909809,292.0641153,754.2420101,248.2102152,212.4097387,234.4239453,389.3113505,1.455937725
SCPT,57353,15.5,16,265,2,1,12.00836936,0.086183686,239.1672193,291.160093,618.2302114,236.2474625,233.3257747,221.6491401,398.0987183,1.816561331
SCPT,57353,16,16.5,227,2,1,7.986802334,0.064247216,225.1601852,274.1080515,531.1743705,213.7085962,209.6430534,205.7546162,385.0634587,2.018001692
SCPT,57353,16.5,17,242.3333333,2,1,3.295680046,0.057716622,200.4194108,243.9888479,379.0404033,183.833973,210.2076262,181.0462024,380.1611375,2.602199992
SCPT,57353,17,17.4,211,2,1,2.0771,0.0299,179.2876792,218.2632617,320.6770838,155.7024952,161.7726417,161.0931962,349.1803306,2.782641936
SCPT,192483,0,1,303,8,1,1.340989224,0.051045571,93.25610973,113.5291771,185.0356971,96.58576768,136.3505751,54.81557295,142.274563,2.774682039
SCPT,192483,1,1.5,303,8,1,1.529165803,0.054081703,111.9819197,136.3258153,220.2590946,134.326035,187.1716511,78.13731824,193.8884356,2.7057701
SCPT,192483,1.5,2,273,8,1,1.125734277,0.031071899,106.0478546,129.1017361,205.8340924,129.2208233,161.1230879,78.50455065,196.2205009,2.730257472
SCPT,192483,2,2.5,198,8,1,0.904651029,0.02252797,102.6786183,125.000057,195.8820631,126.7048689,148.8340405,79.47212206,200.318689,2.770906781
SCPT,192483,2.5,3,189,8,1,1.588430782,0.026360587,117.8619063,143.4840598,247.5877865,145.3105755,159.4164163,92.3515196,216.0578651,2.45962545
SCPT,192483,3,3.5,162,8,1,1.55350412,0.043011084,123.9106741,150.8477771,243.26596,159.9317982,208.0636608,100.4504924,240.1980035,2.640249643
SCPT,192483,3.5,4,169,8,1,1.483742298,0.048392042,127.7470241,155.5181163,243.8370072,165.5432691,224.712403,104.8719957,252.8424843,2.713511016
SCPT,192483,4,4.5,172,8,1,0.885617026,0.027289429,113.363847,138.0081615,204.9070468,142.8073773,179.7209431,96.13664083,241.3449161,2.890733257
SCPT,192483,4.5,5,190,8,1,1.012334564,0.031660032,119.8358596,145.8871334,216.4533143,148.0731174,189.4122593,102.3445489,253.3392816,2.879425024
SCPT,192483,5,5.5,178,8,1,0.866997582,0.024986357,117.0218863,142.4614268,208.1065142,140.0525203,171.3745609,100.9125688,251.6844964,2.926316367
SCPT,192483,5.5,6,140,8,1,0.976523924,0.015717411,118.0286247,143.6870214,220.1814657,132.2604706,139.2643741,101.3155951,242.7049495,2.764962515
SCPT,192483,6,6.5,105,8,1,1.072339513,0.013897988,120.9115673,147.1966906,229.9011708,130.889318,130.0253516,104.0342774,244.1227895,2.698051524
SCPT,192483,6.5,7,123,8,1,0.768086779,0.010861615,114.5712732,139.4780717,207.4392472,121.9496566,121.0558974,99.24884909,240.483531,2.852541603
SCPT,192483,7,7.5,119,8,1,1.085833616,0.014593893,125.8297931,153.184096,236.670953,132.2747279,131.4934473,109.0587848,255.1141578,2.717789214
SCPT,192483,7.5,8,127,8,1,1.131624786,0.018445016,130.8631795,159.3116968,242.2650179,137.6864349,144.1536737,113.958291,267.562207,2.758686784
SCPT,192483,8,8.5,144,8,1,1.981573405,0.071226488,161.9341203,197.1371899,294.2597117,181.9203047,253.1284109,140.6173922,325.3721914,2.791048704
SCPT,192483,8.5,9,222,8,1,2.218210637,0.077458559,168.4229358,205.0366175,307.874778,186.4800649,259.2101189,146.2944232,334.1561579,2.764383972
SCPT,192483,9,9.5,229,8,1,2.488421092,0.077632854,174.6155215,212.5754175,325.4337986,189.1515122,254.5982126,151.0817659,339.2786837,2.697171123
SCPT,192483,9.5,10,238,8,1,2.309303026,0.061576508,170.7961621,207.9257626,318.2837052,179.9553454,227.9395617,148.7813989,333.4442464,2.696333226
SCPT,192483,10,10.5,236,8,1,2.240713248,0.053988177,170.2518998,207.2631824,317.8358942,175.5275741,213.7442958,148.5814468,331.8945069,2.68801352
SCPT,192483,10.5,11,242,8,1,2.292072718,0.047520923,171.4236407,208.6896496,324.3362635,172.8184411,200.5817797,149.4640168,330.4500268,2.64385495
SCPT,192483,11,11.5,220,8,1,2.525043469,0.042493676,174.107713,211.9572158,337.6025665,171.8936767,189.1780571,152.0730451,329.687437,2.567010002
SCPT,192483,11.5,12,205,8,1,1.738588254,0.029826517,161.3327921,196.4051382,296.8873965,155.3433906,166.5136831,141.6472638,317.4680766,2.72880714
SCPT,192483,12,12.5,208,8,1,1.64902329,0.023142701,158.5333066,192.9970688,292.9584359,148.5948581,150.1229235,139.2480121,310.3037334,2.714986028
SCPT,192483,12.5,13,217,8,1,1.837839388,0.032436981,166.5933032,202.8092387,303.4996442,157.5313148,170.6908039,147.0859541,327.7893378,2.751465404
SCPT,192483,13,13.5,222,8,1,2.069634322,0.045180416,175.6527172,213.8380904,316.3315757,167.6603642,194.6987541,155.4499731,345.8704995,2.779669883
SCPT,192483,13.5,14,231,8,1,2.073086415,0.041373102,176.2050586,214.5105061,318.7346596,165.47408,186.6427629,155.9537831,345.1601419,2.762994491
SCPT,192483,14,14.5,228,8,1,2.233315799,0.058849313,184.6105335,224.7432582,326.0563538,175.7008934,216.5166353,163.9332863,364.8205806,2.831520277
SCPT,192483,14.5,15,212,8,1,2.568529064,0.062723171,191.5742268,233.2207978,344.6459565,180.8372322,220.3638956,169.7760318,371.4658785,2.766902673
SCPT,192483,15,15.5,214,8,1,2.114141854,0.047946761,183.9309773,223.9159724,324.3454345,169.5044784,199.0195688,162.9461757,361.2357879,2.832404182
SCPT,192483,15.5,16,219,8,1,1.467122562,0.017689601,163.4403175,198.9708213,289.2661669,139.900676,134.2850881,143.5985882,319.0563772,2.83099565
SCPT,192483,16,16.5,208,8,1,1.446553738,0.01887501,165.0531255,200.9342397,288.7088384,140.682376,137.4898294,145.3382593,324.2793677,2.865779914
SCPT,192483,16.5,17,209,8,1,1.501555552,0.020336814,168.1318788,204.6822873,293.5065873,142.7122871,140.8788164,148.2732664,330.0515698,2.868242091
SCPT,192483,17,17.5,210,8,1,1.522717364,0.021504356,170.4073096,207.4523769,295.9460312,143.9755893,143.5872903,150.4883353,334.9743219,2.881632142
SCPT,192483,17.5,18,212,8,1,1.504801108,0.020407535,170.8035865,207.934801,295.7569324,142.6226856,140.6821489,150.7740376,335.0876843,2.889115768
SCPT,192483,18,18.5,214,8,1,1.520191252,0.019851231,172.0251479,209.4219192,297.8841541,142.256038,139.0261196,151.8174679,336.2669079,2.88631252
SCPT,192483,18.5,19,216,8,1,1.588668207,0.018883925,174.0279509,211.8601142,304.0071241,142.1776712,135.9116708,153.2995353,336.4930955,2.854685457
SCPT,192483,19,19.5,226,8,1,1.679478359,0.017370532,175.9710945,214.2256802,311.680093,141.9033366,131.4432256,154.5910737,335.220906,2.807378264
SCPT,192483,19.5,20,242,8,1,1.789964644,0.019416552,180.0453092,219.1855938,319.089183,145.0632774,136.2663089,158.5913768,342.4844837,2.801354793
SCPT,192483,20,20.5,248,8,1,1.870334779,0.020928376,183.4180837,223.2915802,325.4601848,147.4251626,139.5295951,161.7143406,348.1474229,2.793920116
SCPT,192483,20.5,21,244,8,1,2.107351849,0.024152805,189.656036,230.885609,340.2043565,152.876916,146.3042023,167.6182422,357.2050875,2.754685116
SCPT,192483,21,21.5,262,8,1,1.933585808,0.022152377,187.6757237,228.4747941,331.667484,149.1246234,141.8939662,165.4621388,355.1214508,2.801186263
SCPT,192483,21.5,22,244,8,1,2.201699146,0.026902386,194.9891076,237.378044,347.1031964,155.7700383,151.8958952,172.4371615,366.7063915,2.772729017
SCPT,192483,22,22.5,254,8,1,2.110460846,0.029806258,196.6839984,239.4413894,343.1106297,157.055133,158.6547904,173.9497235,373.6522526,2.834597157
SCPT,192483,22.5,23,270,8,1,5.026788657,0.102462489,248.1115363,302.0488268,466.185211,213.8303587,257.8287341,219.7315512,444.0303696,2.581885256
SCPT,192483,23,23.5,268,8,1,2.284116712,0.036850568,204.8492101,249.3816471,355.2575427,163.6068642,171.4963118,181.269782,388.6254818,2.846278267
SCPT,192483,23.5,24,252,8,1,2.128331425,0.026446415,199.0046217,242.266496,348.1393133,154.1957415,149.4167997,175.5976726,374.0353604,2.819943619
SCPT,192483,24,24.5,247,8,1,2.213511479,0.026557572,201.4859916,245.2872941,354.1360686,155.1145243,149.1685369,177.6806209,376.3269455,2.802316613
SCPT,192483,24.5,25,258,8,1,2.219803916,0.025642073,202.3605587,246.3519846,355.7551199,154.4898374,147.1302705,178.2451398,376.5623089,2.799776564
SCPT,192483,25,25.5,259,8,1,2.286497247,0.02808414,205.4542208,250.1181818,359.5993921,156.774898,151.744184,181.3691662,383.0594137,2.810929374
SCPT,192483,25.5,26,266,8,1,2.245779667,0.026886474,205.4962987,250.1694071,358.5068259,155.4441781,149.2422174,181.2327709,382.7391166,2.819965362
SCPT,192483,26,26.5,266,8,1,2.309159557,0.02737352,207.7621875,252.9278804,363.0113229,156.3747309,149.8403097,183.2089806,385.5843713,2.812673617
SCPT,192483,26.5,27,261,8,1,2.380081014,0.028446794,210.3386366,256.0644271,367.6158894,157.7439259,151.5782166,185.5681701,389.4589108,2.80923057
SCPT,192483,27,27.5,274,8,1,2.468973551,0.029146215,213.0505813,259.3659251,373.5669936,159.0510286,152.4507568,187.8921128,392.6323511,2.796338121
SCPT,192483,27.5,28,274,8,1,7.586338763,0.250278777,304.6127605,370.8329258,551.9618539,258.6820427,373.6449202,265.347732,526.0068106,2.657194186
SCPT,192483,28,28.26,346,8,1,10.346,0.377,331.8623888,404.0063864,617.6208329,288.4740823,442.270786,287.8003542,557.3454104,2.569123285
SCPT,126232,0,7,184.3,6,1,4.448672233,0.007264215,141.4764964,172.2322564,387.7343304,143.1169759,101.458848,122.7519322,229.7467748,1.769899555
SCPT,126232,7,8,184.3,6,1,3.144204248,0.006727848,138.6716324,168.8176394,344.0078499,136.7964192,98.53759021,120.3011962,234.4773311,1.976931987
SCPT,126232,8,9,210.8,6,1,0.682147332,0.001009095,106.1438785,129.2186347,194.2301737,86.59711198,63.40286038,85.40047555,187.0063952,2.811089493
SCPT,126232,9,10,149.3,6,1,1.738252374,0.022272591,149.2343088,181.6765499,281.1309282,147.665039,173.518453,130.8053613,290.6229928,2.677661452
SCPT,126232,10,11,139.2,6,1,0.533443933,0.006215015,113.9010533,138.6621518,180.811724,102.39394,106.6853092,101.7725747,249.6787141,3.277129314
SCPT,126232,11,12,120.2,6,1,1.090790975,0.005274594,127.4922344,155.2079376,239.766186,113.993362,94.73503515,114.019124,251.1873268,2.687289353
SCPT,126232,12,13,135.5,6,1,5.248839883,0.020404581,178.7363945,217.5921324,440.2440957,169.5351216,137.5152439,163.7098408,309.4551836,1.950402206
SCPT,126232,13,14,159.2,6,1,5.041819341,0.021099056,181.5742198,221.0468763,436.7598226,170.2379811,140.2610678,166.7495437,316.8266381,1.998686363
SCPT,126232,14,15,134.9,6,1,1.617162105,0.010018775,149.3842927,181.8591389,287.1693136,130.9881455,113.5762925,135.7502583,290.386784,2.59150829
SCPT,126232,15,16,130.1,6,1,0.654242432,0.004638388,127.4174076,155.1168441,207.3530956,103.1256527,90.53630298,113.879347,265.4137032,3.14394651
SCPT,126232,16,17,162.5,6,1,0.484359853,0.00208015,120.8870719,147.1668701,189.3883011,89.24962844,72.13072412,103.8219882,242.4128336,3.283981901
SCPT,126232,17,18,207.4,6,1,0.534979394,0.002191125,124.6174552,151.7082063,196.8255279,91.18367268,73.21910576,107.5195336,247.9010969,3.245639573
SCPT,126232,18,19,174.5,6,1,0.846286393,0.003755026,137.6810511,167.6117144,232.7743458,105.2006075,84.9824624,121.9830794,270.5667505,2.98949968
SCPT,126232,19,20,217.6,6,1,1.076739766,0.010391518,152.2243492,185.3165991,254.805635,122.8896758,115.7267974,139.4477624,313.5481013,3.008464541
SCPT,126232,20,21,221.8,6,1,1.299443169,0.01869772,164.4036743,200.1436035,274.7364799,136.1175431,140.420526,152.5399064,343.2180403,3.001916574
SCPT,126232,21,22,209.3,6,1,1.234562126,0.008375623,158.1969769,192.5876241,272.3100122,122.3233129,106.3950394,143.5439962,312.8244174,2.903688457
SCPT,126232,22,23,342,6,1,1.248869862,0.011823396,164.149677,199.8343894,274.3510425,127.8212644,120.495628,149.8386557,330.9780416,2.99498292
SCPT,126232,23,24,405,6,1,1.180495034,0.009981886,163.9377022,199.5763331,271.5234501,124.051197,113.9209699,148.3377786,327.219491,3.022958756
SCPT,126232,24,25,219.6,6,1,1.033755938,0.004126512,156.0892866,190.0217402,263.5100524,110.4628654,86.72081752,136.8177876,294.5243596,2.960685298
SDMT,156437,0,2,259,6,2,0.086814685,0.000698712,49.84779621,60.68427365,75.54303858,52.33675628,47.48668022,39.71403484,117.8286066,3.716990427
SDMT,156437,2,2.5,259,6,2,0.311702401,0.000387422,66.22841103,80.62589169,126.2144942,65.50212637,44.49717419,48.65455703,117.1945304,2.819927799
SDMT,156437,2.5,3,165,6,2,0.245146841,0.000121549,63.93515146,77.83409743,117.4808223,61.2460954,40.30069799,45.152006,105.890774,2.928785585
SDMT,156437,3,3.5,245,6,2,4.355654885,0.015769555,127.6122329,155.3540227,358.6174212,138.2957983,111.8757361,107.2157583,212.4387571,1.756139351
SDMT,156437,3.5,4,234,6,2,4.839202006,0.01097695,129.7947842,158.0110416,378.6990575,138.9013272,103.0636521,109.9297076,210.3252071,1.676203671
SDMT,156437,4,4.5,185,6,2,4.734829537,0.012143745,133.2265708,162.1888688,380.279328,141.4520279,106.5458602,114.430839,219.9441186,1.711634108
SDMT,156437,4.5,5,155,6,2,1.949521443,0.009872456,117.9371632,143.575677,274.7272838,125.3950452,106.0201254,102.1039484,218.7849316,2.159279419
SDMT,156437,5,5.5,349,6,2,0.949654068,0.004488027,101.9211732,124.07795,211.1247218,105.7116684,85.99633218,88.66482654,201.4721151,2.474222213
SDMT,156437,5.5,6,298,6,2,2.214740106,0.009546502,124.8056618,151.9373274,293.0543523,130.5568261,107.4437899,109.3744529,228.8550987,2.125660961
SDMT,156437,6,6.5,307,6,2,2.008590768,0.011115133,125.6615279,152.9792513,284.4048324,132.1113984,113.3930919,111.7817435,238.2376606,2.211263622
SDMT,156437,6.5,7,261,6,2,1.331854678,0.013016614,121.0051462,147.3106127,245.7531897,130.559168,126.3241632,109.0617053,247.2138263,2.499149032
SDMT,156437,7,7.5,259,6,2,2.386377311,0.012534422,134.7296245,164.0186733,308.9495798,138.5687225,118.5160819,120.6206394,251.5802203,2.165356743
SDMT,156437,7.5,8,198,6,2,3.518802726,0.007542342,140.3342798,170.8417319,360.5912927,138.6522367,101.6877719,124.582975,240.2051007,1.89732041
SDMT,156437,8,8.5,168,6,2,3.611508725,0.019524316,152.4574596,185.6003856,367.2034491,155.505838,136.1016217,137.6972572,276.2109619,2.032383924
SDMT,156437,8.5,9,182,6,2,7.525508526,0.024551321,172.79388,210.3577669,487.6310506,174.4305789,140.1042763,158.5652384,290.4063587,1.687945728
SDMT,156437,9,9.5,314,6,2,4.683274481,0.014270229,158.5774451,193.0508028,409.3682114,155.3520882,120.5221022,143.7812136,273.5009909,1.870872887
SDMT,156437,9.5,10,156,6,2,4.809846574,0.014360207,160.9779956,195.973212,415.7975222,156.6250555,120.8629134,146.540331,277.4521997,1.866306489
SDMT,156437,10,10.5,246,6,2,6.931067686,0.020613407,175.4039274,213.535216,480.1276054,172.5963886,135.7889176,161.3904457,295.3043006,1.739812528
SDMT,156437,10.5,11,111,6,2,8.365364634,0.030301745,187.4116273,228.1532855,518.2375762,186.8343712,155.5809892,173.4929987,314.6750064,1.713691681
SDMT,156437,11,11.5,165,6,2,8.689649973,0.028323672,188.7817738,229.8212899,528.1533417,186.6940172,151.1706484,175.6787982,315.6250829,1.68888616
SDMT,156437,11.5,12,201,6,2,8.921720915,0.024883194,187.8881166,228.7333594,535.9706231,184.518952,143.2241663,176.5845323,313.8523539,1.650660757
SDMT,156437,12,12.5,112,6,2,4.059260525,0.04469083,184.147718,224.1798305,399.0307622,181.9618778,189.1540081,167.4350852,340.2801378,2.253889079
SDMT,156437,12.5,13,102,6,2,4.205606144,0.025865182,177.7937855,216.4446085,405.6201519,168.9123206,150.4008635,162.6227369,320.2381306,2.12683636
SDMT,156437,13,13.5,202,6,2,4.313336488,0.038746413,187.115287,227.7925233,411.6866242,180.4704963,178.1835343,170.5993758,340.8788799,2.20984507
SDMT,156437,13.5,14,210,6,2,9.336890981,0.057064502,214.6517385,261.3151599,553.9655749,210.4994608,196.64799,198.9312067,363.9245889,1.833127745
SDMT,156437,14,15,50,6,2,9.784835391,0.037129303,207.9246081,253.1256098,567.0236747,200.7285726,166.3347864,196.127612,348.9148466,1.72191526
SDMT,156437,15,15.5,40,6,2,12.82375697,0.058176498,226.7920582,276.0946795,631.8384274,223.2375405,197.9447012,214.6594871,375.4071754,1.673238874
