d,vs
1,150
1.5,121
2,119
2.5,139
3,160
3.5,169
4,191
4.5,182
5,182
5.5,186
6,181
6.5,183
7,195
7.5,207
8,199
8.5,200
9,206
9.5,210
10,220
10.5,244
11,223
11.5,229
12,242
12.5,254
13,238
13.5,256
14,325
14.5,282
15,322
15.5,304
16,304
16.5,332
17,344
17.5,350
18,332
18.5,335
19,328
19.5,346
20,338
