TYPE,CODE,CODE_CPT,gwl,a
CPT,26529,,,
CPT,26530,,,
CPT,26531,,,
CPT,26532,,,
CPT,26533,,,
CPT,26534,,,
CPT,26535,,,
CPT,26536,,,
CPT,26537,,,
CPT,26538,,,
CPT,26542,,,
CPT,26543,,,
CPT,26545,,,
CPT,26552,,,
CPT,26553,,,
CPT,26555,,,
CPT,26557,,,
CPT,26558,,,
CPT,26559,,,
CPT,26560,,,
CPT,26572,,,
CPT,26580,,,
CPT,26582,,,
CPT,26589,,,
CPT,26591,,,
CPT,26598,,,
CPT,26599,,,
CPT,26611,,,
CPT,26613,,,
CPT,26620,,,
CPT,26621,,,
CPT,26625,,,
CPT,26626,,,
CPT,26627,,,
CPT,26628,,,
CPT,26629,,,
CPT,26630,,,
CPT,26631,,,
CPT,26632,,,
CPT,26633,,,
CPT,26634,,,
CPT,26636,,,
CPT,26638,,,
CPT,26640,,,
CPT,26641,,,
CPT,26642,,,
CPT,26643,,,
CPT,26655,,,
CPT,26664,,,
CPT,26666,,,
CPT,26669,,,
CPT,26672,,,
CPT,26673,,,
CPT,26679,,,
CPT,26680,,,
CPT,26699,,,0.58
CPT,26701,,,0.58
CPT,26703,,,0.58
CPT,26704,,,0.58
CPT,26706,,,0.58
CPT,26712,,,0.58
CPT,26717,,,0.58
CPT,26718,,,0.8
CPT,26721,,,
CPT,26723,,,
CPT,26725,,,
CPT,26728,,,
CPT,26729,,,
CPT,26731,,,
CPT,26733,,,
CPT,26736,,,
CPT,26737,,,
CPT,26738,,,
CPT,26739,,,
CPT,26740,,,
CPT,26741,,,
CPT,26744,,,
CPT,26745,,,
CPT,26747,,,0.8
CPT,26748,,,0.8
CPT,26749,,,0.58
CPT,26750,,,0.58
CPT,26751,,,0.58
CPT,26753,,,
CPT,26756,,,
CPT,26757,,,
CPT,26761,,,
CPT,26762,,,
CPT,26763,,,
CPT,26764,,,
CPT,26807,,,
CPT,26810,,,
CPT,26812,,,
CPT,26815,,,
CPT,26817,,,
CPT,26819,,,
CPT,26821,,,
CPT,26833,,,
CPT,26835,,,
CPT,26838,,,
CPT,26841,,,
CPT,26842,,,
CPT,26845,,,
CPT,26848,,,
CPT,26880,,,
CPT,26890,,,
CPT,26901,,,
CPT,26912,,,
CPT,26914,,,
CPT,26924,,,
CPT,26927,,,
CPT,26952,,,
CPT,26958,,,
CPT,26968,,,0.58
CPT,26972,,,0.58
CPT,26973,,,0.58
CPT,26975,,,0.58
CPT,26978,,,0.58
CPT,26980,,,0.58
CPT,26983,,,0.58
CPT,26988,,,0.58
CPT,26994,,,0.8
CPT,26998,,,0.58
CPT,27000,,,0.58
CPT,27005,,,0.58
CPT,27011,,,0.58
CPT,27013,,,0.58
CPT,27019,,,
CPT,27021,,,
CPT,27022,,,
CPT,27023,,,
CPT,27024,,,
CPT,27027,,,
CPT,27028,,,0.58
CPT,27030,,,0.58
CPT,27035,,,
CPT,27036,,,
CPT,27037,,,
CPT,27038,,,
CPT,27040,,,
CPT,27041,,,
CPT,27044,,,
CPT,27045,,,
CPT,27046,,,
CPT,27048,,,
CPT,27051,,,
CPT,27053,,,
CPT,27056,,,
CPT,27057,,,
CPT,27062,,,
CPT,27064,,,
CPT,27065,,,
CPT,27066,,,
CPT,27067,,,
CPT,27069,,,
CPT,27070,,,0.58
CPT,27072,,,
CPT,27078,,,
CPT,27079,,,
CPT,27085,,,
CPT,27086,,,
CPT,27090,,,
CPT,27093,,,
CPT,27097,,,
CPT,27098,,,
CPT,27105,,,
CPT,27111,,,
CPT,27112,,,
CPT,27123,,,
CPT,27130,,,
CPT,27131,,,
CPT,27150,,,
CPT,27179,,,
CPT,27180,,,
CPT,27181,,,
CPT,27185,,,
CPT,27188,,,
CPT,27190,,,
CPT,27192,,,
CPT,27206,,,
CPT,27209,,,
CPT,27210,,,
CPT,27211,,,
CPT,27212,,,
CPT,27217,,,
CPT,27221,,,
CPT,27222,,,
CPT,27223,,,
CPT,27225,,,
CPT,27227,,,
CPT,27228,,,
CPT,27229,,,
CPT,27231,,,
CPT,27233,,,
CPT,27234,,,
CPT,27236,,,
CPT,27238,,,
CPT,27240,,,
CPT,27242,,,
CPT,27245,,,
CPT,27246,,,
CPT,27250,,,
CPT,27257,,,
CPT,27258,,,
CPT,27259,,,
CPT,27262,,,
CPT,27264,,,
CPT,27267,,,
CPT,27270,,,
CPT,27272,,,
CPT,27275,,,
CPT,27276,,,
CPT,27277,,,
CPT,27278,,,
CPT,27283,,,
CPT,27284,,,
CPT,27289,,,
CPT,27290,,,
CPT,27298,,,
CPT,27299,,,
CPT,27301,,,
CPT,27302,,,
CPT,27303,,,
CPT,27309,,,
CPT,27310,,,
CPT,27311,,,
CPT,27334,,,
CPT,27335,,,
CPT,27340,,,
CPT,27342,,,
CPT,27348,,,
CPT,27355,,,
CPT,27356,,,
CPT,27357,,,
CPT,27364,,,
CPT,27366,,,
CPT,27371,,,
CPT,27384,,,
CPT,27385,,,
CPT,27386,,,
CPT,27387,,,
CPT,27389,,,
CPT,27393,,,
CPT,27424,,,
CPT,27429,,,
CPT,27434,,,
CPT,27435,,,
CPT,27436,,,
CPT,27437,,,
CPT,27438,,,
CPT,27439,,,
CPT,27461,,,
CPT,27462,,,
CPT,27469,,,
CPT,27471,,,
CPT,27473,,,
CPT,27483,,,
CPT,27484,,,
CPT,27485,,,
CPT,27486,,,
CPT,27487,,,
CPT,27488,,,0.8
CPT,27491,,,0.58
CPT,27495,,,0.58
CPT,27496,,,0.58
CPT,27501,,,
CPT,27503,,,
CPT,27505,,,
CPT,27507,,,
CPT,27508,,,
CPT,27509,,,0.58
CPT,27510,,,
CPT,27511,,,
CPT,27512,,,0.58
CPT,27514,,,
CPT,27516,,,
CPT,27519,,,
CPT,27520,,,
CPT,27523,,,
CPT,27525,,,
CPT,27527,,,
CPT,27528,,,
CPT,27543,,,
CPT,27547,,,
CPT,27574,,,
CPT,27575,,,
CPT,27577,,,
CPT,27578,,,
CPT,27580,,,0.58
CPT,27582,,,0.58
CPT,27583,,,0.58
CPT,27587,,,
CPT,27589,,,
CPT,27591,,,
CPT,27593,,,
CPT,27595,,,
CPT,27599,,,
CPT,27601,,,
CPT,27602,,,
CPT,27603,,,
CPT,27605,,,
CPT,27607,,,
CPT,27610,,,
CPT,27611,,,
CPT,27612,,,
CPT,27616,,,
CPT,27617,,,
CPT,27619,,,
CPT,27620,,,
CPT,27621,,,
CPT,27622,,,
CPT,27623,,,
CPT,27624,,,
CPT,27627,,,
CPT,27628,,,
CPT,27630,,,
CPT,27631,,,
CPT,27634,,,
CPT,27637,,,
CPT,27639,,,
CPT,27641,,,
CPT,27642,,,
CPT,27643,,,
CPT,27646,,,
CPT,27647,,,
CPT,27648,,,
CPT,27649,,,
CPT,27651,,,
CPT,27653,,,
CPT,27654,,,
CPT,27657,,,
CPT,27659,,,
CPT,27660,,,
CPT,27661,,,
CPT,27663,,,
CPT,27665,,,
CPT,27666,,,
CPT,27674,,,
CPT,27677,,,
CPT,27679,,,
CPT,27682,,,
CPT,27684,,,
CPT,27685,,,
CPT,27686,,,
CPT,27687,,,
CPT,27691,,,
CPT,27692,,,
CPT,27694,,,
CPT,27696,,,
CPT,27697,,,
CPT,27699,,,
CPT,27700,,,
CPT,27701,,,
CPT,27702,,,
CPT,27704,,,
CPT,27705,,,
CPT,27708,,,
CPT,27709,,,
CPT,27712,,,
CPT,27713,,,
CPT,27715,,,
CPT,27716,,,
CPT,27718,,,0.58
CPT,27719,,,0.58
CPT,27722,,,
CPT,27725,,,
CPT,27726,,,
CPT,27728,,,
CPT,27730,,,
CPT,27732,,,
CPT,27733,,,
CPT,27734,,,0.58
CPT,27735,,,0.58
CPT,27739,,,0.58
CPT,27740,,,0.58
CPT,27741,,,0.58
CPT,27742,,,0.58
CPT,27743,,,0.58
CPT,27747,,,0.58
CPT,27750,,,
CPT,27751,,,
CPT,27753,,,
CPT,27754,,,
CPT,27756,,,0.58
CPT,27757,,,0.58
CPT,27762,,,0.58
CPT,27765,,,
CPT,27766,,,
CPT,27767,,,0.58
CPT,27768,,,
CPT,27770,,,
CPT,27774,,,
CPT,27775,,,
CPT,27776,,,
CPT,27778,,,
CPT,27779,,,
CPT,27785,,,
CPT,27786,,,
CPT,27787,,,
CPT,27788,,,
CPT,27789,,,
CPT,27790,,,
CPT,27791,,,
CPT,27792,,,
CPT,27797,,,
CPT,27819,,,
CPT,27820,,,
CPT,27837,,,
CPT,27839,,,
CPT,27840,,,
CPT,27841,,,
CPT,27842,,,
CPT,27843,,,
CPT,27844,,,
CPT,27846,,,
CPT,27852,,,
CPT,27853,,,
CPT,27854,,,
CPT,27855,,,
CPT,27857,,,
CPT,27858,,,
CPT,27859,,,
CPT,27861,,,
CPT,27863,,,
CPT,27872,,,
CPT,27874,,,
CPT,27877,,,
CPT,27878,,,
CPT,27880,,,
CPT,27881,,,
CPT,27882,,,
CPT,27883,,,
CPT,27884,,,
CPT,27885,,,
CPT,27886,,,
CPT,27887,,,
CPT,27889,,,
CPT,27890,,,
CPT,27891,,,
CPT,27892,,,
CPT,27894,,,
CPT,27895,,,
CPT,27896,,,
CPT,28520,,,
CPT,28522,,,
CPT,28527,,,
CPT,28528,,,
CPT,28529,,,
CPT,28532,,,
CPT,28535,,,
CPT,28536,,,
CPT,28537,,,
CPT,28548,,,
CPT,28549,,,
CPT,28550,,,
CPT,28551,,,
CPT,28552,,,
CPT,28553,,,
CPT,28556,,,
CPT,28557,,,
CPT,28562,,,
CPT,28565,,,
CPT,28567,,,
CPT,28568,,,
CPT,28571,,,
CPT,28586,,,
CPT,28592,,,
CPT,28597,,,
CPT,28599,,,
CPT,28606,,,
CPT,28607,,,
CPT,28611,,,
CPT,28612,,,
CPT,28625,,,
CPT,28639,,,
CPT,28643,,,
CPT,28644,,,
CPT,28649,,,
CPT,28650,,,
CPT,28658,,,
CPT,28667,,,
CPT,28681,,,
CPT,28682,,,
CPT,28685,,,
CPT,28686,,,
CPT,28688,,,
CPT,28690,,,
CPT,28692,,,
CPT,28697,,,
CPT,28698,,,
CPT,28701,,,
CPT,28707,,,
CPT,28708,,,0.8
CPT,28712,,,
CPT,28713,,,
CPT,28715,,,0.8
CPT,28716,,,
CPT,28719,,,
CPT,28722,,,
CPT,28723,,,
CPT,28727,,,
CPT,28730,,,
CPT,28731,,,
CPT,28732,,,
CPT,28734,,,
CPT,28736,,,
CPT,28737,,,
CPT,28738,,,
CPT,28739,,,
CPT,28772,,,
CPT,28773,,,
CPT,28774,,,
CPT,28775,,,
CPT,28776,,,
CPT,28777,,,
CPT,28800,,,
CPT,28804,,,
CPT,28805,,,
CPT,28806,,,
CPT,28807,,,
CPT,28808,,,
CPT,28809,,,
CPT,28819,,,
CPT,28820,,,
CPT,28822,,,
CPT,28823,,,
CPT,28824,,,
CPT,28825,,,
CPT,28826,,,
CPT,28828,,,
CPT,28829,,,
CPT,28836,,,
CPT,28837,,,
CPT,28838,,,
CPT,28839,,,
CPT,28840,,,
CPT,28841,,,
CPT,28846,,,
CPT,28852,,,
CPT,28853,,,
CPT,28854,,,
CPT,28855,,,
CPT,28856,,,
CPT,28857,,,
CPT,28858,,,
CPT,28859,,,
CPT,28860,,,
CPT,28861,,,
CPT,28862,,,
CPT,28863,,,
CPT,28864,,,
CPT,28865,,,
CPT,28866,,,
CPT,28868,,,
CPT,28869,,,
CPT,28870,,,
CPT,28871,,,
CPT,28872,,,
CPT,28873,,,0.58
CPT,28874,,,0.58
CPT,28875,,,0.58
CPT,28876,,,0.58
CPT,28877,,,0.58
CPT,28878,,,0.58
CPT,28879,,,0.58
CPT,28880,,,0.58
CPT,28881,,,0.58
CPT,28882,,,0.58
CPT,28883,,,0.58
CPT,28885,,,0.58
CPT,28886,,,
CPT,28887,,,
CPT,28888,,,
CPT,28889,,,
CPT,28890,,,
CPT,28891,,,
CPT,28892,,,
CPT,28893,,,
CPT,28894,,,
CPT,28895,,,
CPT,28896,,,
CPT,28897,,,
CPT,28898,,,
CPT,28899,,,
CPT,28900,,,
CPT,28901,,,
CPT,28902,,,
CPT,28903,,,
CPT,28904,,,
CPT,28905,,,
CPT,28906,,,
CPT,28907,,,
CPT,28908,,,
CPT,28909,,,
CPT,28910,,,
CPT,28911,,,
CPT,28912,,,
CPT,28913,,,
CPT,28914,,,
CPT,28915,,,
CPT,28916,,,
CPT,28917,,,
CPT,28918,,,
CPT,28919,,,
CPT,28920,,,
CPT,28921,,,
CPT,28922,,,
CPT,28923,,,
CPT,28924,,,
CPT,28925,,,
CPT,28926,,,
CPT,28927,,,
CPT,28928,,,
CPT,28935,,,
CPT,28936,,,
CPT,28939,,,
CPT,28946,,,
CPT,28948,,,
CPT,28949,,,
CPT,28951,,,
CPT,28952,,,
CPT,28953,,,
CPT,28954,,,
CPT,28955,,,
CPT,28956,,,
CPT,28957,,,
CPT,28964,,,
CPT,28965,,,
CPT,28966,,,
CPT,28967,,,
CPT,28968,,,
CPT,28969,,,
CPT,28970,,,
CPT,28971,,,
CPT,28972,,,
CPT,28973,,,
CPT,28974,,,
CPT,28975,,,
CPT,28976,,,
CPT,28977,,,
CPT,28978,,,
CPT,28979,,,
CPT,28980,,,
CPT,28981,,,
CPT,28982,,,
CPT,28983,,,
CPT,28984,,,
CPT,28985,,,
CPT,28986,,,
CPT,28987,,,
CPT,28988,,,
CPT,28989,,,
CPT,28990,,,
CPT,28991,,,
CPT,28992,,,
CPT,28993,,,
CPT,28994,,,
CPT,28995,,,
CPT,28996,,,
CPT,28997,,,
CPT,28998,,,
CPT,28999,,,
CPT,29000,,,
CPT,29001,,,
CPT,29002,,,
CPT,29003,,,
CPT,29004,,,
CPT,29005,,,
CPT,29006,,,
CPT,29007,,,
CPT,29008,,,
CPT,29009,,,
CPT,29010,,,
CPT,29011,,,
CPT,29012,,,
CPT,29013,,,
CPT,29014,,,
CPT,29015,,,
CPT,29016,,,
CPT,29017,,,
CPT,29026,,,
CPT,29027,,,
CPT,29028,,,
CPT,29029,,,
CPT,29059,,,
CPT,29060,,,
CPT,29061,,,
CPT,29063,,,
CPT,29064,,,
CPT,29066,,,
CPT,29067,,,
CPT,29068,,,
CPT,29069,,,
CPT,29070,,,
CPT,29071,,,
CPT,29072,,,
CPT,29073,,,
CPT,29074,,,
CPT,29075,,,
CPT,29076,,,
CPT,29095,,,0.8
CPT,29099,,,
CPT,29102,,,
CPT,29103,,,
CPT,29104,,,
CPT,29109,,,
CPT,29110,,,
CPT,29111,,,
CPT,29112,,,
CPT,29136,,,
CPT,29138,,,
CPT,29144,,,
CPT,29145,,,
CPT,29154,,,
CPT,29155,,,
CPT,29156,,,
CPT,29157,,,
CPT,29238,,,
CPT,29244,,,
CPT,29245,,,
CPT,29249,,,
CPT,29252,,,0.58
CPT,29253,,,0.58
CPT,29254,,,0.58
CPT,29255,,,
CPT,29257,,,0.58
CPT,29259,,,0.58
CPT,29260,,,0.58
CPT,29264,,,
CPT,29265,,,
CPT,29266,,,
CPT,29267,,,
CPT,29270,,,
CPT,29271,,,
CPT,29272,,,
CPT,29273,,,
CPT,29274,,,
CPT,29275,,,
CPT,29276,,,
CPT,29277,,,
CPT,29278,,,
CPT,29279,,,
CPT,29281,,,
CPT,29284,,,
CPT,29285,,,
CPT,29286,,,
CPT,29287,,,
CPT,29315,,,
CPT,29317,,,
CPT,29318,,,
CPT,29320,,,
CPT,29322,,,0.8
CPT,29323,,,0.8
CPT,29325,,,0.58
CPT,29389,,,
CPT,29390,,,
CPT,29391,,,
CPT,29392,,,
CPT,29393,,,
CPT,29394,,,
CPT,29395,,,
CPT,29396,,,
CPT,29397,,,
CPT,29398,,,
CPT,29399,,,
CPT,29400,,,
CPT,29401,,,
CPT,29402,,,
CPT,29403,,,
CPT,29404,,,
CPT,29405,,,
CPT,29406,,,
CPT,29407,,,
CPT,29408,,,
CPT,29409,,,
CPT,29410,,,
CPT,29411,,,
CPT,29412,,,
CPT,29413,,,
CPT,29414,,,
CPT,29415,,,
CPT,29416,,,
CPT,29417,,,
CPT,29418,,,
CPT,29419,,,
CPT,29420,,,
CPT,29421,,,
CPT,29422,,,
CPT,29423,,,
CPT,29438,,,
CPT,29439,,,
CPT,29440,,,
CPT,29441,,,
CPT,29442,,,
CPT,29443,,,
CPT,29444,,,
CPT,29445,,,
CPT,29458,,,0.8
CPT,29459,,,0.8
CPT,29461,,,
CPT,29462,,,
CPT,29463,,,
CPT,29464,,,
CPT,29467,,,
CPT,29497,,,
CPT,29503,,,
CPT,29505,,,
CPT,29507,,,
CPT,29511,,,
CPT,29521,,,
CPT,29522,,,
CPT,29529,,,
CPT,29530,,,
CPT,29538,,,
CPT,29539,,,
CPT,29540,,,0.8
CPT,29541,,,
CPT,29544,,,
CPT,29545,,,
CPT,29546,,,
CPT,29547,,,0.58
CPT,29550,,,0.8
CPT,29554,,,0.8
CPT,29566,,,
CPT,29568,,,
CPT,29569,,,
CPT,29570,,,
CPT,29574,,,
CPT,29575,,,
CPT,29576,,,
CPT,29579,,,
CPT,29581,,,
CPT,29583,,,
CPT,29585,,,
CPT,29590,,,
CPT,29591,,,
CPT,29594,,,
CPT,29595,,,
CPT,29596,,,
CPT,29597,,,
CPT,29602,,,
CPT,29603,,,
CPT,29604,,,
CPT,29606,,,
CPT,29608,,,
CPT,29610,,,
CPT,29612,,,
CPT,29615,,,
CPT,29616,,,
CPT,29617,,,
CPT,29618,,,
CPT,29620,,,
CPT,29621,,,
CPT,29622,,,
CPT,29623,,,
CPT,29624,,,
CPT,29625,,,
CPT,29628,,,
CPT,29630,,,
CPT,29631,,,
CPT,29632,,,
CPT,29633,,,
CPT,29634,,,
CPT,29635,,,
CPT,29636,,,
CPT,29637,,,
CPT,29638,,,
CPT,29639,,,
CPT,29640,,,
CPT,29641,,,
CPT,29642,,,
CPT,29643,,,
CPT,29644,,,
CPT,29645,,,
CPT,29646,,,
CPT,29647,,,
CPT,29648,,,
CPT,29649,,,
CPT,29652,,,
CPT,29653,,,
CPT,29654,,,
CPT,29655,,,
CPT,29658,,,
CPT,29659,,,
CPT,29660,,,
CPT,29661,,,
CPT,29662,,,
CPT,29663,,,
CPT,29664,,,
CPT,29665,,,
CPT,29666,,,
CPT,29667,,,
CPT,29674,,,
CPT,29675,,,
CPT,29677,,,
CPT,29678,,,
CPT,29684,,,
CPT,29685,,,
CPT,29687,,,
CPT,29688,,,
CPT,29691,,,
CPT,29692,,,
CPT,29695,,,
CPT,29696,,,
CPT,29699,,,
CPT,29702,,,
CPT,29703,,,
CPT,29706,,,
CPT,29707,,,
CPT,29710,,,
CPT,29711,,,
CPT,29712,,,
CPT,29713,,,
CPT,29714,,,
CPT,29715,,,
CPT,29716,,,
CPT,29717,,,
CPT,29718,,,
CPT,29719,,,
CPT,29720,,,0.8
CPT,29722,,,0.8
CPT,29867,,,
CPT,29869,,,
CPT,29870,,,
CPT,29871,,,
CPT,29879,,,
CPT,29880,,,
CPT,29882,,,
CPT,29883,,,
CPT,29885,,,
CPT,29886,,,
CPT,29888,,,
CPT,29889,,,
CPT,29891,,,
CPT,29892,,,
CPT,29893,,,
CPT,29894,,,
CPT,29895,,,
CPT,29896,,,
CPT,29897,,,
CPT,29898,,,
CPT,29899,,,
CPT,29900,,,
CPT,29901,,,
CPT,29902,,,
CPT,29904,,,
CPT,29905,,,
CPT,29907,,,
CPT,29910,,,
CPT,29911,,,
CPT,29912,,,
CPT,29913,,,
CPT,29914,,,
CPT,29915,,,
CPT,29916,,,
CPT,29917,,,
CPT,29918,,,
CPT,29920,,,
CPT,29922,,,
CPT,29923,,,
CPT,29924,,,
CPT,29926,,,
CPT,29928,,,
CPT,29931,,,
CPT,29932,,,
CPT,29933,,,
CPT,29935,,,
CPT,29937,,,
CPT,29938,,,
CPT,29939,,,
CPT,29941,,,
CPT,29942,,,
CPT,29943,,,
CPT,29944,,,
CPT,29946,,,
CPT,29948,,,
CPT,29950,,,
CPT,29951,,,
CPT,29952,,,
CPT,29953,,,
CPT,29954,,,
CPT,29955,,,
CPT,29956,,,
CPT,29957,,,
CPT,29958,,,
CPT,29959,,,
CPT,29960,,,
CPT,29961,,,
CPT,29962,,,
CPT,29963,,,
CPT,29964,,,
CPT,29965,,,
CPT,29968,,,
CPT,29970,,,
CPT,29972,,,
CPT,29973,,,
CPT,29974,,,
CPT,29978,,,
CPT,29979,,,
CPT,29980,,,
CPT,29982,,,
CPT,29983,,,
CPT,29985,,,
CPT,29986,,,
CPT,29987,,,
CPT,29988,,,
CPT,29989,,,
CPT,29990,,,
CPT,29991,,,
CPT,29992,,,
CPT,29995,,,
CPT,29996,,,
CPT,29997,,,
CPT,29998,,,
CPT,29999,,,
CPT,30002,,,
CPT,30003,,,
CPT,30004,,,
CPT,30005,,,
CPT,30006,,,
CPT,30007,,,
CPT,30008,,,
CPT,30009,,,
CPT,30010,,,
CPT,30011,,,
CPT,30012,,,
CPT,30013,,,
CPT,30015,,,
CPT,30017,,,
CPT,30018,,,
CPT,30019,,,
CPT,30025,,,
CPT,30030,,,
CPT,30031,,,
CPT,30032,,,
CPT,30033,,,
CPT,30034,,,
CPT,30035,,,
CPT,30036,,,
CPT,30037,,,
CPT,30038,,,
CPT,30039,,,
CPT,30040,,,
CPT,30041,,,
CPT,30042,,,
CPT,30043,,,
CPT,30044,,,
CPT,30045,,,
CPT,30046,,,
CPT,30047,,,
CPT,30048,,,
CPT,30049,,,
CPT,30050,,,
CPT,30051,,,
CPT,30052,,,
CPT,30053,,,
CPT,30054,,,
CPT,30055,,,
CPT,30056,,,
CPT,30057,,,
CPT,30058,,,
CPT,30059,,,
CPT,30060,,,
CPT,30061,,,
CPT,30062,,,
CPT,30063,,,
CPT,30064,,,
CPT,30065,,,
CPT,30066,,,
CPT,30067,,,
CPT,30068,,,
CPT,30069,,,
CPT,30070,,,
CPT,30071,,,
CPT,30072,,,
CPT,30073,,,
CPT,30074,,,
CPT,30075,,,
CPT,30076,,,
CPT,30085,,,
CPT,30086,,,
CPT,30087,,,
CPT,30088,,,
CPT,30090,,,
CPT,30091,,,
CPT,30093,,,
CPT,30094,,,
CPT,30095,,,
CPT,30096,,,
CPT,30097,,,
CPT,30098,,,
CPT,30099,,,
CPT,30100,,,
CPT,30101,,,
CPT,30102,,,
CPT,30103,,,
CPT,30116,,,
CPT,30132,,,0.8
CPT,30133,,,0.8
CPT,30134,,,0.8
CPT,30135,,,0.8
CPT,30136,,,
CPT,30137,,,
CPT,30138,,,
CPT,30139,,,
CPT,30140,,,
CPT,30141,,,
CPT,30142,,,
CPT,30143,,,
CPT,30152,,,0.8
CPT,30153,,,0.8
CPT,30154,,,0.8
CPT,30155,,,0.8
CPT,30158,,,
CPT,30232,,,0.58
CPT,30234,,,0.58
CPT,30236,,,0.58
CPT,30237,,,0.58
CPT,30239,,,0.58
CPT,30240,,,0.58
CPT,30242,,,
CPT,30243,,,0.58
CPT,30247,,,0.58
CPT,30249,,,0.58
CPT,30253,,,0.58
CPT,30257,,,0.58
CPT,30304,,,
CPT,30327,,,0.8
CPT,30383,,,
CPT,30386,,,
CPT,30387,,,
CPT,30388,,,
CPT,30391,,,0.58
CPT,30393,,,0.58
CPT,30399,,,0.58
CPT,30400,,,0.58
CPT,30406,,,
CPT,30407,,,
CPT,30409,,,
CPT,30410,,,0.8
CPT,30413,,,
CPT,30414,,,
CPT,30415,,,
CPT,30416,,,
CPT,30417,,,
CPT,30418,,,
CPT,30419,,,
CPT,30420,,,
CPT,30421,,,
CPT,30422,,,
CPT,30423,,,
CPT,30424,,,
CPT,30425,,,
CPT,30430,,,
CPT,30433,,,
CPT,30434,,,
CPT,30436,,,
CPT,30437,,,
CPT,30438,,,
CPT,30439,,,
CPT,30440,,,
CPT,30443,,,
CPT,30444,,,
CPT,30445,,,
CPT,30447,,,
CPT,30448,,,
CPT,30449,,,
CPT,30450,,,
CPT,30451,,,
CPT,30452,,,
CPT,30453,,,
CPT,30454,,,0.58
CPT,30455,,,0.58
CPT,30456,,,0.58
CPT,30460,,,0.58
CPT,30463,,,0.58
CPT,30465,,,0.58
CPT,30466,,,0.58
CPT,30468,,,
CPT,30474,,,
CPT,30475,,,
CPT,30484,,,
CPT,30485,,,
CPT,30486,,,0.8
CPT,30487,,,0.8
CPT,30488,,,0.8
CPT,30489,,,0.58
CPT,30490,,,
CPT,30508,,,
CPT,30519,,,0.58
CPT,30578,,,0.58
CPT,30579,,,0.8
CPT,30580,,,
CPT,30581,,,
CPT,30582,,,0.58
CPT,30585,,,0.58
CPT,30586,,,0.58
CPT,30588,,,0.58
CPT,30589,,,0.58
CPT,30590,,,0.58
CPT,30592,,,
CPT,30593,,,0.58
CPT,30595,,,0.58
CPT,30596,,,0.58
CPT,30597,,,0.79
CPT,30598,,,0.8
CPT,30599,,,0.8
CPT,30600,,,0.8
CPT,30601,,,0.58
CPT,30602,,,0.8
CPT,30603,,,0.58
CPT,30604,,,0.58
CPT,30605,,,0.8
CPT,30610,,,0.58
CPT,30614,,,
CPT,30615,,,
CPT,30616,,,
CPT,30617,,,
CPT,30618,,,
CPT,30619,,,
CPT,30620,,,
CPT,30621,,,
CPT,30622,,,
CPT,30623,,,
CPT,30624,,,
CPT,30625,,,
CPT,30626,,,
CPT,30627,,,
CPT,30628,,,
CPT,30629,,,
CPT,30630,,,
CPT,30631,,,
CPT,30632,,,
CPT,30633,,,
CPT,30634,,,
CPT,30635,,,
CPT,30636,,,
CPT,30637,,,
CPT,30638,,,
CPT,30639,,,
CPT,30640,,,
CPT,30641,,,
CPT,30787,,,
CPT,30792,,,0.58
CPT,30793,,,0.58
CPT,30794,,,0.58
CPT,30795,,,0.58
CPT,30796,,,0.8
CPT,30797,,,0.8
CPT,30798,,,0.8
CPT,30799,,,0.8
CPT,30800,,,0.8
CPT,30801,,,0.8
CPT,30802,,,0.58
CPT,30804,,,0.58
CPT,30805,,,0.8
CPT,30807,,,0.8
CPT,30811,,,
CPT,30812,,,
CPT,30813,,,
CPT,30814,,,
CPT,30815,,,
CPT,30816,,,
CPT,30817,,,
CPT,30818,,,
CPT,30819,,,
CPT,30820,,,
CPT,30821,,,
CPT,30822,,,
CPT,30823,,,
CPT,30824,,,
CPT,30825,,,
CPT,30826,,,
CPT,30827,,,
CPT,30828,,,
CPT,30829,,,
CPT,30830,,,
CPT,30831,,,
CPT,30832,,,
CPT,30833,,,
CPT,30834,,,
CPT,30835,,,
CPT,30836,,,0.8
CPT,30837,,,0.8
CPT,30838,,,0.8
CPT,30839,,,0.58
CPT,30840,,,
CPT,30841,,,
CPT,30842,,,
CPT,30843,,,
CPT,30844,,,0.8
CPT,30845,,,
CPT,30846,,,
CPT,30847,,,
CPT,30848,,,
CPT,30849,,,
CPT,30850,,,0.8
CPT,30852,,,
CPT,30853,,,
CPT,30854,,,
CPT,30855,,,
CPT,30858,,,0.8
CPT,30860,,,
CPT,30861,,,
CPT,30862,,,
CPT,30864,,,
CPT,30865,,,
CPT,30867,,,
CPT,30868,,,
CPT,30869,,,
CPT,30870,,,
CPT,30871,,,
CPT,30872,,,
CPT,30873,,,
CPT,30874,,,
CPT,30875,,,
CPT,30876,,,
CPT,30877,,,0.58
CPT,30878,,,
CPT,30879,,,
CPT,30880,,,
CPT,30881,,,
CPT,30882,,,
CPT,30884,,,
CPT,30885,,,
CPT,30891,,,
CPT,30893,,,0.58
CPT,30894,,,0.58
CPT,30895,,,0.58
CPT,30896,,,0.58
CPT,30899,,,0.8
CPT,30900,,,0.79
CPT,30903,,,
CPT,30904,,,0.58
CPT,30905,,,
CPT,30907,,,
CPT,30908,,,
CPT,30911,,,0.58
CPT,30912,,,0.58
CPT,30913,,,
CPT,30914,,,
CPT,30916,,,0.58
CPT,30918,,,0.58
CPT,30919,,,0.8
