File Name,,Depth,qc,fs,Measure Vs,Qc,Fs,u,Subset_Region,Subset_Geology,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,A07H,A07P,A07T,R09,H06,MC15,MC18
SCPT_140250_Raw01_result.csv,140250,2.22,2.0992,0.0195,139.1,2.0992,0.0195,-0.0665,7,2,115.1016719,140.1237744,260.7685965,137.0620884,133.1013201,88.42041978,197.3670981,2.270994898,0.189377258,-0.007333036,-0.628440312,0.014759076,0.044082455,0.453090163,-0.349872338
SCPT_140250_Raw01_result.csv,140250,2.23,2.0541,0.0194,139.1,2.0541,0.0194,-0.0653,7,2,114.7373875,139.6802979,258.7270768,136.7313774,133.1603943,88.2168663,197.4278929,2.283129236,0.192547169,-0.004163126,-0.62058065,0.017174847,0.043638725,0.455394926,-0.350180319
SCPT_140250_Raw01_result.csv,140250,2.24,2.0641,0.0193,139.1,2.0641,0.0193,-0.0641,7,2,114.8355889,139.7998473,259.3362754,136.8521374,132.9696194,88.35054939,197.5258601,2.278944493,0.191691655,-0.005018639,-0.622932481,0.016292045,0.045072422,0.453880682,-0.350676414
SCPT_140250_Raw01_result.csv,140250,2.25,2.0742,0.0179,139.1,2.0742,0.0179,-0.05,7,2,114.2216401,139.0524314,260.0667195,135.6213411,129.0532254,87.97066102,195.8292322,2.258136321,0.197052327,0.000342033,-0.625745113,0.025326353,0.074968179,0.458189738,-0.342049916
SCPT_140250_Raw01_result.csv,140250,2.26,2.1114,0.0164,139.1,2.1114,0.0164,-0.0484,7,2,113.692522,138.4082876,261.9762273,134.4043888,124.6449878,87.66579245,193.8566541,2.227876903,0.20169547,0.004985176,-0.633060665,0.034340016,0.1097235,0.461661327,-0.33192589
SCPT_140250_Raw01_result.csv,140250,2.27,2.1845,0.0117,139.1,2.1845,0.0117,-0.0471,7,2,111.0313782,135.1686344,265.5469837,129.286919,109.9341028,85.76678544,185.7845798,2.137473881,0.225380251,0.028669957,-0.646598689,0.073158986,0.235311978,0.483561284,-0.28939473
SCPT_140250_Raw01_result.csv,140250,2.28,2.4646,0.0104,139.1,2.4646,0.0104,-0.0451,7,2,111.8739899,136.1944224,278.2583661,129.7190178,105.3088171,86.52646588,183.3287298,2.043768538,0.217819952,0.021109657,-0.693356958,0.069822389,0.27829595,0.474742768,-0.27608778
SCPT_140250_Raw01_result.csv,140250,2.29,2.6879,0.0103,139.1,2.6879,0.0103,-0.0445,7,2,113.1304736,137.7240548,287.7929802,131.2715849,104.8376004,87.65023084,183.4191298,1.991202002,0.206651313,0.009941019,-0.727048304,0.057924754,0.282780609,0.461838854,-0.276580762
SCPT_140250_Raw01_result.csv,140250,2.3,3.0451,0.0103,139.1,3.0451,0.0103,-0.0439,7,2,115.0734188,140.0893794,302.0196174,133.5558924,104.5043244,89.34747334,183.7910626,1.920527709,0.18962275,-0.007087545,-0.775298875,0.040673039,0.285964647,0.442660136,-0.278606484
SCPT_140250_Raw01_result.csv,140250,2.31,3.041,0.0103,139.1,3.041,0.0103,-0.0433,7,2,115.1621237,140.197368,301.997802,133.5932096,104.5480524,89.4379441,183.9910708,1.922110705,0.188852192,-0.007858102,-0.77522664,0.040393666,0.285546301,0.441648076,-0.279694129
