Depth,Qc,Fs,u
1.5,0.174,0,-0.0015
1.51,0.3246,0,0.0013
1.52,0.3671,0.0004,0.0021
1.53,0.2783,0.0009,0.0003
1.54,0.0581,0.0018,-0.0005
1.55,0.0311,0.0036,-0.0009
1.56,0.0185,0.0053,-0.001
1.57,0.0132,0.0056,-0.001
1.58,0.0079,0.0058,-0.0011
1.59,0.0079,0.0048,-0.0011
1.6,0.0076,0.0039,-0.0011
1.61,0.0077,0.0002,-0.0011
1.62,0.0077,0.0002,-0.0011
1.63,0.0079,0.0002,-0.0011
1.64,0.0078,0.0001,-0.0011
1.65,0.0078,0.0001,-0.001
1.66,0.0078,0.0001,-0.001
1.67,0.0079,0.0001,-0.0009
1.68,0.0234,0.0001,-0.0007
1.69,0.0118,0.0001,-0.0007
1.7,0.0137,0.0001,-0.0001
1.71,0.0156,0.0001,0.0005
1.72,0.0144,0.0001,0.0007
1.73,0.015,0.0001,0.0011
1.74,0.0156,0.0001,0.0015
1.75,0.0156,0.0001,0.0015
1.76,0.0195,0.0001,0.0003
1.77,0.0234,0.0001,0.0001
1.78,0.0234,0,0.0001
1.79,0.0311,0,-0.0023
1.8,0.0311,0,-0.0023
1.81,0.0272,0,-0.0031
1.82,0.0234,0,-0.0038
1.83,0.0214,0.0001,-0.0037
1.84,0.0195,0.0001,-0.0037
1.85,0.0195,0.0001,-0.0035
1.86,0.0176,0.0001,-0.0027
1.87,0.0156,0.0001,-0.0009
1.88,0.0079,0.0001,0.0015
1.89,0.007,0.0001,0.0027
1.9,0.0066,0.0001,0.0027
1.91,0.0069,0,0.0045
1.92,0.0072,0,0.0047
1.93,0.0079,0,0.0057
1.94,0.0195,0,0.0057
1.95,0.0272,0.0001,0.0067
1.96,0.0234,0.0001,0.0063
1.97,0.0236,0.0001,0.0064
1.98,0.0237,0.0001,0.0065
1.99,0.0243,0,0.0067
2,0.0255,0,0.0067
2.01,0.0311,0,0.0035
2.02,0.0311,0,0.0021
2.03,0.035,0,-0.0005
2.04,0.0388,0,-0.0009
2.05,0.0659,0,-0.001
2.06,0.0736,0,-0.001
2.07,0.0736,0,-0.001
2.08,0.0755,0,-0.0009
2.09,0.0774,0,-0.0009
2.1,0.0813,0,-0.0008
2.11,0.0852,0,-0.0007
2.12,0.089,0,-0.0008
2.13,0.089,0,-0.0008
2.14,0.0929,-0.0001,-0.0008
2.15,0.0968,-0.0001,-0.0008
2.16,0.1083,-0.0001,-0.0005
2.17,0.1161,-0.0001,-0.0005
2.18,0.1199,-0.0001,-0.0006
2.19,0.1199,-0.0001,-0.0006
2.2,0.1209,-0.0001,-0.0006
2.21,0.1219,-0.0001,-0.0006
2.22,0.1238,-0.0001,-0.0005
2.23,0.1262,-0.0001,-0.0005
2.24,0.1286,-0.0001,-0.0005
2.25,0.1354,-0.0001,-0.0005
2.26,0.1354,-0.0002,-0.0004
2.27,0.1392,-0.0002,-0.0004
2.28,0.147,-0.0002,-0.0003
2.29,0.1431,-0.0002,-0.0004
2.3,0.1451,-0.0002,-0.0003
2.31,0.147,-0.0002,-0.0003
2.32,0.1547,-0.0002,-0.0003
2.33,0.1547,-0.0003,-0.0002
2.34,0.1586,-0.0003,-0.0002
2.35,0.1663,-0.0003,-0.0001
2.36,0.1682,-0.0003,-0.0004
2.37,0.1701,-0.0003,-0.0005
2.38,0.1684,-0.0003,-0.0005
2.39,0.1687,-0.0003,-0.0004
2.4,0.169,-0.0003,-0.0004
2.41,0.1701,-0.0003,-0.0001
2.42,0.1711,-0.0003,-0.0002
2.43,0.1721,-0.0003,0
2.44,0.1779,-0.0002,0.0001
2.45,0.1895,-0.0002,0.0001
2.46,0.1933,-0.0002,0.0001
2.47,0.2049,-0.0002,0.0001
2.48,0.201,-0.0002,0.0001
2.49,0.2126,-0.0001,0.0001
2.5,0.2126,0,0.0001
2.51,0.2435,0.0003,0.0001
2.52,0.2783,0.001,0.0001
2.53,0.2976,0.0014,0.0001
2.54,0.3131,0.0014,0.0001
2.55,0.3092,0.0013,0
2.56,0.2744,0.0012,0
2.57,0.2744,0.0011,0
2.58,0.2628,0.0011,0
2.59,0.2455,0.001,0
2.6,0.2281,0.001,0
2.61,0.2281,0.001,0
2.62,0.2165,0.001,0.0001
2.63,0.2088,0.0008,0.0002
2.64,0.2088,0.0004,0.0005
2.65,0.176,0.0002,0.0015
2.66,0.1692,0.0002,0.0013
2.67,0.1658,0.0002,0.0011
2.68,0.1651,0.0002,0.0011
2.69,0.165,0.0002,0.0011
2.7,0.1656,0.0002,0.0011
2.71,0.1663,0.0002,0.0011
2.72,0.1856,0.0002,0.0011
2.73,0.1856,0.0037,0.0011
2.74,0.2204,0.0047,0.0013
2.75,0.2397,0.0056,0.0013
2.76,0.2706,0.0057,0.0015
2.77,0.3285,0.0056,0.0015
2.78,0.3633,0.0056,0.0015
2.79,0.3324,0.0056,0.0015
2.8,0.3324,0.0056,0.0016
2.81,0.2609,0.0056,0.0016
2.82,0.1895,0.0055,0.0016
2.83,0.1624,0.005,0.0017
2.84,0.147,0.0043,0.0019
2.85,0.1315,0.0043,0.0018
2.86,0.1311,0.0039,0.0017
2.87,0.1313,0.0025,0.0017
2.88,0.1314,0.0016,0.0017
2.89,0.1317,0.0012,0.0017
2.9,0.1354,0.0012,0.0017
2.91,0.1624,0.0014,0.0017
2.92,0.1779,0.0015,0.0016
2.93,0.1972,0.0018,0.0016
2.94,0.2088,0.0028,0.0015
2.95,0.2319,0.0045,0.0016
2.96,0.2783,0.0065,0.0016
2.97,0.2783,0.0065,0.0016
2.98,0.3826,0.0102,0.0017
2.99,0.4598,0.0129,0.0016
3,0.568,0.015,0.0015
3.01,0.6645,0.0173,0.0017
3.02,0.7727,0.0184,0.0009
3.03,0.8499,0.0195,0.0009
3.04,0.8499,0.0195,0.0009
3.05,0.9195,0.0216,0.0009
3.06,0.9774,0.0257,0.0012
3.07,0.9929,0.0378,0.0023
3.08,1.0238,0.0371,0.0061
3.09,1.0585,0.0364,0.008
3.1,1.128,0.0348,0.0086
3.11,1.128,0.0315,0.0086
3.12,1.2207,0.0278,0.0104
3.13,1.2903,0.0261,0.0112
3.14,1.4506,0.0256,0.0146
3.15,1.6109,0.0251,0.0088
3.16,2.055,0.0246,0.006
3.17,2.0937,0.0242,0.0053
3.18,1.7306,0.0236,0.005
3.19,0.8731,0.0233,0.0052
3.2,0.8731,0.0233,0.0054
3.21,0.7688,0.0233,0.0057
3.22,0.6916,0.0233,0.0122
3.23,0.6916,0.0233,0.0122
3.24,0.6646,0.0268,0.0214
3.25,0.6511,0.0286,0.0238
3.26,0.6445,0.0269,0.0254
3.27,0.6488,0.0291,0.0272
3.28,0.653,0.0299,0.0272
3.29,0.6993,0.0306,0.0278
3.3,0.6993,0.0306,0.0278
3.31,0.8499,0.0321,0.0262
3.32,0.9504,0.0339,0.0244
3.33,1.0199,0.0339,0.0229
3.34,1.016,0.0343,0.0215
3.35,0.9426,0.0346,0.0218
3.36,0.8731,0.0345,0.0212
3.37,0.8731,0.0345,0.0211
3.38,0.7766,0.0344,0.0211
3.39,0.7495,0.0343,0.0211
3.4,0.7495,0.0343,0.0212
3.41,0.7032,0.0332,0.0216
3.42,0.6954,0.0311,0.0224
3.43,0.6761,0.0283,0.0228
3.44,0.6761,0.0282,0.0228
3.45,0.6722,0.0282,0.0224
3.46,0.6684,0.0282,0.0222
3.47,0.6684,0.0281,0.0221
3.48,0.6568,0.028,0.022
3.49,0.6336,0.0279,0.022
3.5,0.6375,0.0275,0.022
3.51,0.6221,0.0266,0.022
3.52,0.5873,0.026,0.022
3.53,0.5834,0.0257,0.0221
3.54,0.568,0.0256,0.0222
3.55,0.5603,0.0256,0.0222
3.56,0.5603,0.0256,0.0226
3.57,0.5603,0.0252,0.0226
3.58,0.5603,0.0249,0.0236
3.59,0.6027,0.0242,0.024
3.6,0.6839,0.0242,0.025
