Depth,Qc,Fs,u
1.5,0.0098,0,0.0001
1.51,0.0953,0,0.0001
1.52,0.2948,0,0.0001
1.53,0.4252,0,0.0001
1.54,0.4292,0,0.0003
1.55,0.1279,0,0.0005
1.56,0.022,0.0038,0.0002
1.57,-0.0106,0.0051,-0.0001
1.58,-0.0126,0.0056,-0.0001
1.59,-0.0136,0.0056,-0.0001
1.6,0.0184,0.0055,0.0004
1.61,0.0505,0.0026,0.0009
1.62,0.0749,0.0007,0.0001
1.63,0.0709,0.0004,0.0001
1.64,0.0953,0.0002,0.0001
1.65,0.1645,0.0004,0.0001
1.66,0.1971,0.0004,-0.0001
1.67,0.2093,0.0004,-0.0002
1.68,0.2215,0.0001,-0.0003
1.69,0.2175,0.0001,-0.0003
1.7,0.1442,0.0002,-0.0003
1.71,0.1279,0.0003,-0.0003
1.72,0.0953,0.0008,-0.0003
1.73,0.0912,0.001,-0.0003
1.74,0.0973,0.001,-0.0003
1.75,0.1034,0.001,-0.0003
1.76,0.1279,0.0009,-0.0003
1.77,0.1279,0.0001,-0.0003
1.78,0.1238,0,-0.0003
1.79,0.1075,0,-0.0003
1.8,0.079,-0.0001,-0.0003
1.81,0.079,-0.0001,-0.0003
1.82,0.081,-0.0001,-0.0003
1.83,0.0831,-0.0001,-0.0003
1.84,0.0872,-0.0001,-0.0003
1.85,0.0953,-0.0001,-0.0003
1.86,0.0953,-0.0001,-0.0003
1.87,0.1034,-0.0001,-0.0003
1.88,0.1116,-0.0001,-0.0002
1.89,0.1116,-0.0001,-0.0001
1.9,0.1096,-0.0001,-0.0002
1.91,0.1075,0.0001,-0.0003
1.92,0.1116,0.0007,-0.0003
1.93,0.1075,0.0015,-0.0003
1.94,0.1055,0.0016,-0.0003
1.95,0.1085,0.0017,-0.0004
1.96,0.1116,0.0017,-0.0005
1.97,0.1197,0.0015,-0.0005
1.98,0.1238,0.0013,-0.0004
1.99,0.1238,0.0008,-0.0003
2,0.1299,0.0007,-0.0003
2.01,0.136,0.0008,-0.0003
2.02,0.1401,0.0008,-0.0002
2.03,0.136,0.0009,-0.0001
2.04,0.134,0.001,-0.0001
2.05,0.1391,0.0011,-0.0002
2.06,0.1442,0.0013,-0.0003
2.07,0.1523,0.0015,-0.0003
2.08,0.1523,0.0014,-0.0004
2.09,0.1401,0.0013,-0.0005
2.1,0.1401,0.0012,-0.0004
2.11,0.136,0.0007,-0.0003
2.12,0.136,0.0005,-0.0003
2.13,0.136,0.0005,-0.0003
2.14,0.132,0.0005,-0.0003
2.15,0.1238,0.0004,-0.0003
2.16,0.1258,0.0003,-0.0003
2.17,0.1279,-0.0001,-0.0003
2.18,0.1279,-0.0001,-0.0003
2.19,0.1116,-0.0002,-0.0003
2.2,0.1075,-0.0002,-0.0003
2.21,0.0994,-0.0002,-0.0003
2.22,0.0953,-0.0002,-0.0003
2.23,0.0953,-0.0002,-0.0003
2.24,0.0973,-0.0002,-0.0003
2.25,0.0994,-0.0002,-0.0003
2.26,0.1075,-0.0002,-0.0003
2.27,0.1034,-0.0002,-0.0003
2.28,0.1055,-0.0002,-0.0003
2.29,0.1075,-0.0002,-0.0003
2.3,0.1075,-0.0002,-0.0003
2.31,0.1034,-0.0002,-0.0003
2.32,0.0994,-0.0002,-0.0003
2.33,0.0994,-0.0002,-0.0003
2.34,0.0994,-0.0002,-0.0003
2.35,0.0994,-0.0002,-0.0003
2.36,0.1034,-0.0002,-0.0003
2.37,0.1014,-0.0002,-0.0003
2.38,0.1024,-0.0002,-0.0003
2.39,0.1034,-0.0002,-0.0003
2.4,0.0994,-0.0002,-0.0003
2.41,0.1034,-0.0002,-0.0004
2.42,0.0953,-0.0002,-0.0004
2.43,0.0912,-0.0002,-0.0003
2.44,0.0872,-0.0002,-0.0003
2.45,0.0668,-0.0002,-0.0003
2.46,0.0668,-0.0002,-0.0003
2.47,0.0627,-0.0002,-0.0003
2.48,0.0586,-0.0002,-0.0003
2.49,0.0627,-0.0002,-0.0003
2.5,0.0546,-0.0002,-0.0003
2.51,0.0505,-0.0002,-0.0002
2.52,0.0485,-0.0002,-0.0001
2.53,0.0464,-0.0002,-0.0001
2.54,0.0464,-0.0002,-0.0001
2.55,0.0424,-0.0002,-0.0001
2.56,0.0383,-0.0002,-0.0001
2.57,0.0383,-0.0002,-0.0001
2.58,0.0362,-0.0002,-0.0001
2.59,0.0373,-0.0002,-0.0001
2.6,0.0383,-0.0002,-0.0001
2.61,0.0424,-0.0002,-0.0001
2.62,0.0464,-0.0002,-0.0001
2.63,0.0505,-0.0002,-0.0001
2.64,0.0505,-0.0001,-0.0001
2.65,0.0505,-0.0001,-0.0001
2.66,0.0464,-0.0001,-0.0001
2.67,0.0464,-0.0001,-0.0001
2.68,0.0464,-0.0001,-0.0001
2.69,0.0464,-0.0001,-0.0001
2.7,0.0485,-0.0001,-0.0001
2.71,0.0505,-0.0001,-0.0001
2.72,0.0546,-0.0001,0
2.73,0.0546,0.0002,0.0001
2.74,0.0566,0.0004,0.0001
2.75,0.0586,0.0004,0.0001
2.76,0.079,0.0003,0
