Depth,Qc,Fs,u
0.8,0.1625,0,0.0004
0.81,0.2977,0,0.0006
0.82,0.3015,0,0.0048
0.83,0.0274,0.0008,0.0917
0.84,0.0274,0.0016,0.0457
0.85,0.0178,0.0033,0.0228
0.86,0.0159,0.0066,0.0114
0.87,0.0152,0.0064,0.0058
0.88,0.0155,0.0062,0.003
0.89,0.0158,0.0057,0.0016
0.89999999,0.0158,0.0029,0.0012
0.91,0.0274,0.0016,0.0008
0.92,0.0429,0.0009,0.0008
0.93,0.0544,0.0002,0.0004
0.94,0.0467,0.0002,0.0004
0.95,0.0474,0.0002,0.0004
0.96,0.0482,0.0001,0.0004
0.97,0.0506,0.0001,0.0004
0.98,0.0506,0,0.0004
0.99,0.0969,0.0001,0.0002
1,0.1201,0.0001,-0.0001
1.01,0.0622,0.0001,-0.0003
1.02,0.0564,0.0001,-0.0003
1.03,0.0554,0.0002,-0.0002
1.0400001,0.0544,0.0002,-0.0001
1.0500001,0.0544,0.0002,0.0004
1.0600001,0.039,0.0002,0
1.07,0.0313,0.0002,0
1.08,0.0293,0.0002,0
1.09,0.0316,0.0001,0.0002
1.1,0.0338,0.0002,0.0006
1.11,0.0392,0.0002,0.0006
1.12,0.0506,0.0002,0.0005
1.13,0.0506,0.0012,0.0004
1.14,0.0544,0.0023,0.0004
1.15,0.0757,0.0044,0
1.16,0.0969,0.0055,-0.0001
1.1699999,0.1548,0.0065,-0.0001
1.1799999,0.3787,0.007,0
1.1899999,0.4058,0.0075,0.0001
1.1999999,0.4058,0.0128,0.0004
1.2099999,0.9308,0.0275,0.0002
1.2199999,2.726,0.0361,0.001
1.2299999,3.0098,0.0369,0.0006
1.2399999,3.2936,0.0389,0.0007
1.2499999,4.1198,0.0385,0.0008
1.2599999,4.8726,0.0489,0.0012
1.2699998,5.6409,0.0604,0.0016
1.2799998,6.3088,0.0703,0.0019
1.2899998,6.8223,0.09,0.0019
1.2999998,7.5365,0.1113,0.002
1.3099998,8.0654,0.1169,0.0025
1.3199998,8.3163,0.1176,0.0027
1.3299998,8.0461,0.1158,0.0029
1.3399998,7.7064,0.114,0.0069
1.3499998,7.2624,0.1121,0.0065
1.3599998,6.552,0.1113,0.0069
1.3699998,6.054,0.1106,0.0364
1.3799997,6.0418,0.1107,0.4504
1.3899997,6.0363,0.1104,0.3783
1.3999997,6.0917,0.1101,0.0124
1.4099997,6.147,0.1094,0.0023
1.4199997,6.2586,0.1081,-0.0013
1.4299997,6.8068,0.1057,-0.0017
1.4399997,7.4747,0.0952,-0.0021
1.4499997,8.3974,0.0843,0.0017
1.4599997,8.4437,0.0762,-0.0116
1.4699997,8.3434,0.072,-0.0175
1.4799996,8.1079,0.0723,-0.0196
1.4899996,7.467,0.0705,-0.0217
1.4999996,6.579,0.0699,-0.0217
1.5099996,5.6332,0.0685,-0.0223
1.5199996,4.6564,0.067,-0.0228
1.5299996,4.0001,0.067,-0.0231
1.5399996,3.475,0.067,-0.0231
1.5499996,3.0851,0.0669,-0.0231
1.5599996,3.0602,0.066,-0.023
1.5699996,3.0812,0.0619,-0.0175
1.5799996,3.1022,0.0582,-0.0085
1.5899995,3.282,0.0533,0.0297
1.5999995,3.5831,0.0521,0.0442
1.6099995,4.1699,0.0478,0.044
1.6199995,4.6487,0.0456,0.1658
1.6299995,4.722,0.044,0.078
1.6399995,4.5946,0.0426,0.0372
1.6499995,4.3939,0.0399,0.0172
1.6599995,3.8958,0.0376,0.0083
1.6699995,3.7986,0.0336,0.005
1.6799995,3.7821,0.0266,0.0034
1.6899994,3.7772,0.0179,0.0031
1.6999994,3.8674,0.0154,0.003
1.7099994,3.9576,0.0144,0.0029
1.7199994,4.1622,0.0137,0.0029
1.7299994,4.3282,0.0133,0.0029
1.7399994,4.3109,0.0132,0.0029
1.7499994,4.2935,0.0132,0.0055
1.7599994,4.2394,0.0133,0.0057
1.7699994,4.1468,0.0136,0.0048
1.7799994,4.0541,0.0141,0.0046
1.7899994,4.0039,0.0157,0.0046
1.7999993,3.946,0.0157,0.0048
1.809999,3.9398,0.016,0.005
1.819999,3.9419,0.0161,0.0048
1.829999,3.944,0.0161,0.0057
1.839999,3.9499,0.0159,0.0061
1.849999,4.031,0.0157,0.0038
1.859999,4.0889,0.0157,0.0023
1.869999,4.0966,0.0156,0.0015
1.879999,4.0812,0.0155,0.0014
1.889999,4.031,0.0151,0.0014
1.899999,3.9383,0.0151,0.0015
1.909999,3.8148,0.0149,0.0031
1.919999,3.6758,0.0147,0.0031
1.929999,3.5445,0.0146,0.0052
1.939999,3.3862,0.0144,0.0057
1.949999,3.2665,0.0142,0.0059
1.959999,3.1855,0.0136,0.0056
1.969999,3.143,0.0127,0.0052
1.979999,3.1295,0.0115,0.0057
1.989999,3.116,0.0107,0.0048
1.999999,3.1005,0.0107,0.0055
2.009999,3.0851,0.0098,0.0044
2.019999,3.0542,0.0083,0.0039
2.029999,2.9075,0.0078,0.0038
2.039999,2.7801,0.0073,0.0038
2.049999,2.726,0.0065,0.0039
2.059999,2.6836,0.0067,0.004
2.069999,2.6411,0.0061,0.0042
2.079999,2.6218,0.0051,0.0044
2.089999,2.5986,0.0047,0.0044
2.099999,2.5639,0.0047,0.005
2.109999,2.5632,0.0045,0.0055
2.119999,2.5656,0.0039,0.0055
2.129999,2.568,0.004,0.0054
2.139999,2.5793,0.0033,0.0052
2.149999,2.5871,0.0028,0.0046
2.159999,2.5986,0.0025,0.0046
2.169999,2.6218,0.0024,0.0046
2.179999,2.645,0.0024,0.0046
2.189999,2.6488,0.0024,0.0048
2.199999,2.6411,0.0022,0.0055
2.209999,2.5909,0.0022,0.0052
2.219999,2.5446,0.0021,0.0053
2.229999,2.4983,0.0021,0.0054
2.239999,2.4597,0.002,0.0057
2.249999,2.4597,0.0018,0.0069
2.259999,2.394,0.0018,0.0065
2.269999,2.3709,0.0018,0.0071
2.279999,2.3438,0.0017,0.0065
2.289999,2.2936,0.0017,0.0063
2.299999,2.2666,0.0017,0.0062
2.309999,2.2686,0.0016,0.0061
2.319999,2.2706,0.0016,0.0061
2.329999,2.2753,0.0016,0.0059
2.339999,2.3014,0.0016,0.0059
2.349999,2.3786,0.0016,0.0059
2.359999,2.4481,0.0016,0.0059
2.369999,2.5253,0.0016,0.0059
2.379999,2.5755,0.0016,0.0059
2.389999,2.6411,0.0016,0.0059
2.399999,2.6913,0.0016,0.006
