Depth,Qc,Fs,u
1.5,0.0126,0,0
1.51,0.0045,0,0.0002
1.52,0.0085,0,0.0002
1.53,0.0126,0.0001,0.0002
1.54,0.0126,0.0002,0.0002
1.55,0.0248,0.0004,0.0003
1.56,0.0532,0.0008,0.0004
1.57,0.2074,0.0015,0.0003
1.58,0.3333,0.0027,0.0004
1.59,0.719,0.0037,0.0004
1.59999999,0.926,0.005,0.0004
1.61,1.3279,0.0072,-0.0001
1.62,1.6121,0.0094,-0.0007
1.63,1.608,0.0184,-0.0007
1.64,1.8191,0.0175,-0.0009
1.65,1.9571,0.0188,-0.001
1.66,2.0424,0.0188,-0.001
1.67,2.1845,0.0234,-0.0011
1.68,2.4077,0.0255,-0.0011
1.69,2.6594,0.0324,-0.0013
1.7,2.7041,0.0324,-0.0014
1.71,3.0654,0.0372,-0.0014
1.72,3.3455,0.0431,-0.0014
1.73,3.3455,0.0431,-0.0015
1.7400001,3.6337,0.0542,-0.0011
1.7500001,3.7839,0.0655,-0.0017
1.7600001,3.8895,0.0693,-0.0018
1.77,3.8895,0.0737,-0.0019
1.78,4.125,0.0833,-0.0009
1.79,4.3117,0.0872,-0.0021
1.8,4.3117,0.0912,-0.0021
1.81,4.4416,0.0927,-0.0023
1.82,4.6446,0.0991,-0.0023
1.83,4.738,0.1032,-0.0023
1.84,4.8841,0.1111,-0.0023
1.85,4.7826,0.1126,-0.0019
1.86,4.7623,0.1136,-0.0009
1.8699999,4.742,0.1134,-0.0017
1.8799999,4.5796,0.1131,-0.0021
1.8899999,4.401,0.1125,-0.0021
1.8999999,4.2021,0.1114,-0.0021
1.9099999,3.9463,0.1091,-0.0021
1.9199999,3.8124,0.1083,-0.0021
1.9299999,3.6622,0.1048,-0.0021
1.9399999,3.5363,0.1043,-0.0017
1.9499999,3.2927,0.1032,-0.0017
1.9599999,3.1872,0.1021,-0.0016
1.9699998,3.0816,0.1002,-0.0016
1.9799998,2.9599,0.0949,-0.0015
1.9899998,2.8299,0.0859,-0.0015
1.9999998,2.7406,0.0835,-0.0014
2.0099998,2.4646,0.0773,-0.0014
2.0199998,2.3225,0.0722,-0.0013
2.0299998,2.1885,0.0706,-0.0013
2.0399998,2.083,0.0683,-0.0009
2.0499998,1.9693,0.0585,-0.0011
2.0599998,1.7907,0.0553,-0.0009
2.0699998,1.6892,0.0493,-0.0009
2.0799997,1.6202,0.045,-0.001
2.0899997,1.5633,0.0415,-0.001
2.0999997,1.4416,0.0386,-0.001
2.1099997,1.2914,0.0344,-0.0009
2.1199997,1.2508,0.0339,-0.0009
2.1299997,1.2183,0.0318,-0.0009
2.1399997,1.2102,0.0305,-0.0008
2.1499997,1.1817,0.0298,-0.0007
2.1599997,1.1533,0.0283,-0.0006
2.1699997,1.0681,0.0296,-0.0004
2.1799996,1.0437,0.0276,-0.0006
2.1899996,1.0397,0.0271,-0.0006
2.1999996,1.0397,0.0259,-0.0006
2.2099996,1.0398,0.0257,-0.0006
2.2199996,1.0407,0.0256,-0.0007
2.2299996,1.0559,0.0257,-0.0007
2.2399996,1.0884,0.0258,-0.0008
2.2499996,1.1006,0.0261,-0.0008
2.2599996,1.1371,0.0265,-0.0008
2.2699996,1.1777,0.0264,-0.0008
2.2799996,1.2264,0.027,-0.0008
