Depth,Qc,Fs,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs
0.02,0.822,0.0033,0.0238,47.955708859751454,58.380862959697424,114.86408947625276,28.533603275695395,21.980194106141788,18.000408478293718,47.26037985463346,2.4632677073345586,113.41
0.04,1.084,0.0058,-0.0015,56.79916489534987,69.14680943781723,136.42141739859497,37.57063355371884,30.813396398912367,23.801221209066597,60.72755403025797,2.4003372701127086,113.41
0.06,1.084,0.0107,-0.0298,62.32222571707028,75.87053565556381,141.7251249288177,45.01632053718883,42.29330510406383,28.03024803656962,72.86368468473759,2.5206045790088667,113.41
0.08,1.259,0.0157,-0.0381,68.38955683247758,83.25685179605968,154.3661025203528,52.22277257814605,52.57803071465007,32.02876667348953,82.46101332373871,2.5160042807795997,113.41
0.1,1.259,0.0252,-0.0457,73.18439105979405,89.09404129018407,157.74092941666152,59.60494012815198,68.42375657231689,35.44359562259216,92.78590672179058,2.630461273304767,113.41
0.12,1.466,0.0386,-0.0502,80.0174477338345,97.4125450672768,170.25715934749172,68.4289262623971,86.59988961392156,39.48573690047254,102.82017806493118,2.648881793557388,113.41
0.14,1.501,0.0449,-0.0309,83.13127829259818,101.20329531272824,174.62362022495722,73.47840515236214,96.99784222839864,41.87710808735165,109.05043188103276,2.6741461584635284,113.41
0.16,1.52,0.0449,-0.0309,84.72202498264971,103.13985650061706,177.80320690820554,76.28266239981261,100.4441049085951,43.53966680026199,112.80796839366393,2.666555733438812,113.41
0.18,1.536,0.0458,-0.013,86.33948641950742,105.10893998896556,180.7738950322951,79.11414388421075,104.56149593935056,45.13108236140689,116.52939893281923,2.664305620897562,113.41
0.2,1.542,0.0458,-0.013,87.54237615353618,106.57332749126144,182.9420696811933,81.39547616146262,107.49548779055247,46.498628815274806,119.68085436260787,2.6620531912734693,113.41
0.22,1.568,0.0422,-0.0119,88.17686802803077,107.3457523819505,185.87174981467493,82.43744974442356,105.72457520463846,47.53813001709632,121.31901431198644,2.6293651661885376,113.41
0.24,1.574,0.0422,-0.0119,89.19988250413377,108.59116130938024,187.75392648708225,84.37173101525885,108.12556527966429,48.72885003482465,124.0228346132465,2.6271598645633274,113.41
0.26,1.574,0.0406,-0.0115,89.76593614062214,109.28027008423564,189.25132171842404,85.57438846863948,108.34982980090147,49.66572223934718,125.92565885285175,2.616753839806321,113.41
0.28,1.612,0.0371,-0.0114,90.21857674195611,109.8313108162944,192.39360275095007,86.13019856033405,105.53700758155092,50.4947650301401,126.83638245492544,2.578018589402891,113.41
0.3,1.637,0.0374,-0.0102,91.32041357309366,111.17267739333144,194.8669020612097,87.94904154799072,107.69668138453864,51.62129373369714,129.21969194610412,2.570787776102593,113.41
0.32,1.946,0.0375,-0.0023,94.90484112176593,115.53632832214984,209.58806249368385,91.2645266224348,107.97170710283916,53.89279163981454,131.56077456034842,2.465328321767832,113.41
0.34,2.148,0.0377,-0.0088,97.25060108046888,118.39203609796212,218.9076152407725,93.83630881118935,109.00795310408208,55.61836654233996,133.78436160126626,2.4068825513084287,113.41
0.36,2.51,0.0399,-0.0192,100.98447003893124,122.93761569956848,233.5816162708974,97.87205996304556,112.10875640512882,58.06356329299681,136.89524081577284,2.327336003289262,113.41
0.38,2.833,0.0413,-0.0205,103.93803295599582,126.5332575116471,245.9573753183481,101.22968495337136,114.3454946514745,60.15130084000224,139.52921045380066,2.2626054876580644,113.41
0.4,2.92,0.0428,-0.0251,105.47490302297382,128.40422976709857,250.0564623610937,103.56423771680603,117.55783760076764,61.46324197046232,142.04058630649098,2.2538836589450826,113.41
0.42,2.833,0.0428,-0.0251,105.64104751400517,128.60649262574543,248.37563562762176,104.52149233240311,119.38053025905988,62.0318116931447,143.77260458919787,2.27247686081019,113.41
0.44,2.57,0.0432,-0.0295,104.77965338373696,127.55783890194064,240.35785603148545,104.77602688360972,122.43712318227914,62.01163581434299,145.54579905955944,2.3349573134534345,113.41
0.46,2.37,0.0453,-0.0342,104.5204863617168,127.24233122295958,234.0080254901906,105.86487593122176,127.67065513536404,62.29947872263036,148.0142029500293,2.397867388283212,113.41
0.48,2.188,0.0491,-0.037,104.55448908102797,127.28372583777316,227.88842651429877,107.5623412725432,135.28616007493042,62.737825884520205,151.1021808700931,2.469392095807721,113.41
0.5,2.064,0.055,-0.0394,105.24653772635811,128.12621984078382,223.730860763008,110.18209176429092,145.5014404521142,63.51843412967913,154.8728063058645,2.537333174604896,113.41
0.52,2.064,0.0557,-0.0396,105.89917265801036,128.92073193149088,224.5995938695876,111.56237496871536,147.93821642089807,64.28222928401014,156.67461221401965,2.541025507682694,113.41
0.54,2.005,0.058,-0.0386,106.29445943098888,129.40195061163865,222.9554098439213,113.11363067521178,152.9152646251625,64.90711141399406,158.9778656905465,2.5704690924498776,113.41
0.56,2.07,0.059,-0.038,107.56986639419912,130.95461995815546,226.5188847724193,114.95501370483125,155.24956394003146,65.96211027282591,160.84229760992034,2.555699326061743,113.41
0.58,2.298,0.0595,-0.0375,110.11316596567262,134.05081074081886,236.600739006907,117.56617511018318,155.797940063904,67.66593962073446,162.580417139218,2.493641306620215,113.41
0.6,2.461,0.0593,-0.0371,111.8263520763789,136.13642861472212,243.7159829458325,119.45693980285814,155.89650498472562,68.96480023179647,163.99226258737755,2.4504560945866984,113.41
0.62,2.643,0.0571,-0.0369,113.15011210813022,137.7479625664194,251.2854583158548,120.632197053081,153.21630595673776,70.09475162008661,164.63458222060083,2.395810194491058,113.41
0.64,2.57,0.0545,-0.0371,112.52410460888971,136.9858664803875,249.3847822956413,120.23828404997944,151.30509650977274,70.15960499153562,164.92570121061195,2.40005994162348,113.41
0.66,2.192,0.0545,-0.0373,110.00574346401692,133.9200355214119,235.3497397546629,119.02860719002004,154.8102285685019,69.15968172218179,166.0191310683515,2.4983235219665336,113.41
0.68,1.948,0.0543,-0.037,108.1335943862647,131.64089751371355,225.60737737306783,118.27110307353124,157.4588817802083,68.54006244434908,167.05191033833844,2.5703028836289783,113.41
0.7,1.691,0.0552,-0.0362,105.95970111358244,128.99441874696996,214.31229651420836,117.59975749382984,162.11581215217095,67.79360070188488,168.46508380031042,2.6625984447331965,113.41
0.72,1.674,0.0589,-0.0342,106.81212408123386,130.03215105541514,214.09897646615903,119.71191403343371,168.9372693647581,68.59565569548685,171.09434507189465,2.687332881590909,113.41
0.74,1.714,0.0583,-0.0332,107.5459946846075,130.9255587464787,216.64340941089287,120.65439422046758,168.86187153698174,69.29665778681178,172.08537900573882,2.6698227338767206,113.41
0.76,1.714,0.0551,-0.0316,107.31828445912312,130.64834629806293,217.2316885087424,120.24962627438524,165.20766626072532,69.48597281704413,171.98357889193866,2.65376893854928,113.41
0.78,1.798,0.0559,-0.03,108.77044993530592,132.416199921242,221.83794628439645,122.02552868931092,166.7688905704196,70.55779782496661,173.50367122043917,2.628233793411113,113.41
0.8,1.894,0.0568,-0.0286,110.32247119077329,134.30561710181095,226.8854382247248,123.90082994735523,168.38595489274115,71.6853595087848,175.04891271749236,2.6005894542825416,113.41
0.82,1.938,0.0593,-0.0278,111.60230792899254,135.86367921790398,229.45811564194133,125.98810977349436,172.83704770175203,72.6775965581432,177.16510588108966,2.598710869702123,113.41
0.84,1.877,0.0635,-0.0274,112.06245045820556,136.42385273172854,227.20887437763912,127.89564785131614,180.68369316675623,73.24475640694523,179.79873616826993,2.638272678112825,113.41
0.86,1.812,0.0618,-0.0258,111.37701332883478,135.58940753075538,224.6994570529896,127.52613458315884,179.86546854717014,73.18721407398233,180.18836142534985,2.652310101628337,113.41
0.88,1.905,0.0683,-0.0238,113.85967692563688,138.6117806051232,229.58947076476883,131.40255825627204,189.6298534343641,74.80761371019025,183.67911820680504,2.650236859511912,113.41
0.9,2.01,0.0683,-0.0238,115.29808889772312,140.36289083201078,234.8772264865122,132.9680062300076,189.75329839949325,75.86027125906706,184.7997811635064,2.6170939048230077,113.41
0.92,2.03,0.067,-0.0215,115.60162421229558,140.73241208453376,236.30344119883068,133.40197284749289,188.7561861723177,76.31228840416568,185.3801677263397,2.6053374458256084,113.41
0.94,2.03,0.066,-0.0205,115.73973088636316,140.90054194861602,236.81602520757144,133.7724079412652,188.33349983659,76.67414510476556,186.02755782373572,2.6010222143534487,113.41
0.96,2.128,0.0735,-0.0191,118.32693111253846,144.05017700656856,241.64359425389048,137.9394378752888,199.3894969385116,78.34638975583552,189.72244875161863,2.603261829990782,113.41
0.98,2.128,0.0757,-0.0157,119.0021559223622,144.8721898185279,242.16697477210676,139.44827154287393,203.5934087663844,78.98989633261296,191.4473710078513,2.6118593202537084,113.41
1.0,2.693,0.0731,-0.0129,123.8006144790249,150.7137915396825,265.5428572237578,143.01045315788576,196.4134268668614,81.93642293017069,191.8901858280513,2.4557921719004856,113.41
1.02,2.693,0.0622,-0.0122,121.9529668407194,148.4644813713106,266.0692427462017,139.547053061593,181.60237459082268,81.2919062394004,188.84787307497632,2.409083992968604,113.41
1.04,3.57,0.0817,-0.008,131.76388336504857,160.4082058357113,296.94399124992185,152.24941722351286,204.74105719105117,87.06663203674887,197.0370072130605,2.314401454725146,113.41
1.06,5.51,0.083,-0.0052,140.45863090340924,170.99311588241125,351.18602665731214,161.10869770216635,198.97455414622803,93.29581554931478,199.033790112443,2.0514464337066727,113.41
1.08,6.183,0.0645,-0.029,137.87803608107507,167.85152218565662,367.5654812869373,156.58160602511072,173.603282674367,93.37610943136144,193.69285600095347,1.908054165075801,113.41
1.1,5.867,0.0528,-0.0426,133.85187154388228,162.95010448820452,360.8569546240293,150.99489406613353,158.777086894192,91.61266602609555,189.52250749960743,1.8852076311383072,113.41
1.12,5.516,0.0528,-0.0426,133.31429292831643,162.29566095621132,353.0692990161815,150.6333195697564,160.41211563494744,91.25841928678608,190.3015583096145,1.923092473179928,113.41
1.14,4.839,0.0514,-0.0354,131.2582463900776,159.79264777922492,336.4423605798783,148.39183998423962,160.9547783134649,89.7949928366698,190.3045096394066,1.996038161107037,113.41
1.16,3.674,0.0514,-0.0354,127.0563300401672,154.67727135324705,303.3107769251973,144.44302929670232,165.7959958812852,86.72156781918706,190.7545306986725,2.165424896196269,113.41
1.18,4.213,0.0489,-0.0168,128.88427197436206,156.9025919687886,320.2736761905072,146.10822759936133,160.49631829734508,88.50235485089664,190.5364334985572,2.0671574133922754,113.41
1.2,3.679,0.0464,-0.028,126.1317110580865,153.55164824462705,304.5358017260209,143.17311100825742,159.09989581732148,86.8193022637655,189.85688389678705,2.136638657705761,113.41
1.22,3.004,0.0464,-0.028,122.84646803715589,149.5522219582767,282.27004402039705,140.46937195919864,162.72562572777943,84.71018652096963,190.36675611631617,2.2614078755338145,113.41
1.24,2.447,0.0687,-0.0257,124.31727730331345,151.34277236925115,261.3975000419512,147.79654150388103,202.92738882265343,85.35318904110359,200.8517911144405,2.4986565171420514,113.41
1.26,2.447,0.0809,-0.0212,126.76080232841196,154.31749848676242,261.8487480610737,153.0037276539222,222.04021772886972,86.90481780910858,205.9978570420491,2.546605189287498,113.41
1.28,2.47,0.0832,-0.0189,127.6042313197396,155.34428160663953,263.2166107784943,154.60942334561662,226.09502383630348,87.60740006612095,207.58973170340272,2.549129126230576,113.41
1.3,2.47,0.0753,-0.0155,126.50604504633203,154.007359186839,263.64870006994937,152.3509055017977,215.3163526073617,87.26024323723084,205.72010054215792,2.519465810496342,113.41
1.32,2.738,0.0643,-0.0129,126.76665799571798,154.3246271252219,274.67766467924054,150.29655638899956,197.15355037087613,87.78277436274314,202.47406119740648,2.409639357074111,113.41
1.34,2.738,0.0573,-0.0086,125.43410591728036,152.7023898123413,275.1199298902009,147.61800231422896,186.44006054338072,87.31125012093999,200.223190629952,2.376690946117172,113.41
1.36,2.966,0.0604,-0.0071,127.98814729202012,155.81165757289406,284.08848898759896,150.63809144991885,190.3644531619097,89.07592697552879,202.47619356060451,2.342195792805501,113.41
1.38,2.786,0.0564,-0.0271,126.0021026425244,153.39386408655145,277.62022548720427,147.97758305735647,185.32638722071107,88.13281761870167,201.3299139967843,2.362470706455423,113.41
1.4,2.494,0.0564,-0.0271,124.01281666648296,150.9721246374575,266.4793384494435,146.37376974348217,187.59765142127893,87.086466832581,201.89867354386013,2.4311277258060486,113.41
1.42,2.038,0.0711,-0.0344,122.91127354984076,149.6311156258931,246.93058821710403,149.4694736761232,215.83967373485385,86.57341745591103,208.50662833533684,2.623789841225732,113.41
1.44,1.862,0.0711,-0.0344,121.1239260128638,147.45521427652986,238.8577548993329,148.19632370743815,218.12344907866225,85.78766478433286,209.10593699821405,2.680257110155676,113.41
1.46,1.899,0.077,-0.0315,122.7594771474137,149.4463200055471,241.02357607298455,151.01370795397307,227.41981191697624,86.93491664121898,212.05372554829407,2.69139110562305,113.41
1.48,1.921,0.077,-0.0315,123.23326484766264,150.02310503193715,242.41625839637555,151.46530329332504,227.5549067760901,87.40922116960135,212.8030588114592,2.6843181157996714,113.41
