Depth,Qc,Fs,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs
0.06,1.0335,0.0352,-0.0016,68.17331706868094,82.99360338795942,139.42447675298573,55.46786736948802,73.14187081221085,30.73035808841834,85.03318877249244,2.8333191323533247,62.0
0.08,1.1987,0.0416,0.0019,73.84216056555897,89.89480416676744,151.88926508556264,62.44633688500492,84.16171187489451,34.482274009455,93.56342533329038,2.7874390371934785,62.0
0.1,1.3386,0.0458,0.0013,78.23256954855155,95.2396498851932,161.95397841544,68.05407947976529,92.46311544341148,37.5757256126649,100.32507281726171,2.746738869667884,62.0
0.12,1.5122,0.0493,0.003,82.46883675980497,100.39684475106692,172.79501032383567,73.23085015063833,99.35247613771124,40.47624661861985,106.16755565167357,2.692443864206087,62.0
0.14,1.6693,0.0509,0.0053,85.88907231584528,104.56060977581166,182.23812813918255,77.46516707363466,104.04235132558644,42.96788188282135,110.93030693577028,2.6406429322827285,62.0
0.16,1.7815,0.0512,0.0033,88.40737397955276,107.6263683229338,189.26941340359497,80.81681668977619,107.3205146077969,45.03454134173816,114.8849186525617,2.602883289775797,62.0
0.18,2.018,0.0509,0.0033,91.65781066991664,111.58342168511592,200.82099688066785,84.36970318672174,109.00157371807396,47.35325123648392,118.37866214837808,2.525016254466372,62.0
0.2,2.2724,0.0485,0.002,94.2885584102102,114.786071108082,212.31653719285504,87.08452205182518,108.12665003582016,49.40313789735429,120.92184298889666,2.439185399978414,62.0
0.22,2.3142,0.0467,0.002,95.32736699552478,116.05070764672584,215.82638892366265,88.80997099769793,108.5524867403759,50.7035488288403,123.2822223812922,2.4177272307106743,62.0
0.24,2.3438,0.0479,0.0017,96.8191986642698,117.86685054780672,218.74817904734047,91.32233145993742,112.23570951822006,52.14983696128625,126.45448242790197,2.4170427046784067,62.0
0.26,2.4039,0.0532,0.0015,99.27730392856436,120.85932652173057,222.62772591089595,95.21051195507997,120.38543533698112,53.98623495398908,130.83842452657595,2.4307627850126536,62.0
0.28,2.504,0.055,0.0022,101.22716112580795,123.23306571837492,227.7988445809765,98.05442294945829,124.27425755824255,55.588019563010185,133.93305679217684,2.4150979668209005,62.0
0.3,2.5783,0.0526,0.0017,102.0978875121727,124.29308044960156,231.92826000870733,99.330082521741,123.35319236197356,56.69325144840888,135.53249931959422,2.38482529082134,62.0
0.32,2.608,0.0482,0.0021,102.15574164509484,124.36351156794154,234.44382309852577,99.55978077850487,119.9615535714821,57.3972009130208,136.21956561329125,2.353691400355298,62.0
0.34,2.7439,0.0463,0.0022,103.30215330117858,125.75914314926088,240.47631319822008,100.97254351537332,118.89350336611622,58.605343592382425,137.65543891840628,2.3116891332578797,62.0
0.36,2.4335,0.0532,0.0009,103.58950829004884,126.1089666139725,230.98482203528584,103.54446283751352,130.6162640542625,59.20220714876427,142.07933387621046,2.4237758306357056,62.0
0.38,2.2463,0.0515,0.0002,102.56350853284262,124.85992343128667,225.22096517538915,103.42571170965306,131.262809551489,59.25009075496366,143.34442488401058,2.4639880795048694,62.0
0.4,2.3471,0.0475,0.001,103.11130861845456,125.52681049203164,230.2078052621968,103.808676435355,127.24127114757404,60.07760617681566,143.74509567258804,2.4146990556336028,62.0
0.42,2.2655,0.0422,-0.0002,101.89084933589012,124.04103397412707,228.1978530352169,102.54132417931012,121.998226773116,59.99646808088856,143.27178066814318,2.4044095803848986,62.0
0.44,2.1838,0.0376,-0.0001,100.68900390783122,122.57791780083802,226.05873328590204,101.29662314737725,117.18928853403152,59.88042999158854,142.77030180298397,2.396163572323571,62.0
