Depth,Qc,Fs,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs
0.08,3.9693,0.0135,-0.0006,79.70156600564782,97.02799339817996,239.91254869657183,60.42067475466162,47.74891697357636,37.3172255310597,81.54839071800087,1.8050025144018536,268.2
0.09,5.6119,0.027,-0.0008,89.7933599846961,109.31365563354308,277.0566773284968,71.2291804950569,62.27673118278927,42.93112429280588,92.17301913448294,1.742438068811094,268.2
0.1,6.4645,0.0273,-0.0008,92.07421085348406,112.09034364771972,295.50415593504806,74.62775711019424,63.72830199625509,45.15817206745057,94.89839297578877,1.6606424328814533,268.2
0.11,8.2361,0.0271,-0.0006,94.31363363367814,114.81659746708644,327.2234855324104,77.71679116032776,63.36396177365455,47.98719365165739,97.29588046113304,1.5154162482435485,268.2
0.12,9.1357,0.0269,-0.0004,95.56902818309972,116.34490387507792,343.38729435830913,79.53257820676583,63.53464267563915,49.87081574774997,99.4420105897914,1.4527498892509771,268.2
0.13,9.7184,0.0267,-0.0006,96.55611074288758,117.54656960003706,354.391174431687,80.932646944676,63.83632677250876,51.4171684790455,101.42431630169006,1.414907047783004,268.2
0.14,10.1838,0.0287,-0.0006,98.4524187519936,119.85511848068786,363.43741939229767,83.02747559632404,66.06447816548652,53.15995864625394,104.35501575647848,1.4022153475671637,268.2
0.15,10.7079,0.0288,-0.0004,99.38632567721932,120.99204865052788,373.011475322116,84.42374086710973,66.63161203983688,54.59818297890174,106.28003266759625,1.3733978412325665,268.2
0.16,10.5554,0.0289,-0.0004,100.22496145923834,122.01299655907276,373.35098973804674,85.10869850795602,67.39986844966164,55.48787017134087,108.06686263121728,1.3825631412687158,268.2
0.17,8.6585,0.0395,-0.0004,104.94143948331124,127.7547958927267,348.22452872026525,87.68919235298206,78.18082896058851,56.28490343302706,114.11901925288775,1.5713224433018853,268.2
0.18,7.7629,0.0433,-0.0006,106.43265905042924,129.57019362660952,335.8937559135267,88.63963190934008,82.89554114491055,56.72513388946136,117.0774630830594,1.6601534097737087,268.2
0.19,7.2349,0.0472,-0.0004,107.91931685258191,131.38003790749104,328.7315230262506,89.95942355121362,87.52864902514823,57.41254445098987,119.96558524010086,1.72508279525838,268.2
0.2,6.9142,0.0479,-0.0006,108.45259689401654,132.0292483927158,324.7310843815776,90.48500809598032,89.24256708307902,57.92884219170265,121.72451460206632,1.756539526647048,268.2
0.21,6.0147,0.0565,-0.0006,110.18386835993024,134.13688322078465,309.385167734548,92.37453095640632,98.64142538567263,58.347414982948855,125.78061636408552,1.8859694719123827,268.2
0.22,5.5962,0.0565,-0.0004,110.00478565169637,133.91886948902166,302.36814727700624,92.37356464820436,100.10770376197397,58.49624304396714,127.2018424135745,1.9300897095053768,268.2
0.23,5.3381,0.0568,-0.0006,110.1255345626582,134.06586816323608,298.2719407461979,92.694138315504,101.60334080353302,58.84814245241815,128.68408627811598,1.960461406209023,268.2
0.24,5.1113,0.0576,-0.0006,110.3670121127906,134.35984083296248,294.6044851344751,93.17601875564525,103.50674718540594,59.246149741533,130.27205215160532,1.9909251983482303,268.2
0.25,4.6732,0.057,-0.0004,109.61547680448436,133.44492828372012,285.8441191914047,92.7499617098303,104.5953074270785,59.10268722717321,131.35828060062912,2.042890179501795,268.2
0.26,3.6681,0.0627,-0.0006,107.90390630221728,131.3612772374819,261.59944127399166,92.46300293637064,113.0448770188854,58.161171773352216,134.08174622345803,2.2181443619410826,268.2
0.27,3.5234,0.0623,-0.0002,107.70468266811604,131.1187441177065,258.5746505528762,92.58172437832472,113.89606374325238,58.4039174060553,135.21527390359805,2.241030350741045,268.2
0.28,3.2379,0.0619,-0.0006,106.76842190103535,129.97894840126042,251.2618075920536,92.2198083368622,115.20652542479228,58.2526938498122,136.265674762972,2.2910898309782737,268.2
0.29,3.0619,0.059,-0.0008,105.75665105766916,128.74722737455377,246.8088041566756,91.44772362994595,113.76957411766382,58.12030541434115,136.5694447843071,2.311806426955876,268.2
0.3,2.7373,0.0567,-0.0004,103.9085071876378,126.49731309799384,237.2633530701563,90.22624223142292,113.39867719947202,57.54125779910719,136.92205739917705,2.3693486235286136,268.2
0.31,2.5809,0.0549,-0.0008,102.99580774517985,125.3862007332624,232.74184069164747,89.65881604668348,112.87602365515365,57.42432885080129,137.42500943109502,2.3964272729352065,268.2
0.32,2.4753,0.0439,-0.0016,100.31467687900056,122.12221533095725,229.77225538885605,86.31266943788124,102.08540860962954,56.52707083014079,134.52281093609224,2.360477896854846,268.2
0.33,2.3775,0.0414,-0.0014,99.448672795568,121.06794949025668,226.95237597856112,85.53479677776511,100.16148121896003,56.40752990257193,134.50459416352652,2.3693792703952616,268.2
0.34,2.1702,0.034,-0.0016,96.42564370522128,117.3877401628781,219.82557051009212,82.33625934851784,92.50938741374496,55.22524832359807,132.00983215022262,2.373218073784573,268.2
0.35,2.0803,0.0334,-0.0012,95.94530409537046,116.80297889871188,216.92573027882617,82.11396920025932,92.55522330572131,55.25223313445042,132.63255733363056,2.3944169747914734,268.2
0.36,2.0059,0.0319,-0.0016,95.280627028797,115.9938068176659,214.52256253880788,81.55994714774023,91.351178677186,55.18449606460507,132.74988867790037,2.4048313730465742,268.2
0.37,1.9473,0.0303,-0.0016,94.668546251345,115.2486650016374,212.6823313706912,80.99359248548767,89.88378646773678,55.13355198642065,132.7529365078739,2.4097702782945856,268.2
0.38,1.8378,0.0279,-0.0014,93.340281520052,113.6316470678894,208.5828421813989,79.76167580138629,87.41507710757517,54.70685634280969,132.16892534777026,2.4241310144410337,268.2
0.39,1.8104,0.0264,-0.0016,92.92466392245602,113.12567781864212,207.92145061182927,79.28490911411363,85.77663202756565,54.73264592029935,132.07333459871256,2.419509033236245,268.2
0.4,1.783,0.0252,-0.0012,92.58052841282796,112.70673024170362,207.23579528095075,78.91445746732927,84.50470769691002,54.78637160422871,132.10568990631083,2.4172752587285697,268.2
