File Name,Layer,Start Depth,End Depth,Depth,Measured Vs,Measured Vs,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic_calculated (Geometric Mean),Depth_vs
SCPT_57343_Raw01_result_layers_stats.csv,1,0.06,1.04,0.55,72.0,0.5,0.98,7.058618214382664,0.055407641062056,0.0001,122.21220425948684,148.7800747506797,354.6486061656497,124.93211955379044,128.6435296125604,73.67553830087417,152.3173428897017,1.777388142514527,0.5
SCPT_57343_Raw01_result_layers_stats.csv,2,1.06,2.3,1.68,101.0,1.5,1.2399999999999998,13.717122053235672,0.0982821437116846,0.0026257685828703,164.8156662437935,200.6451589054876,519.5263426812613,206.07276782424276,222.2188615588775,121.79742425585876,228.72276867920635,1.5413758174774237,1.5
SCPT_57343_Raw01_result_layers_stats.csv,3,2.32,4.56,3.4399999999999995,164.0,3.5,2.24,16.049601477264314,0.133347907031013,0.0140699856969563,198.1586900313928,241.23666612517417,592.6780179950562,241.27608480875475,272.87776993275514,156.2055764478788,286.0449930192664,1.5764845579057631,3.5
SCPT_57343_Raw01_result_layers_stats.csv,4,4.58,6.32,5.45,155.0,5.5,1.7400000000000002,16.275980993152846,0.1433384434455338,0.0366750272525777,218.55171410986213,266.06295630765834,624.6390193320141,253.9309694996821,287.6969361046218,179.65869239218344,325.59633109746386,1.6425829390152642,5.5
SCPT_57343_Raw01_result_layers_stats.csv,5,6.34,7.78,7.0600000000000005,170.0,7.0,1.4400000000000004,12.149884613710956,0.1190511640786772,0.0512850484449641,218.29238678844052,265.7472534815799,573.4570105021594,242.18024393446535,270.3290751930044,182.40385949126372,338.8302443186566,1.7989798475125822,7.0
SCPT_57343_Raw01_result_layers_stats.csv,6,7.8,8.78,8.29,207.5,8.5,0.9799999999999996,16.086098532627368,0.1759752563807504,0.0571755595507132,244.7599705815081,297.96865983835727,648.5857581879,271.53822517433474,323.58084214699045,205.2126458865501,372.1549782617719,1.7705860883930828,8.5
SCPT_57343_Raw01_result_layers_stats.csv,7,8.8,9.78,9.29,225.0,9.5,0.9799999999999986,10.759341040622685,0.1465402950519986,0.0635700559476421,232.95455145771004,283.5968452528642,562.9177837180498,251.97437195113764,305.1412730934876,196.88809107413647,372.9273979908612,1.9651169696719064,9.5
SCPT_57343_Raw01_result_layers_stats.csv,8,9.8,11.32,10.56,204.0,10.5,1.5199999999999996,15.519549912253504,0.1920617590171781,0.0754948625378999,260.04014340683466,316.5706093648423,655.3969616999923,278.2431679962718,338.36643412901,219.93859209325876,400.045182033414,1.8623888555234227,10.5
SCPT_57343_Raw01_result_layers_stats.csv,9,11.34,12.9,12.120000000000001,234.0,12.0,1.5600000000000005,17.63381039051116,0.2244370497629479,0.0917292560805547,277.35863154302314,337.6539862262883,697.6652760494183,292.8732228717438,362.3043467277568,235.80915356178195,423.1294763935313,1.8580025294479237,12.0
SCPT_57343_Raw01_result_layers_stats.csv,10,12.92,14.56,13.74,263.5,13.5,1.6400000000000006,14.755070665868905,0.1915927318906114,0.1073766667392769,274.4320421797203,334.0911817840072,660.1192687082546,278.76377148080053,334.7746567160242,234.8927664677988,427.3295742486728,1.950255366577436,13.5
SCPT_57343_Raw01_result_layers_stats.csv,11,14.58,16.52,15.55,250.0,15.5,1.9399999999999995,16.530023322850926,0.1767084977563891,0.1132180467912297,281.6886775621556,342.92534659740755,697.8443608683265,280.43450901496084,317.44489386300125,245.4667140931433,436.6700648352289,1.8792736955813616,15.5
SCPT_57343_Raw01_result_layers_stats.csv,12,16.54,17.88,17.21,276.0,17.0,1.34,17.743052823290313,0.1992942756913214,0.1349090325692458,295.53018663760577,359.77587938491143,724.3247277494602,289.4653535171842,333.00642205671045,257.6627481130822,455.3662672220507,1.895341003292347,17.0
SCPT_57343_Raw01_result_layers_stats.csv,13,17.9,18.88,18.39,227.5,18.5,0.9800000000000004,11.418151821808449,0.1357092129534232,0.0930581092109414,273.8788554719274,333.4177370962599,616.3260630324551,253.61309405623837,280.08726700317607,238.59264028616,439.0872437095625,2.090671302554465,18.5
SCPT_57343_Raw01_result_layers_stats.csv,14,18.9,20.0,19.45,240.5,19.5,1.1000000000000014,18.1238804555005,0.1827356582012717,0.1376676291522245,301.0320756950119,366.4738312808838,739.1513639254468,286.78396718721007,316.2307945992759,265.48518998501333,464.5038565681587,1.8854802935603765,19.5
