File Name,Layer,Start Depth,End Depth,Depth,Measured Vs,Measured Vs,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic_calculated (Geometric Mean),Depth_vs
SCPT_156301_Raw01_result_layers_stats.csv,1,2.05,3.9,2.9749999999999996,198.5,3.0,1.85,0.2863850724944827,0.000622469001259,0.0001750409299184,69.0225001972624,84.02739154449333,125.92803476757594,72.38348154716552,52.42901229307952,54.37337284115124,134.46056240076211,2.936925778518229,3
SCPT_156301_Raw01_result_layers_stats.csv,2,3.91,4.9,4.405,163.8,4.0,0.9900000000000002,6.951004018652795,0.0260265128162969,0.0005745370033926,153.95569212580736,187.42432084880903,441.84182839479104,169.30802287055292,139.8344914136922,130.10947446543562,245.74034694450927,1.616327354473426,4
SCPT_156301_Raw01_result_layers_stats.csv,3,4.91,5.98,5.445,140.7,5.0,1.0700000000000005,9.343974549454796,0.0344782718574306,0.0015353147332482,169.84516911638536,206.76803196777357,505.2280964848347,184.5034453068795,153.46902749878984,147.43465815320445,269.5562689443552,1.532566076090251,5
SCPT_156301_Raw01_result_layers_stats.csv,4,5.99,7.48,6.735,214.6,7.0,1.4900000000000002,3.1801232932863863,0.0485650908296545,0.0122651660365269,160.41468789017722,195.28744612717216,341.7414903870482,178.3525901105828,203.47849641659676,137.77234826381934,295.0132140419129,2.256381285035008,7
SCPT_156301_Raw01_result_layers_stats.csv,5,7.49,8.48,7.985,161.0,8.0,0.9900000000000002,14.386706505207547,0.061385263298411,,202.09402003231935,246.0275026480411,618.6709523287749,219.29305889992196,194.6979168420125,183.11631030891053,321.2038039652164,1.4813481904522925,8
SCPT_156301_Raw01_result_layers_stats.csv,6,8.49,9.48,8.985,167.1,9.0,0.9900000000000002,5.49865928151742,0.0407158287796237,0.0144730204026724,181.6340105798812,221.1196650537683,433.6842547771077,186.47085368302007,178.75395063872818,159.2358378335944,311.52305985569126,1.964832520821471,9
SCPT_156301_Raw01_result_layers_stats.csv,7,9.49,11.12,10.305,164.1,10.0,1.629999999999999,5.207603974254825,0.0644373640881598,0.0175878700550046,195.4960900470043,237.9952400572227,430.4514372467247,199.51598847046372,217.3346019016849,170.4793636277685,342.1651377773385,2.150530479100238,10
SCPT_156301_Raw01_result_layers_stats.csv,8,11.13,12.12,11.625,293.7,12.0,0.9899999999999984,2.253738643700691,0.0276636405319771,0.0592980471094723,165.01336230958117,200.8858323768817,318.7749401193676,158.2789854147637,163.11429023766053,145.69894619026007,314.1448768792723,2.5060207778389705,12
SCPT_156301_Raw01_result_layers_stats.csv,9,12.13,13.12,12.625,260.9,13.0,0.9899999999999984,9.684610781779902,0.0532209441501789,0.0480049519105126,214.03993121463336,260.57035104390184,556.9420270484405,212.1973207520251,192.2393828230194,194.17318837687392,353.04519522922385,1.7708483229262515,13
SCPT_156301_Raw01_result_layers_stats.csv,10,13.13,14.6,13.865,288.8,14.0,1.4699999999999989,13.556168210467542,0.0483186706366387,0.0695639466091045,221.31043680408555,269.4214013267129,639.1808540610675,220.9650346216935,182.62269263025252,207.50255372727017,357.87061279512375,1.5696524603347377,14
SCPT_156301_Raw01_result_layers_stats.csv,11,14.61,15.78,15.195,182.8,15.0,1.17,8.200216984890748,0.1170243509562402,0.0793648743298286,241.6748004393325,294.2128005348392,532.6228803474974,235.60358208070363,274.03520678020124,213.08753590421432,409.3932074280452,2.129437419842151,15
SCPT_156301_Raw01_result_layers_stats.csv,12,15.79,16.98,16.384999999999998,185.8,16.0,1.1900000000000013,4.628998112492702,0.0509760024383974,0.1128899687897997,209.11190346832805,254.5710129179644,433.5481958499712,191.24137463225807,195.0044780701636,187.04600247982103,372.968622233007,2.2891344015998256,16
SCPT_156301_Raw01_result_layers_stats.csv,13,16.99,18.59,17.79,195.5,18.0,1.6000000000000014,9.054212778465212,0.0744960127477156,0.0617161168133929,241.0821708271156,293.49133839822747,561.7288069643329,223.50959358208112,220.4232697009256,217.5199288628461,402.0450697913294,1.992626035893981,18
SCPT_156301_Raw01_result_layers_stats.csv,14,18.6,19.59,19.095,242.8,19.0,0.9899999999999984,6.485508020157549,0.0808825751066506,0.1507952286408198,237.7047433956384,289.37968761208185,500.2446639352604,215.2234292589509,231.4333548786476,212.8980038960155,412.7141930570463,2.238265021233016,19
SCPT_156301_Raw01_result_layers_stats.csv,15,19.6,21.45,20.525,209.5,21.0,1.8499999999999976,11.018715758878749,0.0226946421074346,0.0874658385266016,225.04616342813668,273.96924243425366,614.0537667891375,204.21164882467625,149.24337955327582,210.9597999366283,357.69393839370923,1.6630214043592644,21
SCPT_156301_Raw01_result_layers_stats.csv,16,21.46,22.79,22.125,259.0,22.0,1.3299999999999983,17.911649185255342,0.0342090288483694,0.1056747416649682,243.38648711981216,296.2965930154233,744.6934723196003,233.79904670473115,172.12765764437935,239.0353448720276,385.93123410264826,1.4555214614679262,22
SCPT_156301_Raw01_result_layers_stats.csv,17,22.8,24.06,23.43,208.1,23.0,1.259999999999998,19.325306784659773,0.1763673247186209,0.0287730207226838,307.70333941573284,374.5953697235013,770.5311442922945,288.63869588161737,312.21880439646185,281.35500320008646,484.89798914253134,1.8163196851488403,23
SCPT_156301_Raw01_result_layers_stats.csv,18,24.07,25.06,24.564999999999998,298.6,25.0,0.9899999999999984,4.664857556009927,0.0535297747200703,0.1945278779534325,237.88101542104127,289.5942796430072,454.1990367934844,192.43270436200044,197.5605275731563,210.4280812357488,415.8810376767133,2.491862481840578,25
SCPT_156301_Raw01_result_layers_stats.csv,19,25.07,26.06,25.564999999999998,255.9,26.0,0.9899999999999984,1.8730151060169595,0.0115545707137856,0.8424569706938849,192.80923128275612,234.7242815616165,329.91002089706,138.19015813006334,120.5599763769403,164.28207071738757,341.8707450577885,2.8444302023775485,26
SCPT_156301_Raw01_result_layers_stats.csv,20,26.07,27.68,26.875,431.4,27.0,1.6099999999999994,2.1654496259582805,0.0085391834454888,1.1077085916622085,195.5148120458105,238.0180320557692,351.7130409652372,137.4020950034898,108.41656106517084,165.87651256647476,333.2233763387281,2.675756432039277,27
SCPT_156301_Raw01_result_layers_stats.csv,21,27.69,28.68,28.185000000000002,284.9,28.0,0.9899999999999984,4.501203745405461,0.0549193770932543,1.2305962304728764,245.75250004589407,299.17695657761027,459.847883774238,190.35965697041357,192.4237594576578,217.96816049997057,431.9241793365997,2.5398244350303765,28
SCPT_156301_Raw01_result_layers_stats.csv,22,28.69,30.0,29.345,477.8,29.0,1.3099999999999987,7.237693533280525,0.2826979649127957,0.5335136059347301,308.727564884417,375.8422529027683,545.2163154433059,260.3917458002039,385.7305900753841,270.41098916781226,541.8381901346717,2.696887009256192,29
