File Name,Layer,Start Depth,End Depth,Depth,Measured Vs,Measured Vs,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic_calculated (Geometric Mean),Depth_vs
SDMT_141748_raw_result_layers_stats.csv,1,0.01,1.0,0.505,112,1.0,0.99,1.0914564015236423,0.0482251912675075,0.0031063964201848,88.72710034848224,108.01560042423928,170.55884877596455,93.9548761410188,136.87381984733233,53.10789552789606,141.361363857651,2.880850949557168,1.0
SDMT_141748_raw_result_layers_stats.csv,2,1.01,2.0,1.505,85,1.5,0.99,0.1151155164656975,0.0063806891138411,,56.30989027830403,68.55117077358754,81.02565586852926,69.03952123008541,92.08421972037031,47.367651144393456,150.68497524085373,3.940182171803997,1.5
SDMT_141748_raw_result_layers_stats.csv,3,2.01,3.0,2.505,54,2.5,0.9900000000000002,0.0569151147227634,0.0036661845820692,0.0185859278153826,55.37065772412423,67.40775722936871,69.24095417982582,57.95662273646291,84.67134012210178,47.25606669693978,159.16818193722207,4.565880121725825,2.5
SDMT_141748_raw_result_layers_stats.csv,4,3.01,4.29,3.65,39,3.5,1.2800000000000002,0.0710892900055522,0.0032516976873679,0.1024839082116762,63.4999035220872,77.3042303747148,83.01405406348607,62.328886430245866,81.6142586258762,53.661879913400256,172.71110484088277,4.280897441866208,3.5
SDMT_141748_raw_result_layers_stats.csv,5,4.3,5.47,4.885,139,5.0,1.17,0.3051869957494748,0.0037389082300528,0.1384873533879184,82.90712688058954,100.93041533289166,140.5709452746875,84.73504139469668,80.40396657409005,72.6679145693162,191.5211818887915,3.134344864268918,5.0
SDMT_141748_raw_result_layers_stats.csv,6,5.48,6.49,5.985,170,6.0,1.0099999999999998,2.6908375595513503,0.0236374052692231,0.0476432438506948,138.27859817465446,168.3391629952316,317.6491212674732,149.06898332244677,145.78886258475382,122.63313203030822,260.47909639283023,2.1576285028659887,6.0
SDMT_141748_raw_result_layers_stats.csv,7,6.5,7.72,7.109999999999999,204,7.0,1.2199999999999998,12.76612955479358,0.0943640273934385,0.0610114915124598,203.44130681539488,247.66767786221996,584.6539345621125,222.17957820524336,233.99308241752595,180.57938040811263,329.4997809845469,1.6354700580095711,7.0
SDMT_141748_raw_result_layers_stats.csv,8,7.73,10.28,9.004999999999999,186,9.0,2.549999999999999,6.728928506431081,0.0520571357453707,0.0751293971979069,186.74268693275317,227.338923222482,468.7535381345513,193.55051447479792,191.50917469028724,167.28127229734227,322.06320319089826,1.9034524107325657,9.0
SDMT_141748_raw_result_layers_stats.csv,9,10.29,12.25,11.27,208,11.5,1.9600000000000009,10.64851068120836,0.0845137678490073,0.0997686256955122,219.0753137253987,266.70038192657245,571.1712531234422,225.02560484483303,230.9762175969168,198.13590774409107,364.4675007896611,1.806403049486941,11.5
SDMT_141748_raw_result_layers_stats.csv,10,12.26,15.6,13.93,166,14.0,3.34,1.1478586795142207,0.0236991991606577,0.4213926769519038,150.84743323920873,183.640353508602,256.1823463892401,140.78233079210094,157.6645605624177,137.17369952086906,320.5324535162907,2.9648713091693524,14.0
SDMT_141748_raw_result_layers_stats.csv,11,15.61,16.88,16.244999999999997,256,16.0,1.2699999999999996,6.685448612145364,0.0690738477152443,0.0426286465275229,221.12250167424767,269.19261073386707,495.7412127306328,210.6594627695624,221.4109117187459,201.76623599429576,388.2041279654513,2.126974034313471,16.0
SDMT_141748_raw_result_layers_stats.csv,12,16.89,18.0,17.445,254,17.5,1.1099999999999994,4.519747806327342,0.102475819082281,0.0488357397810403,223.1719776443321,271.6876249583172,430.3614984411432,211.4319340670793,267.88320859733,201.0016556992984,414.870221902564,2.519368400821497,17.5
